id_men,culture_label,production_kg,superficie,taille_menage,age,nbre_heure_travail,lat,lng
1,Arachide,1500,3.0,15,50,28,14.36715,-16.441645
1,Mais,500,1.0,15,50,28,14.36715,-16.441645
1,Mil,1100,2.0,15,50,28,14.36715,-16.441645
2,Arachide,750,1.0,3,73,48,14.8665572,-15.8994956
2,Mais,1000,1.0,3,73,48,14.8665572,-15.8994956
2,Mil,700,1.0,3,73,48,14.8665572,-15.8994956
3,Arachide,7000,11.0,27,40,56,15.48839,-15.944754
3,Mais,400,2.0,27,40,56,15.48839,-15.944754
3,Mil,2000,5.0,27,40,56,15.48839,-15.944754
4,Arachide,150,0.25,9,52,2,13.839155,-12.309654
4,Mais,250,1.0,9,52,2,13.839155,-12.309654
5,Arachide,312,2.0,6,44,35,14.7384546,-17.4677088
5,Mil,300,1.0,6,44,35,14.7384546,-17.4677088
5,Niebe,150,1.0,6,44,35,14.7384546,-17.4677088
6,Arachide,200,1.0,6,65,48,15.612929,-14.387781
6,Mil,300,1.0,6,65,48,15.612929,-14.387781
7,Bissap,200,1.0,5,73,48,49.2858125,-123.122266
8,Arachide,1100,2.599999905,7,75,35,14.1631187,-16.7691712
8,Mil,935,2.0,7,75,35,14.1631187,-16.7691712
9,Arachide,7000,6.0,10,45,42,14.093,-15.417
9,Mais,4000,2.0,10,45,42,14.093,-15.417
9,Mil,8000,6.0,10,45,42,14.093,-15.417
10,Arachide,100,0.5,9,68,56,15.0711111,-15.4861111
10,Mil,100,0.5,9,68,56,15.0711111,-15.4861111
10,Niebe,50,0.5,9,68,56,15.0711111,-15.4861111
11,Mil,1100,1.5,14,70,48,14.8665572,-15.8994956
12,Arachide,2200,3.5,13,65,45,12.8924707,-14.3355527
12,Riz,50,0.119999997,13,65,45,12.8924707,-14.3355527
12,Sorgho,1200,2.5,13,65,45,12.8924707,-14.3355527
14,Menthe,500,0.25,10,38,56,14.79959,-17.183611
15,Arachide,500,4.0,10,62,92,14.908855,-15.771968
15,Mil,2500,4.0,10,62,92,14.908855,-15.771968
17,Arachide,1440,2.0,21,65,49,12.75,-15.166667
18,Mais,100,0.25,5,48,6,40.7794366,-73.963244
19,Arachide,3250,3.5,12,66,42,14.8474389,-12.989615
19,Mais,2275,3.0,12,66,42,14.8474389,-12.989615
19,Sorgho,850,1.5,12,66,42,14.8474389,-12.989615
20,Mil,100,0.159999996,4,36,87,45.5154553,-73.5623129
21,Arachide,16,0.037999999,10,49,55,14.774882,-16.949684
21,Mais,1950,1.551800013,10,49,55,14.774882,-16.949684
22,Arachide,750,2.0,28,85,10,15.980688,-16.463694
22,Manioc,8000,2.0,28,85,10,15.980688,-16.463694
22,Mil,800,2.0,28,85,10,15.980688,-16.463694
22,Niebe,150,1.0,28,85,10,15.980688,-16.463694
23,Sorgho,50,0.308800012,33,35,5,15.4820724,-12.969461
24,Arachide,1600,3.072520018,10,65,28,13.849943,-13.742584
24,Mais,600,0.737410009,10,65,28,13.849943,-13.742584
24,Mil,750,0.890630007,10,65,28,13.849943,-13.742584
25,Arachide,200,3.0,6,72,48,40.72951339999999,-73.9964609
26,Arachide,600,1.0,7,56,2,13.1685154,-15.0937378
26,Riz,150,1.0,7,56,2,13.1685154,-15.0937378
27,Arachide,400,3.0,4,40,36,14.7158,-16.0364
27,Mil,280,2.0,4,40,36,14.7158,-16.0364
28,Arachide,500,1.0,8,60,9,14.423295,-16.2136689
28,Mil,700,1.0,8,60,9,14.423295,-16.2136689
28,Niebe,80,1.0,8,60,9,14.423295,-16.2136689
30,Arachide,2250,1.0,4,35,49,40.1019523,-88.2271615
30,Mil,350,0.5,4,35,49,40.1019523,-88.2271615
30,Riz,140,0.5,4,35,49,40.1019523,-88.2271615
31,Arachide,4600,1.5,35,57,18,13.146617,-13.752088
31,Mais,4600,3.0,35,57,18,13.146617,-13.752088
31,Riz,400,0.5,35,57,18,13.146617,-13.752088
32,Mil,150,0.449999988,10,42,35,12.6267874,-16.0140586
32,Riz,441,0.550000012,10,42,35,12.6267874,-16.0140586
34,Arachide,900,3.0,12,35,49,16.0282465,-16.4832893
34,Mais,50,1.0,12,35,49,16.0282465,-16.4832893
34,Mil,200,2.0,12,35,49,16.0282465,-16.4832893
35,Arachide,600,1.5,9,37,56,15.474907,-16.232817
35,Mil,400,2.0,9,37,56,15.474907,-16.232817
36,Riz,300,0.349999994,6,47,42,12.8967418,-16.3478507
38,Mil,600,2.0,10,30,9,15.401699,-13.2055019
39,Mil,600,1.0,12,55,72,12.85892,-16.501341
39,Riz,2500,1.0,12,55,72,12.85892,-16.501341
40,Arachide,100,1.0,4,33,10,12.5892062,-16.2627264
40,Mais,200,0.75,4,33,10,12.5892062,-16.2627264
41,Sorgho,720,1.0,12,50,89,14.8665572,-15.8994956
42,Niebe,100,1.0,7,84,48,15.7670613,-13.4771899
43,Arachide,200,0.5,9,42,8,13.7725888,-13.6710059
43,Mais,50,0.25,9,42,8,13.7725888,-13.6710059
43,Mil,500,1.0,9,42,8,13.7725888,-13.6710059
43,Sorgho,250,2.0,9,42,8,13.7725888,-13.6710059
44,Arachide,800,1.0,6,70,48,14.572845,-16.437431
44,Mil,1000,2.0,6,70,48,14.572845,-16.437431
45,Arachide,500,0.713800013,8,48,70,14.4774056,-17.035489
45,Mil,250,0.547599971,8,48,70,14.4774056,-17.035489
46,Arachide,6000,6.0,6,37,56,14.908855,-15.771968
46,Mais,1500,3.0,6,37,56,14.908855,-15.771968
46,Mil,2000,5.0,6,37,56,14.908855,-15.771968
47,Arachide,1800,1.992200017,9,35,70,14.850942,-16.291102
47,Mil,2500,1.564800024,9,35,70,14.850942,-16.291102
48,Arachide,300,1.0,7,49,6,14.2304389,-16.8679899
48,Mil,200,1.0,7,49,6,14.2304389,-16.8679899
49,Arachide,1250,3.0,10,20,48,37.22551,-80.4231382
49,Mais,600,2.0,10,20,48,37.22551,-80.4231382
49,Mil,1000,2.0,10,20,48,37.22551,-80.4231382
50,Bissap,105,1.0,6,55,54,14.7802142,-17.1159605
51,Riz,2800,0.5,13,36,80,16.620322,-15.089071
52,Arachide,1450,10.0,19,77,14,14.6373423,-17.0879032
52,Mil,500,10.0,19,77,14,14.6373423,-17.0879032
52,Niebe,1500,10.0,19,77,14,14.6373423,-17.0879032
53,Mil,400,2.0,12,56,9,15.416667,-13.183333
53,Sorgho,200,0.5,12,56,9,15.416667,-13.183333
54,Arachide,500,3.0,14,71,48,14.819,-16.0468
54,Mil,2400,5.0,14,71,48,14.819,-16.0468
55,Arachide,1500,2.0,5,65,10,14.0501579,-16.6848833
55,Mil,1000,2.0,5,65,10,14.0501579,-16.6848833
57,Mais,1350,1.0,12,32,56,13.68042,-16.50128
57,Mil,850,1.0,12,32,56,13.68042,-16.50128
57,Sorgho,900,1.0,12,32,56,13.68042,-16.50128
58,Mil,350,1.0,12,50,40,14.499522,-16.625093
59,Mil,2000,5.0,4,50,48,13.68042,-16.50128
60,Arachide,70,0.5,9,61,25,14.4228422,-16.9653756
62,Arachide,5500,4.974400043,9,67,35,41.1334882,-81.7887765
62,Mil,150,0.250400007,9,67,35,41.1334882,-81.7887765
62,Sorgho,160,0.441399992,9,67,35,41.1334882,-81.7887765
63,Arachide,500,1.0,6,65,6,30.1113085,-97.3432184
63,Sorgho,100,1.0,6,65,6,30.1113085,-97.3432184
64,Arachide,1600,1.0,5,60,6,12.6052118,-15.6573821
64,Riz,2500,1.0,5,60,6,12.6052118,-15.6573821
65,Arachide,560,2.0,5,60,6,12.9356273,-15.5899413
65,Mil,600,2.0,5,60,6,12.9356273,-15.5899413
65,Riz,840,3.0,5,60,6,12.9356273,-15.5899413
67,Mil,300,0.600000024,8,55,25,14.497401,-14.452362
67,Riz,200,0.200000003,8,55,25,14.497401,-14.452362
68,Sorgho,4500,1.0,4,69,80,14.774572,-12.2939589
69,Arachide,900,1.0,7,69,42,13.680992,-15.878883
69,Mais,1100,1.0,7,69,42,13.680992,-15.878883
70,Riz,950,0.899999976,12,47,35,12.6982299,-15.8453924
70,Sesame,50,0.5,12,47,35,12.6982299,-15.8453924
71,Arachide,500,1.0,14,47,42,15.892493,-15.901859
71,Mais,800,1.0,14,47,42,15.892493,-15.901859
71,Mil,600,1.0,14,47,42,15.892493,-15.901859
72,Arachide,8000,15.0,20,48,48,13.9779361,-14.562614
72,Mais,6000,10.0,20,48,48,13.9779361,-14.562614
72,Mil,4500,10.0,20,48,48,13.9779361,-14.562614
74,Mil,147,0.400000006,8,44,54,12.567655,-16.225212
74,Riz,250,0.400000006,8,44,54,12.567655,-16.225212
75,Arachide,800,2.0,14,50,63,14.908855,-15.771968
75,Mais,1000,2.0,14,50,63,14.908855,-15.771968
75,Mil,2000,2.0,14,50,63,14.908855,-15.771968
77,Riz,450,0.5,17,60,35,12.568263,-16.172958
78,Arachide,450,2.0,9,55,54,15.181099,-16.5716
78,Mil,400,1.0,9,55,54,15.181099,-16.5716
78,Niebe,100,2.0,9,55,54,15.181099,-16.5716
79,Sesame,90,1.0,9,40,35,12.75,-15.166667
80,Riz,1850,1.5,21,55,35,13.7725888,-13.6710059
80,Sesame,200,1.0,21,55,35,13.7725888,-13.6710059
81,Arachide,400,1.5,10,45,60,12.6243991,-15.8591213
81,Mais,50,0.5,10,45,60,12.6243991,-15.8591213
81,Riz,960,1.0,10,45,60,12.6243991,-15.8591213
83,Arachide,1000,2.0,7,31,56,15.474907,-16.232817
83,Mil,400,1.0,7,31,56,15.474907,-16.232817
84,Mais,550,1.0,12,65,5,15.6600225,-13.2576906
84,Sorgho,50,1.183300018,12,65,5,15.6600225,-13.2576906
85,Arachide,900,2.0,10,66,42,14.303292,-14.898275
85,Mil,900,2.0,10,66,42,14.303292,-14.898275
87,Arachide,450,1.0,7,59,48,13.919217,-15.9259271
87,Mil,500,1.5,7,59,48,13.919217,-15.9259271
87,Niebe,80,0.5,7,59,48,13.919217,-15.9259271
88,Arachide,150,2.5,10,54,49,14.908855,-15.771968
88,Mil,1000,2.0,10,54,49,14.908855,-15.771968
89,Mais,1300,2.0,8,50,56,48.4231485,-123.366676
89,Riz,800,1.0,8,50,56,48.4231485,-123.366676
89,Sorgho,900,1.0,8,50,56,48.4231485,-123.366676
90,Arachide,1500,2.0,4,38,42,14.497401,-14.452362
90,Mil,850,1.5,4,38,42,14.497401,-14.452362
91,Arachide,500,4.5,4,45,49,14.8665572,-15.8994956
91,Mais,60,0.5,4,45,49,14.8665572,-15.8994956
91,Mil,200,1.5,4,45,49,14.8665572,-15.8994956
91,Niebe,150,0.5,4,45,49,14.8665572,-15.8994956
92,Riz,150,0.300000012,5,69,49,12.9161429,-16.4361702
93,Arachide,700,1.0,7,45,4,14.155166,-16.037436
93,Mil,800,2.0,7,45,4,14.155166,-16.037436
94,Arachide,250,1.0,13,67,49,14.4228422,-16.9653756
97,Arachide,1120,0.300000012,6,56,35,16.516667,-15.4
97,Riz,3500,0.5,6,56,35,16.516667,-15.4
98,Arachide,600,2.0,7,52,48,14.7499663,-17.461208
98,Mil,850,3.0,7,52,48,14.7499663,-17.461208
100,Mais,850,1.25,9,31,42,12.3735906,-12.3836197
101,Sorgho,400,1.0,3,65,49,14.192155,-12.228227
102,Mil,400,1.0,10,55,70,44.97399,-93.2277285
102,Riz,150,0.5,10,55,70,44.97399,-93.2277285
103,Arachide,2000,4.0,4,42,48,14.6821999,-17.450951
103,Mais,600,2.0,4,42,48,14.6821999,-17.450951
103,Mil,800,2.0,4,42,48,14.6821999,-17.450951
103,Riz,900,2.0,4,42,48,14.6821999,-17.450951
103,Sorgho,900,3.0,4,42,48,14.6821999,-17.450951
104,Arachide,1000,2.0,15,60,42,12.823187,-15.387097
104,Mais,200,1.0,15,60,42,12.823187,-15.387097
104,Mil,500,2.0,15,60,42,12.823187,-15.387097
104,Riz,1000,3.0,15,60,42,12.823187,-15.387097
105,Arachide,2100,2.0,17,66,56,13.9876,-14.6644
105,Mais,450,1.0,17,66,56,13.9876,-14.6644
105,Mil,700,1.0,17,66,56,13.9876,-14.6644
106,Gombo,450,0.5,5,65,48,14.497401,-14.452362
107,Riz,450,0.150000006,6,46,40,12.488625,-16.529349
108,Mais,150,0.286000013,3,38,45,12.3614049,-16.7146184
109,Arachide,1700,5.0,10,70,38,15.4370399,-15.2194808
109,Mil,482,3.0,10,70,38,15.4370399,-15.2194808
109,Niebe,350,3.0,10,70,38,15.4370399,-15.2194808
110,Arachide,200,0.5,3,25,50,14.7497406,-17.5100452
110,Mil,650,2.0,3,25,50,14.7497406,-17.5100452
111,Niebe,300,1.0,20,60,42,15.4002994,-15.1536731
112,Niebe,100,0.5,9,80,48,15.713093,-15.94964
113,Arachide,3000,5.0,16,55,49,14.6821999,-17.450951
113,Mais,2000,2.0,16,55,49,14.6821999,-17.450951
113,Mil,600,2.0,16,55,49,14.6821999,-17.450951
113,Sorgho,300,1.0,16,55,49,14.6821999,-17.450951
114,Arachide,575,0.75,7,48,42,12.7,-15.25
114,Mais,547,0.75,7,48,42,12.7,-15.25
114,Riz,200,0.5,7,48,42,12.7,-15.25
114,Sorgho,750,1.0,7,48,42,12.7,-15.25
115,Arachide,1600,4.0,16,43,46,14.1321,-15.5533
115,Mil,1000,4.0,16,43,46,14.1321,-15.5533
117,Riz,800,1.0,15,48,36,12.583333,-15.966667
118,Mais,3300,3.0,9,45,42,12.7033366,-12.2547919
119,Arachide,80,2.0,9,57,32,14.270251,-15.9406128
119,Mil,1600,3.0,9,57,32,14.270251,-15.9406128
119,Niebe,80,1.0,9,57,32,14.270251,-15.9406128
120,Arachide,900,3.0,6,30,48,14.270251,-15.9406128
120,Mil,800,2.0,6,30,48,14.270251,-15.9406128
120,Niebe,300,2.0,6,30,48,14.270251,-15.9406128
121,Riz,700,0.899999976,8,75,20,12.672876,-15.909299
121,Sesame,85,1.0,8,75,20,12.672876,-15.909299
122,Arachide,462,0.25,17,76,42,32.7940463,34.989571
122,Mais,773,0.5,17,76,42,32.7940463,34.989571
122,Niebe,43,0.25,17,76,42,32.7940463,34.989571
122,Sorgho,2600,2.5,17,76,42,32.7940463,34.989571
123,Arachide,500,0.5,9,68,56,45.4847268,-73.627969
123,Mil,1000,1.0,9,68,56,45.4847268,-73.627969
123,Niebe,250,0.400000006,9,68,56,45.4847268,-73.627969
124,Niebe,360,2.5,5,56,42,14.4370653,-17.0016412
125,Mil,100,2.0,3,50,49,14.7498382,-17.4714214
126,Arachide,350,1.799999952,6,50,35,40.7982133,-77.8599084
126,Mil,500,2.0,6,50,35,40.7982133,-77.8599084
127,Arachide,600,2.0,5,50,70,26.659447,-78.52065
127,Mais,300,1.0,5,50,70,26.659447,-78.52065
127,Mil,150,1.0,5,50,70,26.659447,-78.52065
128,Mil,50,1.0,9,45,56,14.908855,-15.771968
128,Sesame,200,1.0,9,45,56,14.908855,-15.771968
129,Arachide,4000,7.0,6,30,54,14.691,-17.4543767
129,Mais,4800,7.0,6,30,54,14.691,-17.4543767
130,Arachide,350,0.5,16,58,20,14.497401,-14.452362
130,Mil,45,0.5,16,58,20,14.497401,-14.452362
130,Riz,2500,0.5,16,58,20,14.497401,-14.452362
132,Arachide,300,3.0,23,76,48,14.718494,-16.737057
132,Mil,200,2.5,23,76,48,14.718494,-16.737057
133,Arachide,500,0.5,12,45,49,12.972688,-16.229309
133,Mil,100,0.400000006,12,45,49,12.972688,-16.229309
134,Pasteque,3500,1.0,6,60,35,14.4370653,-17.0016412
135,Mil,650,1.5,10,49,20,14.8943707,-16.2036778
135,Niebe,25,0.5,10,49,20,14.8943707,-16.2036778
136,Arachide,1500,2.0,8,53,4,14.155166,-16.037436
136,Mil,900,1.0,8,53,4,14.155166,-16.037436
137,Niebe,30,1.0,10,56,56,15.890622,-16.425352
138,Mais,50,1.0,8,65,48,14.2573123,-15.3505611
139,Arachide,800,1.0,12,61,71,12.8373481,-16.362568
139,Riz,900,0.5,12,61,71,12.8373481,-16.362568
140,Arachide,100,1.0,2,79,70,14.019646,-16.0640179
140,Mil,500,1.0,2,79,70,14.019646,-16.0640179
140,Niebe,50,0.5,2,79,70,14.019646,-16.0640179
141,Arachide,400,2.0,4,49,70,14.69789,-17.4369451
141,Niebe,120,3.0,4,49,70,14.69789,-17.4369451
142,Arachide,500,7.0,9,45,63,14.128458,-15.7439194
142,Mil,300,3.0,9,45,63,14.128458,-15.7439194
143,Arachide,2000,5.0,12,70,26,16.0282465,-16.4832893
143,Mais,300,2.0,12,70,26,16.0282465,-16.4832893
143,Mil,500,3.0,12,70,26,16.0282465,-16.4832893
144,Mil,600,1.0,7,48,49,14.8120373,-16.9373361
146,Mais,250,1.5,10,52,70,14.7894438,-17.1791366
147,Arachide,3000,5.0,12,60,36,14.6565611,-16.2315917
147,Mais,600,2.0,12,60,36,14.6565611,-16.2315917
147,Mil,800,3.0,12,60,36,14.6565611,-16.2315917
147,Sesame,100,1.0,12,60,36,14.6565611,-16.2315917
148,Arachide,600,4.0,11,84,48,14.722741,-17.258266
148,Mil,800,3.0,11,84,48,14.722741,-17.258266
148,Niebe,75,1.0,11,84,48,14.722741,-17.258266
148,Pasteque,700,1.0,11,84,48,14.722741,-17.258266
149,Arachide,350,1.0,5,28,5,15.3409,-13.0468
149,Sorgho,400,2.5,5,28,5,15.3409,-13.0468
150,Mil,600,1.0,2,56,49,14.192155,-12.228227
150,Sorgho,300,0.75,2,56,49,14.192155,-12.228227
151,Arachide,900,2.0,9,78,48,14.0566349,-16.3353419
151,Mil,1000,2.0,9,78,48,14.0566349,-16.3353419
153,Arachide,1600,3.0,12,51,90,15.2820089,-16.1713267
153,Mil,1000,2.0,12,51,90,15.2820089,-16.1713267
153,Niebe,600,2.0,12,51,90,15.2820089,-16.1713267
154,Arachide,150,1.0,10,67,56,13.8986,-16.2833
154,Mais,327,1.0,10,67,56,13.8986,-16.2833
154,Mil,130,2.0,10,67,56,13.8986,-16.2833
155,Mil,110,1.0,7,41,49,15.713093,-15.94964
155,Niebe,200,5.0,7,41,49,15.713093,-15.94964
156,Arachide,500,2.0,10,65,5,12.4715398,-11.9982004
156,Mais,700,2.0,10,65,5,12.4715398,-11.9982004
156,Riz,350,1.0,10,65,5,12.4715398,-11.9982004
160,Mil,1100,2.0,8,69,48,14.6286613,-16.2945562
160,Niebe,85,1.0,8,69,48,14.6286613,-16.2945562
161,Arachide,120,3.0,14,66,60,15.6126361,-13.2300874
161,Niebe,140,4.0,14,66,60,15.6126361,-13.2300874
162,Arachide,50,0.529999971,6,32,54,13.995527,-15.719152
162,Mil,110,0.730000019,6,32,54,13.995527,-15.719152
163,Riz,1764,0.5,5,55,63,16.5165,-15.1425
165,Arachide,75,0.5,6,53,35,14.968629,-16.89579
165,Mil,100,1.0,6,53,35,14.968629,-16.89579
166,Arachide,300,1.25,12,64,56,14.908855,-15.771968
166,Mil,500,1.25,12,64,56,14.908855,-15.771968
166,Niebe,40,0.25,12,64,56,14.908855,-15.771968
167,Arachide,2500,1.0,5,43,60,14.284784,-16.696894
168,Arachide,1500,3.0,6,65,49,14.7498382,-17.4714214
168,Mil,700,2.0,6,65,49,14.7498382,-17.4714214
168,Sorgho,150,1.0,6,65,49,14.7498382,-17.4714214
169,Arachide,750,2.5,7,48,54,15.380245,-15.25965
170,Arachide,1500,2.0,6,57,70,14.128458,-15.7439194
170,Mais,450,1.0,6,57,70,14.128458,-15.7439194
170,Mil,600,1.0,6,57,70,14.128458,-15.7439194
172,Arachide,3600,3.0,7,58,6,14.7145281,-17.2723371
172,Riz,860,1.911111116,7,58,6,14.7145281,-17.2723371
173,Arachide,2000,4.0,20,35,7,14.47376,-16.620935
173,Mil,1000,6.0,20,35,7,14.47376,-16.620935
174,Riz,1500,1.0,7,43,77,12.552757,-16.322291
175,Arachide,550,2.0,9,42,60,13.8909974,-16.0202031
175,Mais,300,1.0,9,42,60,13.8909974,-16.0202031
175,Mil,600,2.0,9,42,60,13.8909974,-16.0202031
175,Sorgho,75,1.0,9,42,60,13.8909974,-16.0202031
176,Arachide,1300,4.0,15,63,63,13.948051,-15.607976
176,Mais,400,1.0,15,63,63,13.948051,-15.607976
176,Mil,1600,3.0,15,63,63,13.948051,-15.607976
177,Arachide,700,2.0,23,59,63,45.5154553,-73.5623129
177,Mais,200,2.0,23,59,63,45.5154553,-73.5623129
177,Sorgho,100,2.0,23,59,63,45.5154553,-73.5623129
178,Arachide,200,1.0,9,49,25,28.3771857,-81.57074
178,Mil,257,1.0,9,49,25,28.3771857,-81.57074
178,Niebe,40,0.280000001,9,49,25,28.3771857,-81.57074
179,Arachide,500,1.5,8,56,6,47.85058919999999,-122.2865561
179,Mil,340,2.0,8,56,6,47.85058919999999,-122.2865561
179,Riz,670,2.5,8,56,6,47.85058919999999,-122.2865561
180,Mais,180,1.0,7,40,70,0.0265717,18.2970692
180,Mil,250,1.0,7,40,70,0.0265717,18.2970692
182,Mil,200,0.5,5,36,40,13.7776949,-16.3390209
185,Arachide,475,10.0,5,70,30,15.6141768,-16.22868
185,Mil,2500,5.0,5,70,30,15.6141768,-16.22868
185,Niebe,125,2.0,5,70,30,15.6141768,-16.22868
186,Arachide,900,1.5,5,40,49,14.497401,-14.452362
186,Mais,800,1.0,5,40,49,14.497401,-14.452362
186,Riz,700,1.0,5,40,49,14.497401,-14.452362
187,Arachide,500,2.099999905,9,73,15,14.3337037,-15.3306814
187,Mil,500,2.0,9,73,15,14.3337037,-15.3306814
187,Niebe,100,0.699999988,9,73,15,14.3337037,-15.3306814
189,Mil,200,2.0,3,45,45,12.6187,-15.7714
189,Riz,75,0.5,3,45,45,12.6187,-15.7714
190,Arachide,350,1.200000048,9,35,40,14.0566349,-16.3353419
190,Mil,100,2.0,9,35,40,14.0566349,-16.3353419
193,Arachide,300,0.5,5,61,52,14.5398422,-15.7556564
193,Mais,50,0.800000012,5,61,52,14.5398422,-15.7556564
193,Mil,800,1.5,5,61,52,14.5398422,-15.7556564
193,Niebe,200,0.699999988,5,61,52,14.5398422,-15.7556564
193,Sorgho,650,1.5,5,61,52,14.5398422,-15.7556564
194,Arachide,550,4.0,21,40,36,16.5101114,-14.6500371
194,Mil,400,2.0,21,40,36,16.5101114,-14.6500371
195,Arachide,2000,25.0,7,70,60,15.278264,-16.451439
195,Mil,1500,20.0,7,70,60,15.278264,-16.451439
195,Niebe,400,5.0,7,70,60,15.278264,-16.451439
197,Riz,350,0.25,10,71,21,12.568263,-16.172958
199,Mais,5000,1.0,6,53,42,12.5446763,-15.8084823
199,Riz,450,1.0,6,53,42,12.5446763,-15.8084823
201,Bissap,130,1.0,12,54,48,49.2858125,-123.122266
201,Niebe,100,1.0,12,54,48,49.2858125,-123.122266
202,Mais,400,1.0,7,57,6,14.908855,-15.771968
202,Mil,200,1.0,7,57,6,14.908855,-15.771968
203,Arachide,300,2.0,10,50,35,14.8072868,-16.925531
203,Mil,600,3.0,10,50,35,14.8072868,-16.925531
203,Niebe,50,1.0,10,50,35,14.8072868,-16.925531
204,Arachide,775,1.5,18,33,35,12.715597,-14.167063
204,Mais,890,2.0,18,33,35,12.715597,-14.167063
205,Arachide,500,1.0,15,34,35,14.7561322,-17.4567048
205,Mais,100,1.0,15,34,35,14.7561322,-17.4567048
205,Mil,200,1.0,15,34,35,14.7561322,-17.4567048
206,Sorgho,540,1.0,5,50,77,14.71642,-12.4122682
207,Arachide,200,1.0,19,45,21,13.68042,-16.50128
207,Mil,459,1.25,19,45,21,13.68042,-16.50128
208,Arachide,1000,1.5,6,55,36,14.693436,-17.459282
208,Riz,600,0.5,6,55,36,14.693436,-17.459282
208,Sesame,600,1.0,6,55,36,14.693436,-17.459282
209,Arachide,200,1.25,11,76,48,13.68042,-16.50128
209,Mais,206,0.5,11,76,48,13.68042,-16.50128
209,Mil,459,1.25,11,76,48,13.68042,-16.50128
211,Arachide,200,1.0,10,50,56,14.699949,-17.453964
211,Niebe,300,1.0,10,50,56,14.699949,-17.453964
212,Mil,50,0.5,20,48,30,15.5261,-13.3977
214,Arachide,300,1.0,9,55,25,13.7725888,-13.6710059
215,Arachide,60,0.5,8,83,10,14.517302,-16.887051
215,Mil,700,2.0,8,83,10,14.517302,-16.887051
215,Niebe,30,0.5,8,83,10,14.517302,-16.887051
216,Arachide,500,1.0,8,65,48,14.9564939,-16.8171216
216,Niebe,300,1.0,8,65,48,14.9564939,-16.8171216
217,Arachide,800,2.0,5,81,48,14.604585,-16.715111
217,Mil,800,2.5,5,81,48,14.604585,-16.715111
217,Niebe,50,0.5,5,81,48,14.604585,-16.715111
218,Arachide,1700,1.0,9,55,56,47.65401360000001,-122.311748
218,Mil,950,1.0,9,55,56,47.65401360000001,-122.311748
219,Mil,200,0.5,4,57,35,14.604585,-16.715111
219,Niebe,50,0.5,4,57,35,14.604585,-16.715111
220,Arachide,100,1.0,3,32,42,15.685801,-16.053413
220,Niebe,300,2.0,3,32,42,15.685801,-16.053413
221,Arachide,200,1.0,20,49,63,14.4583336,-16.8650395
221,Mil,500,2.0,20,49,63,14.4583336,-16.8650395
221,Niebe,100,1.0,20,49,63,14.4583336,-16.8650395
222,Arachide,2500,1.5,18,49,72,14.3489479,-3.609117
224,Arachide,350,1.0,7,33,48,13.8487435,-16.0552006
224,Mil,400,1.0,7,33,48,13.8487435,-16.0552006
224,Niebe,80,1.0,7,33,48,13.8487435,-16.0552006
227,Arachide,150,2.0,13,64,9,15.317304,-15.52034
230,Arachide,280,0.25,11,50,49,12.401911,-16.403189
230,Riz,600,1.0,11,50,49,12.401911,-16.403189
231,Arachide,1700,1.5,8,62,45,38.6487895,-90.3107962
231,Mil,1500,2.5,8,62,45,38.6487895,-90.3107962
232,Arachide,250,1.0,3,35,48,14.7448212,-17.5125165
235,Sorgho,200,2.5,10,65,25,15.7742542,-13.4540669
237,Arachide,20,0.5,5,45,60,14.7567,-16.6107
237,Mil,100,1.0,5,45,60,14.7567,-16.6107
238,Sorgho,500,0.5,3,48,87,15.576545,-15.8363687
239,Arachide,2100,2.0,3,50,12,14.416667,-15.583333
240,Arachide,1000,4.0,15,40,70,13.887958,-15.67593
240,Mil,600,2.0,15,40,70,13.887958,-15.67593
241,Arachide,2000,2.0,12,46,49,13.948051,-15.607976
241,Mais,750,2.0,12,46,49,13.948051,-15.607976
241,Mil,600,2.0,12,46,49,13.948051,-15.607976
241,Sorgho,800,2.0,12,46,49,13.948051,-15.607976
242,Mais,150,0.25,6,48,5,15.6600225,-13.2576906
242,Sorgho,250,0.3222,6,48,5,15.6600225,-13.2576906
243,Arachide,300,1.0,5,37,48,14.270251,-15.9406128
243,Mil,800,2.0,5,37,48,14.270251,-15.9406128
245,Arachide,1200,4.5,9,57,35,14.832029,-15.885219
245,Mil,2000,4.5,9,57,35,14.832029,-15.885219
245,Niebe,120,1.0,9,57,35,14.832029,-15.885219
246,Mais,150,0.5,15,47,28,14.7561322,-17.4567048
246,Riz,100,0.5,15,47,28,14.7561322,-17.4567048
247,Arachide,50,1.0,6,88,48,34.0297244,-118.4695672
247,Mil,100,1.0,6,88,48,34.0297244,-118.4695672
248,Arachide,1000,1.0,5,42,48,14.416817,-15.759429
248,Mil,2000,1.0,5,42,48,14.416817,-15.759429
249,Arachide,650,2.0,7,40,38,13.6846456,-15.490293
249,Mil,500,2.0,7,40,38,13.6846456,-15.490293
250,Arachide,250,2.0,6,34,56,12.4664,-12.6511
250,Mais,100,2.0,6,34,56,12.4664,-12.6511
251,Arachide,1200,1.0,6,55,8,14.7561322,-17.4567048
251,Mais,600,1.0,6,55,8,14.7561322,-17.4567048
252,Arachide,400,2.0,14,59,70,15.922639,-16.3964218
252,Niebe,240,2.0,14,59,70,15.922639,-16.3964218
253,Arachide,450,1.0,4,43,40,14.7902349,-17.2429976
253,Mil,500,1.5,4,43,40,14.7902349,-17.2429976
