id_men,culture_label,production_kg,superficie,taille_menage,age,nbre_heure_travail,lat,lng
668,Sorgho,100,1.0,9,62,48,13.765256,-15.906284
669,Riz,5000,0.899999976,9,41,40,16.3791,-15.9972
670,Arachide,150,0.25,7,36,42,14.2,-13.3
670,Mais,100,0.300000012,7,36,42,14.2,-13.3
670,Mil,50,0.198799998,7,36,42,14.2,-13.3
671,Arachide,600,1.0,5,42,49,14.471748,-14.982339
671,Bissap,50,1.0,5,42,49,14.471748,-14.982339
671,Mais,300,1.0,5,42,49,14.471748,-14.982339
671,Mil,2000,1.0,5,42,49,14.471748,-14.982339
671,Niebe,100,1.0,5,42,49,14.471748,-14.982339
672,Arachide,700,1.0,10,65,35,14.36715,-16.441645
672,Mil,400,1.0,10,65,35,14.36715,-16.441645
674,Mil,400,2.0,4,40,49,-8.783195,34.508523
675,Arachide,1200,3.0,15,79,14,12.766667,-14.666667
675,Mais,250,0.5,15,79,14,12.766667,-14.666667
675,Mil,720,1.0,15,79,14,12.766667,-14.666667
675,Sorgho,987,1.25,15,79,14,12.766667,-14.666667
676,Arachide,2700,3.0,3,65,13,15.020773,-15.902403
676,Mil,1500,2.0,3,65,13,15.020773,-15.902403
677,Mil,275,0.75,10,60,52,12.8924707,-14.3355527
677,Riz,89,0.25,10,60,52,12.8924707,-14.3355527
678,Arachide,800,2.0,6,55,30,42.5309387,2.8400874
678,Mil,1200,2.0,6,55,30,42.5309387,2.8400874
678,Niebe,45,1.0,6,55,30,42.5309387,2.8400874
679,Mais,850,1.0,15,60,35,43.312739,-1.580979
679,Sorgho,1900,2.0,15,60,35,43.312739,-1.580979
680,Arachide,500,1.0,4,45,56,15.82137,-16.181021
680,Niebe,90,1.0,4,45,56,15.82137,-16.181021
681,Arachide,1100,10.0,9,50,48,14.7343475,-17.4175733
682,Arachide,300,1.0,4,50,64,15.7944,-15.9384
682,Niebe,200,1.0,4,50,64,15.7944,-15.9384
683,Sorgho,800,0.75,13,75,42,12.664984,-12.302877
684,Arachide,3000,4.0,6,55,35,14.6821999,-17.450951
684,Mil,2000,3.0,6,55,35,14.6821999,-17.450951
685,Arachide,200,0.75999999,10,55,36,15.330343,-15.515643
685,Mil,600,2.5,10,55,36,15.330343,-15.515643
685,Niebe,80,0.949999988,10,55,36,15.330343,-15.515643
686,Arachide,300,0.150000006,5,79,48,14.8229403,-12.3503648
686,Sorgho,2000,0.800000012,5,79,48,14.8229403,-12.3503648
687,Mais,900,1.0,16,55,42,12.5128679,-12.381681
687,Sorgho,850,1.0,16,55,42,12.5128679,-12.381681
688,Arachide,20,0.5,7,69,48,15.6126361,-13.2300874
688,Fonio,490,0.75,7,69,48,15.6126361,-13.2300874
689,Mais,950,1.0,7,54,50,33.4662902,-88.80783520000001
689,Riz,500,0.5,7,54,50,33.4662902,-88.80783520000001
690,Arachide,3000,8.0,9,39,48,14.066667,-15.1
690,Mais,1200,5.0,9,39,48,14.066667,-15.1
690,Mil,1000,5.0,9,39,48,14.066667,-15.1
690,Riz,1200,1.0,9,39,48,14.066667,-15.1
690,Sorgho,1000,5.0,9,39,48,14.066667,-15.1
691,Gombo,9000,0.230000004,21,62,72,16.2211253,-14.4723301
691,Niebe,364,0.790000021,21,62,72,16.2211253,-14.4723301
691,Riz,1920,0.560000002,21,62,72,16.2211253,-14.4723301
692,Arachide,600,6.0,7,41,40,32.902459,101.706655
692,Mil,500,3.0,7,41,40,32.902459,101.706655
692,Sorgho,250,1.0,7,41,40,32.902459,101.706655
693,Arachide,1900,2.5,8,40,32,14.664357,-17.4371223
693,Bissap,38,0.5,8,40,32,14.664357,-17.4371223
693,Mil,1900,3.5,8,40,32,14.664357,-17.4371223
693,Niebe,45,0.5,8,40,32,14.664357,-17.4371223
694,Arachide,1500,3.0,15,48,56,14.019646,-16.0640179
694,Mil,1050,3.0,15,48,56,14.019646,-16.0640179
695,Arachide,800,1.0,12,33,49,14.222893,-16.8182009
695,Mil,2200,2.0,12,33,49,14.222893,-16.8182009
696,Arachide,4500,6.0,24,61,36,13.924327,-15.448592
696,Mais,1000,2.0,24,61,36,13.924327,-15.448592
696,Mil,3000,5.0,24,61,36,13.924327,-15.448592
698,Arachide,250,1.5,6,63,48,14.7567,-16.6107
698,Mil,2000,3.0,6,63,48,14.7567,-16.6107
699,Arachide,300,1.0,6,70,48,15.0,-16.416667
699,Mil,700,2.0,6,70,48,15.0,-16.416667
700,Mais,700,2.0,14,50,60,14.543105,-12.2186229
700,Sorgho,600,2.0,14,50,60,14.543105,-12.2186229
704,Arachide,890,4.0,22,50,42,45.5056156,-73.61375919999999
704,Niebe,2650,4.0,22,50,42,45.5056156,-73.61375919999999
704,Pasteque,4200,1.0,22,50,42,45.5056156,-73.61375919999999
705,Arachide,300,4.0,7,67,48,15.703671,-15.841482
705,Mil,350,2.0,7,67,48,15.703671,-15.841482
707,Arachide,1100,1.0,8,46,56,13.5619011,-13.1740348
707,Sorgho,1800,2.0,8,46,56,13.5619011,-13.1740348
708,Tomate,500,0.25,10,64,48,14.822827,-17.153837
709,Riz,200,0.25,11,73,48,12.471154,-16.372509
710,Arachide,700,1.0,22,65,13,14.694184,-17.4681437
710,Mais,570,0.75,22,65,13,14.694184,-17.4681437
710,Sorgho,860,1.0,22,65,13,14.694184,-17.4681437
711,Arachide,1700,10.0,9,43,62,13.8522276,-15.876004
711,Mil,1600,10.0,9,43,62,13.8522276,-15.876004
712,Riz,200,0.850000024,6,72,35,14.6735588,-17.4430618
713,Arachide,375,0.5,7,38,35,14.6708543,-17.0673475
713,Mais,2000,0.5,7,38,35,14.6708543,-17.0673475
713,Riz,350,0.5,7,38,35,14.6708543,-17.0673475
714,Arachide,1800,2.0,6,75,35,12.699425,-15.304121
714,Riz,750,1.0,6,75,35,12.699425,-15.304121
715,Arachide,450,1.0,6,37,48,14.870318,-16.251078
715,Mais,100,0.25,6,37,48,14.870318,-16.251078
715,Mil,140,1.0,6,37,48,14.870318,-16.251078
716,Arachide,300,3.0,6,70,49,15.713093,-15.94964
716,Niebe,600,3.0,6,70,49,15.713093,-15.94964
717,Arachide,1500,4.0,17,69,48,47.85058919999999,-122.2865561
717,Mil,1500,4.0,17,69,48,47.85058919999999,-122.2865561
718,Arachide,500,1.0,9,65,42,14.08844,-15.29466
719,Mil,2,0.0035,5,72,48,12.510241,-16.27865
721,Riz,150,0.25,7,45,35,12.552757,-16.322291
721,Taro,500,0.150000006,7,45,35,12.552757,-16.322291
723,Arachide,2400,3.0,7,51,54,13.68042,-16.50128
723,Mais,1500,2.0,7,51,54,13.68042,-16.50128
724,Arachide,500,1.0,6,65,48,14.6286613,-16.2945562
724,Mil,400,1.0,6,65,48,14.6286613,-16.2945562
724,Niebe,100,1.0,6,65,48,14.6286613,-16.2945562
725,Arachide,2500,7.0,7,42,25,14.128458,-15.7439194
725,Mil,1000,2.0,7,42,25,14.128458,-15.7439194
725,Niebe,475,5.0,7,42,25,14.128458,-15.7439194
726,Arachide,850,1.0,7,31,30,38.8985658,-77.04428419999999
726,Mais,900,1.5,7,31,30,38.8985658,-77.04428419999999
726,Riz,640,0.5,7,31,30,38.8985658,-77.04428419999999
727,Arachide,600,1.5,20,50,21,14.6965115,-16.458256
727,Mil,1500,2.400000095,20,50,21,14.6965115,-16.458256
727,Niebe,150,0.600000024,20,50,21,14.6965115,-16.458256
728,Arachide,270,1.0,14,37,56,13.9137639,-15.6676471
728,Mil,700,2.0,14,37,56,13.9137639,-15.6676471
729,Arachide,200,1.0,7,42,70,13.8909974,-16.0202031
729,Mais,200,1.0,7,42,70,13.8909974,-16.0202031
729,Mil,400,2.0,7,42,70,13.8909974,-16.0202031
730,Arachide,700,2.0,22,60,84,14.7731363,-15.8976012
730,Mais,1900,2.0,22,60,84,14.7731363,-15.8976012
730,Mil,1900,3.0,22,60,84,14.7731363,-15.8976012
731,Mil,450,1.0,8,44,49,14.0015581,-16.1851486
731,Sorgho,50,1.0,8,44,49,14.0015581,-16.1851486
732,Arachide,2000,4.0,12,38,49,12.896587,-16.3531645
732,Mais,700,2.0,12,38,49,12.896587,-16.3531645
732,Manioc,3000,2.0,12,38,49,12.896587,-16.3531645
732,Mil,900,4.0,12,38,49,12.896587,-16.3531645
733,Mil,1,0.0018,5,42,8,12.571675,-16.104181
733,Riz,600,10.0,5,42,8,12.571675,-16.104181
734,Arachide,1870,2.5,20,51,14,13.183333,-14.233333
734,Mais,1750,3.0,20,51,14,13.183333,-14.233333
734,Sorgho,1200,2.0,20,51,14,13.183333,-14.233333
735,Mil,350,1.0,6,50,54,14.7389806,-17.4610313
735,Niebe,40,1.0,6,50,54,14.7389806,-17.4610313
736,Arachide,800,5.0,20,34,84,45.1914227,5.7672721
736,Mais,1000,2.0,20,34,84,45.1914227,5.7672721
736,Mil,2000,3.0,20,34,84,45.1914227,5.7672721
736,Pasteque,30000,2.0,20,34,84,45.1914227,5.7672721
737,Arachide,5050,10.5,13,65,48,13.68042,-16.50128
737,Mil,2800,7.0,13,65,48,13.68042,-16.50128
739,Arachide,900,1.0,4,42,56,14.908855,-15.771968
739,Mais,250,1.0,4,42,56,14.908855,-15.771968
739,Mil,200,1.0,4,42,56,14.908855,-15.771968
740,Arachide,700,2.0,8,38,12,15.161233,-16.356844
740,Mais,200,1.0,8,38,12,15.161233,-16.356844
740,Mil,1000,2.0,8,38,12,15.161233,-16.356844
742,Mil,200,1.0,9,32,30,14.6704706,-17.4353571
742,Riz,170,0.400000006,9,32,30,14.6704706,-17.4353571
745,Arachide,520,1.0,8,40,35,12.912297,-13.96574
745,Mais,845,1.5,8,40,35,12.912297,-13.96574
745,Sorgho,230,0.5,8,40,35,12.912297,-13.96574
746,Arachide,500,1.0,5,56,48,14.5916821,-16.2520438
746,Mil,400,1.0,5,56,48,14.5916821,-16.2520438
746,Niebe,700,1.0,5,56,48,14.5916821,-16.2520438
749,Riz,300,2.0,15,58,8,12.5683796,-16.1219048
750,Gombo,110,0.5,10,48,56,14.497401,-14.452362
750,Mil,100,0.5,10,48,56,14.497401,-14.452362
750,Pasteque,4000,1.0,10,48,56,14.497401,-14.452362
750,Tomate,720,0.5,10,48,56,14.497401,-14.452362
751,Arachide,1800,2.0,10,65,14,40.750568,-73.993519
751,Mil,678,1.0,10,65,14,40.750568,-73.993519
752,Arachide,1500,2.5,7,38,50,12.9178856,-15.0082584
752,Mil,1100,3.0,7,38,50,12.9178856,-15.0082584
754,Sorgho,100,0.800000012,5,50,30,15.7380034,-13.3905003
755,Arachide,300,3.0,5,68,32,42.3770029,-71.11666009999999
756,Arachide,716,1.0,8,64,30,13.146617,-13.752088
756,Mais,200,0.25,8,64,30,13.146617,-13.752088
757,Arachide,500,1.0,13,39,48,14.0237471,-15.1873049
757,Mais,500,2.0,13,39,48,14.0237471,-15.1873049
757,Mil,500,1.0,13,39,48,14.0237471,-15.1873049
757,Sorgho,50,1.0,13,39,48,14.0237471,-15.1873049
758,Arachide,1500,3.5,5,55,42,14.275801,-12.806194
758,Mil,2500,5.25,5,55,42,14.275801,-12.806194
760,Riz,400,0.5,6,62,36,12.3688439,-16.7263872
761,Arachide,1800,2.0,5,25,56,14.6821999,-17.450951
762,Arachide,4480,4.5,18,48,49,14.497401,-14.452362
762,Riz,320,1.0,18,48,49,14.497401,-14.452362
763,Arachide,1500,4.0,12,45,49,14.633333,-17.133333
763,Mais,500,1.0,12,45,49,14.633333,-17.133333
763,Mil,900,3.0,12,45,49,14.633333,-17.133333
763,Sorgho,150,1.0,12,45,49,14.633333,-17.133333
765,Arachide,5500,10.0,12,40,35,14.916795,-15.9448019
766,Arachide,3000,7.0,17,64,49,30.2416954,-92.0247553
766,Mais,600,1.0,17,64,49,30.2416954,-92.0247553
766,Mil,1200,3.0,17,64,49,30.2416954,-92.0247553
769,Arachide,800,3.0,14,47,6,14.9026699,-12.4638538
769,Mil,2000,4.0,14,47,6,14.9026699,-12.4638538
770,Mais,500,0.5,7,55,8,12.5892062,-16.2627264
770,Riz,600,1.0,7,55,8,12.5892062,-16.2627264
772,Mil,300,1.622799993,8,60,21,15.7670613,-13.4771899
773,Arachide,1300,3.0,10,38,46,14.8349101,-15.9007005
773,Mais,180,1.0,10,38,46,14.8349101,-15.9007005
773,Mil,600,3.0,10,38,46,14.8349101,-15.9007005
774,Niebe,100,0.189999998,9,53,6,15.416667,-13.183333
776,Arachide,2000,1.0,5,63,45,43.1790876,-76.235293
776,Mil,1000,1.0,5,63,45,43.1790876,-76.235293
778,Arachide,980,3.0,26,84,48,14.561622,-15.892213
778,Mil,900,4.0,26,84,48,14.561622,-15.892213
778,Niebe,500,1.0,26,84,48,14.561622,-15.892213
779,Mais,126,0.395799994,8,23,40,13.1440754,-14.1059408
779,Sorgho,24,0.56279999,8,23,40,13.1440754,-14.1059408
780,Arachide,350,0.5,6,50,42,16.444578,-14.351195
780,Mil,350,1.0,6,50,42,16.444578,-14.351195
780,Sorgho,1300,2.5,6,50,42,16.444578,-14.351195
784,Mil,1,0.0025,13,60,48,12.510241,-16.27865
786,Mais,70,0.5,5,50,52,14.7497406,-17.5100452
786,Mil,1000,2.0,5,50,52,14.7497406,-17.5100452
786,Niebe,100,0.5,5,50,52,14.7497406,-17.5100452
787,Arachide,2100,3.0,7,58,42,13.313899,-15.685545
787,Mil,1500,3.0,7,58,42,13.313899,-15.685545
789,Arachide,308,1.0,13,54,30,14.227195,-16.577591
789,Mil,257,1.0,13,54,30,14.227195,-16.577591
789,Niebe,5,0.035,13,54,30,14.227195,-16.577591
790,Arachide,400,0.5,3,65,25,12.4715398,-11.9982004
790,Mais,800,1.0,3,65,25,12.4715398,-11.9982004
791,Arachide,2500,6.0,15,61,56,13.7712901,-15.5868611
791,Mais,4000,4.0,15,61,56,13.7712901,-15.5868611
791,Mil,7000,6.0,15,61,56,13.7712901,-15.5868611
792,Arachide,210,0.75,12,52,49,12.552757,-16.322291
792,Riz,100,0.25,12,52,49,12.552757,-16.322291
795,Niebe,60,0.730000019,12,81,48,14.7685721,-17.0930714
796,Arachide,250,2.0,7,41,50,40.40926169999999,49.8670924
796,Mil,350,2.0,7,41,50,40.40926169999999,49.8670924
797,Niebe,600,4.0,6,72,49,15.7944,-15.9384
798,Arachide,300,2.0,9,45,48,0.0265717,18.2970692
798,Mais,250,1.0,9,45,48,0.0265717,18.2970692
798,Mil,450,2.0,9,45,48,0.0265717,18.2970692
799,Arachide,2800,1.5,10,51,50,33.4662902,-88.80783520000001
799,Niebe,50,0.5,10,51,50,33.4662902,-88.80783520000001
799,Riz,1000,1.0,10,51,50,33.4662902,-88.80783520000001
800,Arachide,900,1.0,6,60,5,13.995527,-15.719152
800,Mais,1100,1.0,6,60,5,13.995527,-15.719152
801,Arachide,1500,3.0,13,49,49,15.661027,-16.036133
801,Mil,96,2.0,13,49,49,15.661027,-16.036133
802,Arachide,600,2.0,9,45,8,14.6734519,-17.4632496
802,Mil,700,2.0,9,45,8,14.6734519,-17.4632496
803,Arachide,1600,2.0,19,58,56,15.4789999,-15.8671954
803,Mais,500,1.5,19,58,56,15.4789999,-15.8671954
803,Mil,150,1.5,19,58,56,15.4789999,-15.8671954
805,Arachide,500,1.0,7,60,60,13.282822,-15.303216
805,Mais,250,1.0,7,60,60,13.282822,-15.303216
805,Mil,500,1.0,7,60,60,13.282822,-15.303216
806,Arachide,150,1.0,1,58,6,14.08844,-15.29466
806,Mil,1000,2.0,1,58,6,14.08844,-15.29466
806,Sorgho,500,1.0,1,58,6,14.08844,-15.29466
807,Mais,750,0.75,9,54,30,14.7309898,-17.4682077
807,Riz,980,1.0,9,54,30,14.7309898,-17.4682077
808,Arachide,150,1.100000024,13,47,70,14.5373151,-17.0639247
808,Mil,630,1.200000048,13,47,70,14.5373151,-17.0639247
809,Arachide,400,2.0,15,44,42,12.823187,-15.387097
809,Mil,200,2.0,15,44,42,12.823187,-15.387097
810,Mais,1800,2.0,15,58,42,14.664357,-17.4371223
812,Arachide,780,1.0,14,47,35,14.7184079,-17.4719161
812,Mil,1000,7.0,14,47,35,14.7184079,-17.4719161
813,Mil,250,0.75,7,46,8,15.401699,-13.2055019
814,Arachide,400,0.5,3,62,56,14.497401,-14.452362
814,Mil,100,0.400000006,3,62,56,14.497401,-14.452362
814,Riz,150,0.300000012,3,62,56,14.497401,-14.452362
815,Arachide,100,0.200000003,9,41,42,15.447002,-16.734308
815,Mil,1000,1.5,9,41,42,15.447002,-16.734308
815,Niebe,100,0.200000003,9,41,42,15.447002,-16.734308
817,Arachide,2300,1.0,6,65,6,12.834798,-15.349888
817,Mil,900,1.0,6,65,6,12.834798,-15.349888
817,Riz,1200,1.0,6,65,6,12.834798,-15.349888
818,Arachide,100,0.25,5,45,6,11.648761,-11.826706
818,Mais,275,1.0,5,45,6,11.648761,-11.826706
818,Mil,350,1.200000048,5,45,6,11.648761,-11.826706
819,Arachide,1000,3.0,11,51,48,14.4228422,-16.9653756
819,Mais,750,2.0,11,51,48,14.4228422,-16.9653756
819,Mil,600,3.0,11,51,48,14.4228422,-16.9653756
820,Riz,200,0.300000012,6,71,48,12.496346,-16.340719
821,Arachide,120,2.25,11,60,28,14.7354543,-17.4248027
821,Mais,500,0.75,11,60,28,14.7354543,-17.4248027
821,Mil,459,1.25,11,60,28,14.7354543,-17.4248027
823,Arachide,500,0.649299979,9,45,42,15.3688083,-13.1365521
823,Mais,150,0.259900004,9,45,42,15.3688083,-13.1365521
823,Mil,600,0.325800002,9,45,42,15.3688083,-13.1365521
823,Niebe,50,0.094700001,9,45,42,15.3688083,-13.1365521
823,Sorgho,200,0.242599994,9,45,42,15.3688083,-13.1365521
823,Sesame,20,0.050799999,9,45,42,15.3688083,-13.1365521
824,Arachide,2500,3.0,4,58,8,13.9333,-15.4
825,Arachide,2000,3.0,12,42,75,14.546931,-16.020405
825,Mil,800,2.5,12,42,75,14.546931,-16.020405
826,Mais,200,1.0,7,77,49,13.1440754,-14.1059408
826,Mil,800,2.0,7,77,49,13.1440754,-14.1059408
828,Arachide,4000,1.0,5,58,49,14.699306,-16.959566
828,Bissap,200,1.0,5,58,49,14.699306,-16.959566
828,Mais,2000,1.0,5,58,49,14.699306,-16.959566
828,Mil,3000,1.0,5,58,49,14.699306,-16.959566
828,Niebe,2000,1.0,5,58,49,14.699306,-16.959566
829,Arachide,150,0.5,11,61,56,14.908855,-15.771968
829,Mil,200,1.5,11,61,56,14.908855,-15.771968
829,Sorgho,400,0.5,11,61,56,14.908855,-15.771968
831,Riz,340,1.5,6,34,6,47.85058919999999,-122.2865561
833,Mil,1400,1.5,5,45,42,13.7725888,-13.6710059
833,Niebe,400,0.75,5,45,42,13.7725888,-13.6710059
833,Riz,1100,1.0,5,45,42,13.7725888,-13.6710059
834,Arachide,300,2.5,9,67,42,15.651014,-16.050118
834,Niebe,300,1.5,9,67,42,15.651014,-16.050118
835,Sorgho,100,2.0,14,60,30,15.5105914,-13.2606265
836,Arachide,50,0.119999997,7,75,48,15.084,-12.63
836,Mais,650,0.159999996,7,75,48,15.084,-12.63
836,Sorgho,1000,1.179999948,7,75,48,15.084,-12.63
837,Mil,300,1.0,5,36,12,15.1802873,-16.744842
838,Arachide,2000,4.0,12,60,38,41.4587113,-81.5645969
838,Mais,300,1.0,12,60,38,41.4587113,-81.5645969
838,Mil,500,2.0,12,60,38,41.4587113,-81.5645969
838,Sorgho,100,2.0,12,60,38,41.4587113,-81.5645969
839,Arachide,3000,5.0,10,55,63,14.993048,-17.005227
839,Mais,720,3.0,10,55,63,14.993048,-17.005227
839,Mil,3000,5.0,10,55,63,14.993048,-17.005227
840,Arachide,550,0.870000005,9,37,45,33.6748012,-117.8752922
840,Mais,150,0.5,9,37,45,33.6748012,-117.8752922
840,Mil,459,1.25,9,37,45,33.6748012,-117.8752922
841,Sorgho,350,0.579999983,11,46,5,15.343811,-12.936265
842,Arachide,2000,10.0,15,75,35,14.0242311,-15.8391108
842,Mil,1500,10.0,15,75,35,14.0242311,-15.8391108
844,Riz,250,1.0,2,53,49,12.471154,-16.372509
845,Riz,2960,0.5,5,55,56,15.6126361,-13.2300874
846,Arachide,2200,3.0,24,70,42,12.995899,-15.161333
846,Coton,3000,0.5,24,70,42,12.995899,-15.161333
846,Mais,1380,2.75,24,70,42,12.995899,-15.161333
846,Sorgho,660,1.5,24,70,42,12.995899,-15.161333
847,Arachide,400,1.0,8,62,48,14.697239,-15.646563
847,Mais,100,0.5,8,62,48,14.697239,-15.646563
847,Mil,800,2.0,8,62,48,14.697239,-15.646563
847,Sorgho,200,1.5,8,62,48,14.697239,-15.646563
848,Arachide,1850,2.0,8,37,50,12.9178856,-15.0082584
848,Mais,550,1.0,8,37,50,12.9178856,-15.0082584
848,Mil,900,1.5,8,37,50,12.9178856,-15.0082584
849,Mais,100,0.5,13,42,30,14.7561322,-17.4567048
849,Riz,200,0.449999988,13,42,30,14.7561322,-17.4567048
850,Riz,490,0.069580004,13,61,20,12.4957879,-16.544348
851,Arachide,500,1.5,10,46,60,14.772693,-15.977585
851,Niebe,50,0.5,10,46,60,14.772693,-15.977585
851,Riz,1000,1.0,10,46,60,14.772693,-15.977585
852,Arachide,500,4.0,15,45,8,14.08844,-15.29466
852,Mil,150,6.0,15,45,8,14.08844,-15.29466
855,Riz,95,0.0832,10,37,35,12.5510435,-16.5919031
856,Arachide,1000,1.0,7,50,30,14.8198414,-15.8952819
856,Mil,1000,2.0,7,50,30,14.8198414,-15.8952819
857,Arachide,400,5.0,21,66,42,14.9349165,-16.5409596
857,Mil,1000,3.5,21,66,42,14.9349165,-16.5409596
858,Arachide,300,7.119999886,13,40,42,14.908855,-15.771968
858,Mil,900,2.5,13,40,42,14.908855,-15.771968
858,Niebe,200,0.25999999,13,40,42,14.908855,-15.771968
858,Pasteque,500,0.200000003,13,40,42,14.908855,-15.771968
862,Mil,150,1.0,1,78,1,13.1440754,-14.1059408
863,Riz,400,0.25,22,40,56,12.571675,-16.104181
864,Arachide,550,1.348700047,7,40,50,13.7870492,-16.4779739
864,Mil,250,0.685699999,7,40,50,13.7870492,-16.4779739
865,Arachide,1000,4.0,8,60,35,15.012194,-16.592772
865,Mil,800,4.0,8,60,35,15.012194,-16.592772
866,Arachide,2400,3.0,17,62,50,13.68042,-16.50128
866,Mais,3240,4.0,17,62,50,13.68042,-16.50128
866,Mil,2000,5.0,17,62,50,13.68042,-16.50128
867,Arachide,7000,5.0,16,52,35,45.5188546,-73.56698449999999
867,Mil,3420,4.0,16,52,35,45.5188546,-73.56698449999999
868,Mais,550,0.75,6,40,42,13.233333,-13.7
869,Arachide,1200,1.5,16,65,35,13.9137639,-15.6676471
869,Mil,1000,1.5,16,65,35,13.9137639,-15.6676471
871,Arachide,750,3.0,13,53,77,13.8046184,-13.5798477
871,Mais,400,2.0,13,53,77,13.8046184,-13.5798477
871,Sorgho,1000,3.0,13,53,77,13.8046184,-13.5798477
872,Riz,800,1.0,11,75,45,13.7725888,-13.6710059
874,Arachide,100,0.611500025,12,62,5,16.793492,13.8100324
875,Arachide,1000,2.5,12,39,42,39.9566127,-75.18994409999999
875,Mais,50,0.316455692,12,39,42,39.9566127,-75.18994409999999
875,Mil,1200,6.0,12,39,42,39.9566127,-75.18994409999999
876,Arachide,2000,3.0,12,36,42,16.416667,-14.116667
876,Mais,800,1.5,12,36,42,16.416667,-14.116667
876,Mil,700,2.0,12,36,42,16.416667,-14.116667
877,Arachide,800,3.0,10,42,40,32.902459,101.706655
877,Mais,100,0.5,10,42,40,32.902459,101.706655
877,Mil,900,6.0,10,42,40,32.902459,101.706655
878,Riz,2800,0.400000006,8,60,10,16.2248747,-15.6881788
880,Arachide,5000,4.5,10,35,8,14.7082093,-17.4714518
880,Riz,200,0.444444448,10,35,8,14.7082093,-17.4714518
881,Arachide,700,1.0,12,65,28,38.9054458,-77.04954719999999
881,Mais,500,1.0,12,65,28,38.9054458,-77.04954719999999
883,Arachide,400,0.75,15,42,32,13.7372,-16.4815
883,Mil,500,0.5,15,42,32,13.7372,-16.4815
883,Riz,350,0.5,15,42,32,13.7372,-16.4815
884,Mais,1580,4.0,4,56,60,38.9531162,-77.45653879999999
884,Mil,900,2.0,4,56,60,38.9531162,-77.45653879999999
885,Riz,250,0.2271,6,39,30,12.3505299,-16.716631
888,Arachide,500,2.0,5,53,56,16.5101114,-14.6500371
888,Mais,150,1.0,5,53,56,16.5101114,-14.6500371
888,Mil,300,2.0,5,53,56,16.5101114,-14.6500371
889,Mil,1500,1.5,11,87,35,14.497401,-14.452362
890,Arachide,300,1.5,6,45,52,14.7497406,-17.5100452
890,Mais,300,1.0,6,45,52,14.7497406,-17.5100452
890,Mil,500,1.5,6,45,52,14.7497406,-17.5100452
890,Niebe,150,1.0,6,45,52,14.7497406,-17.5100452
890,Sorgho,400,1.0,6,45,52,14.7497406,-17.5100452
891,Gombo,2000,1.0,12,53,46,13.3147492,-14.2123581
891,Mil,500,2.0,12,53,46,13.3147492,-14.2123581
892,Riz,2,0.0025,8,70,48,12.5683796,-16.1219048
893,Arachide,800,2.0,7,48,30,45.5125995,-73.56059549999999
893,Mil,600,1.0,7,48,30,45.5125995,-73.56059549999999
893,Niebe,75,1.0,7,48,30,45.5125995,-73.56059549999999
894,Riz,2300,0.579999983,7,51,64,16.5258829,-15.2224062
895,Arachide,500,3.75,9,72,30,14.7551751,-16.0820203
895,Mil,350,1.659999967,9,72,30,14.7551751,-16.0820203
895,Niebe,200,0.094999999,9,72,30,14.7551751,-16.0820203
896,Arachide,4000,5.0,25,57,56,13.7614,-15.9083
896,Mais,3000,2.0,25,57,56,13.7614,-15.9083
897,Riz,3000,0.5,7,68,35,16.3791,-15.9972
898,Arachide,300,2.819000006,10,41,56,14.6821999,-17.450951
898,Mil,883,1.748800039,10,41,56,14.6821999,-17.450951
899,Arachide,750,3.0,12,49,12,40.7794366,-73.963244
899,Mais,1500,3.0,12,49,12,40.7794366,-73.963244
899,Riz,1000,2.0,12,49,12,40.7794366,-73.963244
900,Arachide,800,0.5,5,33,49,12.8252941,-11.8749152
900,Mais,600,0.5,5,33,49,12.8252941,-11.8749152
901,Mil,350,0.400000006,4,39,48,15.6126361,-13.2300874
901,Riz,750,0.400000006,4,39,48,15.6126361,-13.2300874
902,Bissap,3000,1.424499989,10,65,48,32.8998091,-97.0403352
902,Manioc,770,1.704599977,10,65,48,32.8998091,-97.0403352
902,Niebe,1200,0.847000003,10,65,48,32.8998091,-97.0403352
903,Arachide,1800,1.5,13,60,48,12.8373481,-16.362568
903,Riz,3000,2.0,13,60,48,12.8373481,-16.362568
904,Arachide,1500,3.0,5,30,42,14.7386755,-17.5138456
904,Mil,3000,4.0,5,30,42,14.7386755,-17.5138456
905,Arachide,500,1.0,11,43,50,38.6487895,-90.3107962
905,Mil,370,0.5,11,43,50,38.6487895,-90.3107962
906,Mil,300,3.0,6,38,49,15.270038,-14.05063
908,Arachide,200,0.5,4,35,21,14.7272278,-17.502421
909,Mil,2500,3.0,11,47,56,14.497401,-14.452362
910,Mil,500,1.0,8,35,70,14.7499152,-17.3881991
910,Niebe,70,1.0,8,35,70,14.7499152,-17.3881991
911,Arachide,300,0.5,11,37,56,14.7361419,-16.4435885
911,Mil,600,1.5,11,37,56,14.7361419,-16.4435885
911,Niebe,15,0.5,11,37,56,14.7361419,-16.4435885
912,Arachide,3250,2.0,12,52,35,15.51037,-13.263462
912,Mil,500,2.0,12,52,35,15.51037,-13.263462
912,Riz,245,1.0,12,52,35,15.51037,-13.263462
915,Arachide,500,1.0,8,50,48,14.703772,-16.156868
915,Mil,800,1.0,8,50,48,14.703772,-16.156868
915,Niebe,80,1.0,8,50,48,14.703772,-16.156868
916,Arachide,1500,5.0,5,35,48,40.6851273,-73.9734987
916,Mil,700,2.0,5,35,48,40.6851273,-73.9734987
