,production_kg,superficie,taille_menage,age,nbre_heure_travail,lat,lng,culture_label_Arachide,culture_label_Bissap,culture_label_Mais,culture_label_Manioc,culture_label_Mil,culture_label_Niebe,culture_label_Pasteque,culture_label_Riz,culture_label_Sesame,culture_label_Sorgho
6463,400,1.5,5,39,42,32.7845366,-96.80043,0,0,1,0,0,0,0,0,0,0
3461,50,0.5,9,51,56,14.908855,-15.771968,0,0,0,0,0,1,0,0,0,0
7936,50,0.100000001,6,68,48,12.8997479,-14.9359544,0,1,0,0,0,0,0,0,0,0
1257,800,2.0,6,55,30,42.5309387,2.8400874,1,0,0,0,0,0,0,0,0,0
5431,500,2.0,12,40,60,14.227195,-16.577591,1,0,0,0,0,0,0,0,0,0
1183,600,1.0,7,55,48,14.8092631,-17.2518631,0,0,1,0,0,0,0,0,0,0
3477,150,1.0,12,50,56,14.714411,-17.153614,0,0,1,0,0,0,0,0,0,0
7255,500,0.5,8,56,46,-8.783195,34.508523,0,0,1,0,0,0,0,0,0,0
834,2800,0.400000006,7,46,54,14.2166302,-12.2132778,0,0,0,0,0,0,0,1,0,0
736,2000,10.0,25,54,40,40.8075355,-73.9625727,0,0,0,0,1,0,0,0,0,0
948,200,2.0,8,50,49,39.21679700000001,-84.4732485,0,0,0,0,0,1,0,0,0,0
3035,100,0.5,8,58,42,14.497401,-14.452362,0,0,1,0,0,0,0,0,0,0
6616,1200,4.0,14,82,48,40.8075355,-73.9625727,0,0,0,0,1,0,0,0,0,0
3204,1500,2.0,20,40,56,14.497401,-14.452362,1,0,0,0,0,0,0,0,0,0
5220,350,1.0,8,32,52,14.7497406,-17.5100452,0,0,0,0,1,0,0,0,0,0
5606,1000,1.0,14,41,70,45.4847268,-73.627969,0,0,0,0,1,0,0,0,0,0
5356,850,2.0,6,68,40,14.8092631,-17.2518631,1,0,0,0,0,0,0,0,0,0
3804,300,1.0,5,53,56,16.5101114,-14.6500371,1,0,0,0,0,0,0,0,0,0
1666,370,0.5,11,43,50,38.6487895,-90.3107962,0,0,0,0,1,0,0,0,0,0
4226,2000,5.0,20,75,65,14.406261,-16.9595905,1,0,0,0,0,0,0,0,0,0
931,350,0.25,10,42,35,12.5683796,-16.1219048,0,0,0,0,0,0,0,1,0,0
4734,5000,1.5,10,58,42,15.2768199,-16.5260001,0,0,0,1,0,0,0,0,0,0
1770,5000,5.0,10,30,60,13.691138,-15.775662,1,0,0,0,0,0,0,0,0,0
6878,2000,6.0,11,68,20,47.85058919999999,-122.2865561,0,0,0,0,1,0,0,0,0,0
7591,50,1.0,10,60,20,14.722741,-17.258266,0,0,0,0,0,1,0,0,0,0
3557,800,5.5,7,42,70,15.724629,-16.394213,1,0,0,0,0,0,0,0,0,0
6626,50,1.0,4,38,56,13.995527,-15.719152,0,0,0,0,0,1,0,0,0,0
780,3000,8.0,8,68,60,15.278264,-16.451439,1,0,0,0,0,0,0,0,0,0
3112,450,1.5,13,64,45,13.075033,-15.61002,0,0,0,0,1,0,0,0,0,0
6285,450,0.5,19,62,42,12.7033366,-12.2547919,0,0,0,0,0,0,0,0,0,1
7554,500,2.0,8,40,56,14.105202,-15.5415755,0,0,0,0,1,0,0,0,0,0
460,200,0.5,12,48,70,32.7825718,-96.7661889,0,0,0,0,0,1,0,0,0,0
873,1200,1.621899962,25,63,48,14.6981132,-17.4605864,0,0,0,0,1,0,0,0,0,0
1865,1000,2.0,8,45,70,14.850942,-16.291102,0,0,0,0,1,0,0,0,0,0
59,4600,1.5,35,57,18,13.146617,-13.752088,1,0,0,0,0,0,0,0,0,0
4780,900,1.0,4,57,6,37.974424,-122.5364565,0,0,0,0,0,0,0,1,0,0
4852,200,1.0,10,50,49,14.497401,-14.452362,0,0,1,0,0,0,0,0,0,0
835,700,1.0,17,40,48,14.8349101,-15.9007005,1,0,0,0,0,0,0,0,0,0
4267,2730,3.0,40,57,30,14.6019512,-17.1469751,1,0,0,0,0,0,0,0,0,0
4169,150,0.300000012,5,66,21,14.7034108,-17.4539902,1,0,0,0,0,0,0,0,0,0
27,50,0.119999997,13,65,45,12.8924707,-14.3355527,0,0,0,0,0,0,0,1,0,0
4933,400,1.0,20,47,48,13.5568193,2.4066961,0,0,0,0,1,0,0,0,0,0
1807,85,1.0,7,63,48,14.8665572,-15.8994956,0,0,0,0,0,1,0,0,0,0
3406,500,2.0,8,55,9,14.8206267,-15.2926308,1,0,0,0,0,0,0,0,0,0
1537,1100,1.0,5,45,42,13.7725888,-13.6710059,0,0,0,0,0,0,0,1,0,0
5387,1000,3.0,12,43,48,14.2573123,-15.3505611,1,0,0,0,0,0,0,0,0,0
1981,450,1.0,19,52,70,14.7152558,-17.4666971,1,0,0,0,0,0,0,0,0,0
7868,600,0.74849999,13,42,56,14.6964336,-16.4768577,0,0,1,0,0,0,0,0,0,0
7071,850,1.0,13,29,25,12.589336,-12.856031,1,0,0,0,0,0,0,0,0,0
8132,200,1.0,29,39,26,14.4250062,-16.6070268,0,0,0,0,1,0,0,0,0,0
1615,900,6.0,10,42,40,32.902459,101.706655,0,0,0,0,1,0,0,0,0,0
3506,600,0.699999988,10,56,48,14.6965115,-16.458256,0,0,0,0,1,0,0,0,0,0
6950,700,1.0,12,58,30,15.980688,-16.463694,0,0,0,0,1,0,0,0,0,0
7322,600,1.731699944,18,49,60,15.3688083,-13.1365521,0,0,0,0,0,0,0,0,0,1
8257,200,1.0,8,60,42,13.753866,-16.32563,0,0,0,0,0,1,0,0,0,0
5723,4000,7.0,12,66,27,15.0430419,-16.0463837,1,0,0,0,0,0,0,0,0,0
6032,550,1.5,8,70,48,15.771223,-16.420372,1,0,0,0,0,0,0,0,0,0
5103,2000,3.0,20,66,63,14.8038531,-15.9053689,0,0,0,0,1,0,0,0,0,0
919,200,1.0,9,60,48,14.6734519,-17.4632496,0,0,0,0,1,0,0,0,0,0
5433,206,0.5,6,48,35,14.122704,-12.7248629,0,0,1,0,0,0,0,0,0,0
6646,600,1.0,25,30,56,13.995527,-15.719152,0,0,1,0,0,0,0,0,0,0
5102,1000,1.5,20,66,63,14.8038531,-15.9053689,1,0,0,0,0,0,0,0,0,0
4229,10000,1.0,20,75,65,14.406261,-16.9595905,0,0,0,0,0,0,1,0,0,0
6259,975,1.5,43,48,35,14.6019512,-17.1469751,0,0,0,0,0,0,0,0,0,1
5665,400,1.0,5,48,60,33.4662902,-88.80783520000001,0,0,1,0,0,0,0,0,0,0
3649,1000,2.5,20,59,48,15.17734,-16.304724,1,0,0,0,0,0,0,0,0,0
3329,1000,1.5,29,67,42,12.7033366,-12.2547919,0,0,0,0,0,0,0,0,0,1
8191,6000,0.800000012,5,59,56,16.1079573,-16.3471149,0,0,0,0,0,0,0,1,0,0
1322,1600,10.0,9,43,62,13.8522276,-15.876004,0,0,0,0,1,0,0,0,0,0
4870,770,2.0,15,40,97,14.1864516,-16.6586052,0,0,0,0,1,0,0,0,0,0
5421,500,4.0,11,59,49,14.7443828,-16.6143944,0,0,0,0,1,0,0,0,0,0
7433,800,2.0,5,42,63,14.128483,-15.707421,1,0,0,0,0,0,0,0,0,0
174,1120,0.300000012,6,56,35,16.516667,-15.4,1,0,0,0,0,0,0,0,0,0
7108,1250,2.0,5,42,49,13.233333,-13.7,1,0,0,0,0,0,0,0,0,0
385,459,1.25,11,76,48,13.68042,-16.50128,0,0,0,0,1,0,0,0,0,0
2326,2900,1.25,12,26,71,14.7488177,-17.4711451,0,0,0,0,0,0,0,1,0,0
645,1600,2.5,13,84,48,14.36715,-16.441645,0,0,0,0,1,0,0,0,0,0
6937,800,2.0,7,47,6,47.816147,1.473408,1,0,0,0,0,0,0,0,0,0
5600,858,1.5,12,52,36,16.0282465,-16.4832893,1,0,0,0,0,0,0,0,0,0
446,600,1.0,6,55,8,14.7561322,-17.4567048,0,0,1,0,0,0,0,0,0,0
6804,2000,1.070000052,7,42,70,14.8229403,-12.3503648,0,0,0,0,0,0,0,0,0,1
2695,600,0.5,6,39,42,13.1805159,-12.0561189,0,0,0,0,0,0,0,0,0,1
8015,2500,3.0,19,70,48,13.686106,-15.572626,0,0,0,0,1,0,0,0,0,0
8079,900,1.0,7,29,42,12.664984,-12.302877,0,0,0,0,0,0,0,0,0,1
8059,400,2.0,10,45,48,14.0237471,-15.1873049,0,0,0,0,1,0,0,0,0,0
2823,3000,1.0,11,58,43,15.020773,-15.902403,0,0,0,0,0,0,1,0,0,0
2418,150,0.370000005,21,45,45,13.3315419,-13.8245243,0,0,0,0,0,0,0,1,0,0
1584,300,7.119999886,13,40,42,14.908855,-15.771968,1,0,0,0,0,0,0,0,0,0
2459,250,2.0,8,45,63,40.7794366,-73.963244,0,0,0,0,1,0,0,0,0,0
1487,980,1.0,9,54,30,14.7309898,-17.4682077,0,0,0,0,0,0,0,1,0,0
7586,40,1.0,7,71,48,14.8416177,-15.8742244,0,0,0,0,0,1,0,0,0,0
3129,1000,2.0,11,49,49,13.9137639,-15.6676471,0,0,0,0,1,0,0,0,0,0
2008,1500,3.0,9,65,42,13.943329,-16.014255,1,0,0,0,0,0,0,0,0,0
2325,1600,1.75,12,26,71,14.7488177,-17.4711451,1,0,0,0,0,0,0,0,0,0
651,1000,2.0,9,50,45,14.722741,-17.258266,0,0,0,0,1,0,0,0,0,0
600,350,1.899999976,5,62,32,15.58681,-16.073109,0,0,0,0,1,0,0,0,0,0
5240,200,0.200000003,7,56,4,14.67231,-17.20784,1,0,0,0,0,0,0,0,0,0
7557,750,1.0,12,68,48,12.972688,-16.229309,1,0,0,0,0,0,0,0,0,0
7306,5000,7.0,20,57,50,14.015789,-15.760206,1,0,0,0,0,0,0,0,0,0
587,200,1.0,6,54,48,14.0731738,-16.6934134,1,0,0,0,0,0,0,0,0,0
4343,300,1.0,14,50,10,15.4603765,-15.0579333,0,0,0,0,1,0,0,0,0,0
382,600,1.0,6,55,36,14.693436,-17.459282,0,0,0,0,0,0,0,0,1,0
8297,550,0.483700007,8,61,50,12.3505299,-16.716631,0,0,0,0,0,0,0,1,0,0
4738,800,1.0,8,35,35,15.58681,-16.073109,1,0,0,0,0,0,0,0,0,0
3331,750,2.0,6,70,48,14.6734519,-17.4632496,0,0,0,0,1,0,0,0,0,0
4717,200,2.0,6,36,25,15.980688,-16.463694,0,0,0,0,0,1,0,0,0,0
6974,250,1.0,8,58,3,15.1388454,-16.8775587,0,0,1,0,0,0,0,0,0,0
7422,1200,4.0,15,63,75,14.155166,-16.037436,0,0,0,0,1,0,0,0,0,0
7033,660,1.0,13,49,35,14.6019512,-17.1469751,1,0,0,0,0,0,0,0,0,0
4694,500,2.0,10,45,36,45.5154553,-73.5623129,0,0,0,0,1,0,0,0,0,0
6065,600,2.0,8,56,3,12.9843119,-15.6163281,0,0,0,0,0,0,0,0,1,0
5217,200,0.5,11,45,35,14.4630791,-16.2904635,0,0,0,0,0,1,0,0,0,0
6135,40,1.0,13,38,60,15.317054,-16.065407,0,0,0,0,0,1,0,0,0,0
2644,800,1.0,4,50,8,14.566667,-16.383333,0,0,0,0,1,0,0,0,0,0
3224,2285,2.5,15,32,49,32.7940463,34.989571,0,0,1,0,0,0,0,0,0,0
2334,300,2.0,8,36,48,14.7152558,-17.4666971,0,0,0,0,0,0,0,0,0,1
3614,150,1.0,13,45,56,14.908855,-15.771968,0,0,1,0,0,0,0,0,0,0
3756,150,0.5,5,75,48,14.7384546,-17.4677088,1,0,0,0,0,0,0,0,0,0
2110,400,6.0,6,45,54,15.380245,-15.25965,1,0,0,0,0,0,0,0,0,0
1800,400,1.0,7,30,52,14.7497406,-17.5100452,0,0,0,0,1,0,0,0,0,0
8235,400,1.0,3,35,70,14.128458,-15.7439194,0,0,0,0,0,0,0,0,0,1
2037,500,2.0,10,60,26,14.7443828,-16.6143944,0,0,1,0,0,0,0,0,0,0
7069,1000,1.5,5,65,35,13.7776949,-16.3390209,0,0,1,0,0,0,0,0,0,0
3060,368,0.479999989,6,56,85,14.7428345,-12.2404869,0,0,0,0,0,0,0,0,0,1
2925,3500,4.0,20,67,25,14.8665572,-15.8994956,0,0,1,0,0,0,0,0,0,0
1277,20,0.5,7,69,48,15.6126361,-13.2300874,1,0,0,0,0,0,0,0,0,0
2408,500,1.0,30,35,32,12.7781159,-15.4697841,0,0,1,0,0,0,0,0,0,0
2575,1500,2.0,18,53,56,14.7498382,-17.4714214,0,0,0,0,1,0,0,0,0,0
824,1200,8.0,7,79,48,13.0517,-16.5621,1,0,0,0,0,0,0,0,0,0
6444,150,1.0,7,50,49,14.7443828,-16.6143944,0,0,0,0,1,0,0,0,0,0
7444,300,1.0,6,45,8,15.3688083,-13.1365521,0,0,0,0,1,0,0,0,0,0
3600,150,1.0,11,71,63,15.922639,-16.3964218,0,0,0,0,0,1,0,0,0,0
6485,490,0.400000006,9,56,48,14.6373423,-17.0879032,0,0,0,0,0,0,0,0,0,1
3337,1500,2.0,10,67,63,13.845253,-15.729005,0,0,0,0,1,0,0,0,0,0
6078,362,1.0,10,65,44,14.4842035,-16.9412098,0,0,0,0,0,0,0,0,1,0
4659,450,0.5,9,36,49,12.972688,-16.229309,1,0,0,0,0,0,0,0,0,0
6194,200,1.0,8,40,42,14.0237471,-15.1873049,0,0,1,0,0,0,0,0,0,0
4410,18000,5.0,17,42,70,0.0265717,18.2970692,1,0,0,0,0,0,0,0,0,0
5573,350,0.919200003,22,68,48,15.020096,-16.282324,0,0,0,0,0,0,0,1,0,0
7648,2000,1.5,25,56,54,14.908855,-15.771968,0,0,1,0,0,0,0,0,0,0
6648,2500,3.0,7,63,6,14.7145281,-17.2723371,1,0,0,0,0,0,0,0,0,0
2074,500,1.5,22,66,25,14.6821999,-17.450951,0,0,1,0,0,0,0,0,0,0
880,300,1.0,7,39,75,13.8487435,-16.0552006,0,0,1,0,0,0,0,0,0,0
1860,1200,2.0,15,52,56,33.9517376,-84.24043069999999,0,0,0,0,1,0,0,0,0,0
1271,600,2.5,10,55,36,15.330343,-15.515643,0,0,0,0,1,0,0,0,0,0
7832,500,1.0,7,40,50,40.798449,-73.9403449,0,0,0,0,1,0,0,0,0,0
7875,500,1.0,9,56,7,14.283333,-16.133333,0,0,0,0,1,0,0,0,0,0
3920,500,1.5,8,29,70,14.6821999,-17.450951,0,0,0,0,1,0,0,0,0,0
3683,600,1.0,7,44,32,14.0566349,-16.3353419,0,0,0,0,1,0,0,0,0,0
3570,1600,4.0,8,45,63,14.908855,-15.771968,1,0,0,0,0,0,0,0,0,0
1942,900,1.5,5,38,50,14.697239,-15.646563,1,0,0,0,0,0,0,0,0,0
939,90,1.0,6,55,48,39.659811,-104.963834,0,0,0,0,0,1,0,0,0,0
2985,49,1.0,1,41,42,14.7578805,-17.4388037,0,0,0,0,0,0,0,0,0,1
901,100,1.0,7,43,56,14.696982,-12.821154,0,0,0,0,1,0,0,0,0,0
3583,600,2.0,8,38,48,0.0265717,18.2970692,1,0,0,0,0,0,0,0,0,0
6228,450,2.0,17,65,50,14.543105,-12.2186229,1,0,0,0,0,0,0,0,0,0
7711,700,5.0,9,50,56,14.497401,-14.452362,0,0,0,0,1,0,0,0,0,0
3485,2500,2.5,9,68,48,14.716677,-17.4676861,0,0,1,0,0,0,0,0,0,0
3971,60,0.800000012,8,56,72,14.4842035,-16.9412098,1,0,0,0,0,0,0,0,0,0
7290,850,1.5,5,32,48,15.3745907,-16.5164262,0,0,0,1,0,0,0,0,0,0
2502,150,1.0,13,75,48,14.343634,-15.881716,0,0,0,0,0,1,0,0,0,0
442,500,2.0,7,40,38,13.6846456,-15.490293,0,0,0,0,1,0,0,0,0,0
2526,2000,5.0,8,75,48,14.128458,-15.7439194,1,0,0,0,0,0,0,0,0,0
4346,600,4.0,12,60,49,30.2416954,-92.0247553,0,0,0,0,1,0,0,0,0,0
1481,250,1.0,7,60,60,13.282822,-15.303216,0,0,1,0,0,0,0,0,0,0
2214,350,0.5,15,41,49,12.8967418,-16.3478507,0,0,0,0,0,0,0,1,0,0
4132,600,0.25,12,44,20,14.497401,-14.452362,0,0,0,0,0,0,0,1,0,0
3700,400,1.5,9,70,50,14.865665,-15.9068,1,0,0,0,0,0,0,0,0,0
3703,800,1.0,8,53,42,12.5604607,-12.1747077,0,0,1,0,0,0,0,0,0,0
1667,300,3.0,6,38,49,15.270038,-14.05063,0,0,0,0,1,0,0,0,0,0
3560,150,0.5,14,65,50,13.446536,-14.993978,0,0,0,0,0,1,0,0,0,0
1301,1000,2.0,24,61,36,13.924327,-15.448592,0,0,1,0,0,0,0,0,0,0
4518,40,1.0,15,52,5,13.995527,-15.719152,0,0,0,0,0,0,0,0,0,1
1194,3500,1.0,8,67,35,12.583333,-15.966667,0,0,1,0,0,0,0,0,0,0
3680,200,2.0,14,65,75,13.7614,-15.9083,0,0,1,0,0,0,0,0,0,0
6618,140,4.0,8,50,54,14.7389806,-17.4610313,0,0,0,0,0,1,0,0,0,0
5022,700,2.0,5,62,35,14.7443828,-16.6143944,1,0,0,0,0,0,0,0,0,0
7533,60,1.0,6,47,30,13.919217,-15.9259271,0,0,0,0,0,1,0,0,0,0
6246,1900,3.0,23,73,48,14.819376,-16.445772,0,0,0,0,1,0,0,0,0,0
1011,1100,2.0,7,57,70,14.8023331,-16.5363109,1,0,0,0,0,0,0,0,0,0
5807,45,0.200000003,15,37,77,12.510241,-16.27865,0,0,0,0,0,0,0,1,0,0
1745,1000,0.527999997,11,55,56,15.0285048,-16.9011849,0,0,0,0,1,0,0,0,0,0
2920,140,0.5,13,70,60,29.4259304,-98.495764,0,0,0,0,0,1,0,0,0,0
7761,600,0.600000024,7,56,25,12.9283363,-16.7411559,0,0,0,0,0,0,0,1,0,0
5801,400,0.125,19,46,49,12.6635421,-16.1735323,0,0,1,0,0,0,0,0,0,0
219,900,3.0,6,30,48,14.270251,-15.9406128,1,0,0,0,0,0,0,0,0,0
2410,1000,2.0,24,53,8,13.995527,-15.719152,1,0,0,0,0,0,0,0,0,0
3629,1290,2.0,5,65,78,-8.783195,34.508523,0,0,0,0,0,0,0,1,0,0
4353,1000,1.0,6,37,46,14.604585,-16.715111,0,0,0,0,1,0,0,0,0,0
6518,300,3.0,13,36,40,40.8075355,-73.9625727,0,0,0,0,1,0,0,0,0,0
3049,700,2.0,12,70,30,4.0507229,9.6952582,0,0,0,0,1,0,0,0,0,0
6403,520,0.600000024,14,30,25,12.9283363,-16.7411559,0,0,0,0,0,0,0,1,0,0
6353,1500,6.0,15,61,42,15.4789999,-15.8671954,0,0,0,0,1,0,0,0,0,0
3066,300,2.0,10,50,48,14.3538286,-16.4405872,0,0,0,0,1,0,0,0,0,0
2710,4200,3.0,11,77,48,13.959304,-16.348358,0,0,0,0,1,0,0,0,0,0
4181,35,1.0,5,50,32,14.8665572,-15.8994956,0,0,0,0,0,1,0,0,0,0
5264,800,1.0,4,41,49,14.497401,-14.452362,0,0,0,0,0,0,0,1,0,0
2842,800,3.0,8,32,48,14.6821999,-17.450951,0,0,0,0,0,0,0,0,1,0
3291,480,1.5,21,42,49,14.1652083,-16.0757749,0,0,0,0,1,0,0,0,0,0
4957,150,0.5,14,52,56,14.7252639,-16.5672462,0,0,0,0,0,1,0,0,0,0
6581,800,0.699999988,14,65,20,12.953219,-16.558695,0,0,0,0,0,0,0,1,0,0
8260,1700,4.434782505,6,74,14,14.497401,-14.452362,0,0,0,0,1,0,0,0,0,0
4445,250,0.5,4,62,35,14.7860646,-16.9357918,0,1,0,0,0,0,0,0,0,0
6781,9000,4.0,24,72,35,14.819376,-16.445772,0,0,0,0,0,1,0,0,0,0
3059,300,0.699999988,4,19,40,38.8037704,-77.06238069999999,0,0,0,0,0,1,0,0,0,0
7755,950,2.0,8,35,56,14.8665572,-15.8994956,1,0,0,0,0,0,0,0,0,0
6447,150,0.25,11,35,14,12.768195,-15.10989,0,0,0,0,0,0,0,1,0,0
450,500,1.5,4,43,40,14.7902349,-17.2429976,0,0,0,0,1,0,0,0,0,0
3792,1200,5.0,3,58,35,15.9230977,-15.9626436,1,0,0,0,0,0,0,0,0,0
3667,165,0.699500024,10,77,48,14.675627,-16.888346,0,0,0,1,0,0,0,0,0,0
3599,917,2.5,10,73,56,13.68042,-16.50128,0,0,0,0,1,0,0,0,0,0
2704,135,0.5,6,62,56,14.651375,-17.1837519,0,1,0,0,0,0,0,0,0,0
5638,350,0.5,5,42,35,12.993248,-15.710105,0,0,0,0,0,0,0,1,0,0
876,750,0.5,13,37,56,12.60332,-16.0566701,0,0,0,0,0,0,0,1,0,0
7123,350,0.75,6,45,42,12.762421,-15.562685,0,0,0,0,0,1,0,0,0,0
2773,260,4.826000214,10,55,50,13.7725888,-13.6710059,0,0,0,0,0,0,0,0,0,1
2948,200,1.0,7,68,40,14.7561322,-17.4567048,0,0,1,0,0,0,0,0,0,0
509,500,0.341800004,9,70,28,16.593767,-14.99098,0,0,0,0,1,0,0,0,0,0
6666,600,2.0,15,60,50,14.566667,-16.1,0,0,0,0,1,0,0,0,0,0
6916,200,0.644500017,10,40,40,12.7492732,-14.1596776,0,0,1,0,0,0,0,0,0,0
5634,2000,2.5,20,50,49,14.908855,-15.771968,0,0,0,0,1,0,0,0,0,0
6699,870,2.5,6,48,6,47.816147,1.473408,0,0,0,0,0,0,0,1,0,0
5804,400,1.333333373,4,30,49,15.326223,-16.251764,0,0,0,0,1,0,0,0,0,0
2208,450,2.0,9,47,70,13.876145,-15.224626,0,0,0,0,1,0,0,0,0,0
5367,800,1.0,18,45,84,15.020773,-15.902403,0,0,0,0,0,1,0,0,0,0
6997,300,1.0,10,52,49,15.09967,-16.229696,0,0,0,0,0,0,0,0,1,0
2391,480,2.0,7,50,48,14.9165428,-17.1203909,0,0,0,0,0,1,0,0,0,0
3514,1600,3.0,15,50,49,13.734559,-16.022245,0,0,0,0,1,0,0,0,0,0
350,350,1.200000048,9,35,40,14.0566349,-16.3353419,1,0,0,0,0,0,0,0,0,0
495,800,2.0,16,42,7,14.8665572,-15.8994956,0,0,0,0,1,0,0,0,0,0
8046,200,0.340000004,14,60,40,12.9481956,-14.0149039,0,0,0,0,0,0,0,0,0,1
4176,100,2.0,8,50,49,14.8416177,-15.8742244,0,0,0,0,1,0,0,0,0,0
405,500,2.0,20,49,63,14.4583336,-16.8650395,0,0,0,0,1,0,0,0,0,0
395,800,2.0,5,81,48,14.604585,-16.715111,1,0,0,0,0,0,0,0,0,0
8188,300,1.0,6,53,48,14.697239,-15.646563,1,0,0,0,0,0,0,0,0,0
4,1000,1.0,3,73,48,14.8665572,-15.8994956,0,0,1,0,0,0,0,0,0,0
7991,800,1.0,9,70,45,14.2355279,-16.2122225,0,0,0,0,1,0,0,0,0,0
3422,150,0.583299994,9,80,50,13.6563464,-14.1589513,1,0,0,0,0,0,0,0,0,0
6416,2000,4.0,7,46,40,14.093,-15.417,0,0,0,0,1,0,0,0,0,0
4198,650,0.75,19,62,18,13.146617,-13.752088,0,0,0,0,0,0,0,0,0,1
7086,80,1.0,6,46,48,14.79885,-16.822948,0,0,0,0,0,1,0,0,0,0
152,550,1.0,12,65,5,15.6600225,-13.2576906,0,0,1,0,0,0,0,0,0,0
1094,100,1.0,6,45,48,14.8943707,-16.2036778,1,0,0,0,0,0,0,0,0,0
1317,200,0.25,11,73,48,12.471154,-16.372509,0,0,0,0,0,0,0,1,0,0
1790,850,1.0,10,60,14,13.995527,-15.719152,0,0,1,0,0,0,0,0,0,0
5778,450,0.200000003,9,61,56,13.7725888,-13.6710059,0,0,0,0,0,0,0,1,0,0
6523,1000,0.502200007,11,55,28,14.6709349,-17.4326909,1,0,0,0,0,0,0,0,0,0
367,400,1.0,7,57,6,14.908855,-15.771968,0,0,1,0,0,0,0,0,0,0
7467,1100,1.0,23,46,56,14.8665572,-15.8994956,0,0,1,0,0,0,0,0,0,0
138,1000,2.0,14,50,63,14.908855,-15.771968,0,0,1,0,0,0,0,0,0,0
7653,610,0.75,18,45,35,13.1440754,-14.1059408,1,0,0,0,0,0,0,0,0,0
5350,80,0.599300027,10,41,56,51.540598,0.0324347,0,0,0,0,0,0,0,0,0,1
1673,600,1.5,11,37,56,14.7361419,-16.4435885,0,0,0,0,1,0,0,0,0,0
7048,200,0.899999976,5,30,32,14.7064836,-17.4599877,0,0,0,0,1,0,0,0,0,0
2797,100,1.0,8,52,54,15.408636,-16.493486,1,0,0,0,0,0,0,0,0,0
4757,500,2.0,7,36,40,13.3147492,-14.2123581,0,0,0,0,1,0,0,0,0,0
3651,350,2.0,9,45,35,42.9391436,-89.3907939,1,0,0,0,0,0,0,0,0,0
731,50,0.5,10,65,49,15.09967,-16.229696,0,0,0,0,0,0,0,0,1,0
7380,400,2.0,7,51,63,38.8985658,-77.04428419999999,0,0,0,0,1,0,0,0,0,0
218,80,1.0,9,57,32,14.270251,-15.9406128,0,0,0,0,0,1,0,0,0,0
668,800,4.0,12,45,42,12.836481,-15.9773322,1,0,0,0,0,0,0,0,0,0
6594,200,0.610000014,10,50,49,30.4132579,-91.1800023,1,0,0,0,0,0,0,0,0,0
6289,200,1.0,7,28,52,15.0,-16.416667,1,0,0,0,0,0,0,0,0,0
6098,100,1.5,9,55,49,12.9133385,-14.1611302,0,0,1,0,0,0,0,0,0,0
2544,10000,20.0,45,45,40,14.908855,-15.771968,0,0,1,0,0,0,0,0,0,0
7532,1200,2.5,6,47,30,13.919217,-15.9259271,0,0,0,0,1,0,0,0,0,0
6144,750,0.5,10,44,16,16.2248747,-15.6881788,0,0,0,0,0,0,0,1,0,0
182,2000,4.0,4,42,48,14.6821999,-17.450951,1,0,0,0,0,0,0,0,0,0
4086,2000,1.5,10,60,21,12.8373481,-16.362568,1,0,0,0,0,0,0,0,0,0
4778,400,0.5,15,44,50,12.9178856,-15.0082584,0,0,1,0,0,0,0,0,0,0
2213,200,1.799999952,6,72,35,16.0062771,-13.6912718,0,0,0,0,1,0,0,0,0,0
7080,400,1.0,5,33,49,15.749028,-13.894455,0,0,1,0,0,0,0,0,0,0
5380,2000,1.0,6,70,8,12.584183,-15.424447,0,0,0,0,0,0,0,1,0,0
648,250,2.0,14,55,56,13.7725888,-13.6710059,0,0,0,0,1,0,0,0,0,0
5549,3100,4.0,22,45,48,13.6001563,-15.5811465,1,0,0,0,0,0,0,0,0,0
1978,450,1.0,12,60,42,41.6020403,-87.3371523,0,0,1,0,0,0,0,0,0,0
1437,980,3.0,26,84,48,14.561622,-15.892213,1,0,0,0,0,0,0,0,0,0
3892,600,1.0,7,88,48,33.9937575,-81.0299186,0,0,0,0,1,0,0,0,0,0
7899,100,0.25,10,40,56,14.8665572,-15.8994956,0,0,1,0,0,0,0,0,0,0
4064,600,2.0,8,48,56,14.392586,-16.911368,0,0,0,0,1,0,0,0,0,0
3531,150,2.0,8,52,45,12.896587,-16.3531645,0,0,0,0,1,0,0,0,0,0
4690,2000,2.5,7,60,48,12.5683796,-16.1219048,0,0,0,0,0,0,0,1,0,0
7201,100,1.0,8,37,45,14.7182816,-17.4504659,0,0,0,0,0,1,0,0,0,0
7238,5000,12.0,13,47,70,15.020096,-16.282324,0,0,0,0,1,0,0,0,0,0
1210,200,0.5,4,30,12,13.995527,-15.719152,0,0,1,0,0,0,0,0,0,0
2191,450,0.300000012,18,75,50,12.6267874,-16.0140586,0,0,1,0,0,0,0,0,0,0
1113,850,1.0,8,67,10,13.146617,-13.752088,1,0,0,0,0,0,0,0,0,0
3057,1550,1.0,7,76,56,13.5568193,2.4066961,0,0,1,0,0,0,0,0,0,0
4070,1600,2.5,8,57,8,14.7437839,-17.509338,1,0,0,0,0,0,0,0,0,0
3510,400,0.600000024,8,66,30,14.497401,-14.452362,1,0,0,0,0,0,0,0,0,0
641,1050,3.0,8,50,63,14.497401,-14.452362,0,0,0,0,1,0,0,0,0,0
