,production_kg,superficie,taille_menage,age,nbre_heure_travail,lat,lng,culture_label_Arachide,culture_label_Bissap,culture_label_Mais,culture_label_Manioc,culture_label_Mil,culture_label_Niebe,culture_label_Pasteque,culture_label_Riz,culture_label_Sesame,culture_label_Sorgho
4072,230,2.0,8,57,8,14.7437839,-17.509338,0,0,0,0,0,0,0,0,1,0
1207,150,0.582599998,10,60,70,14.3699709,-16.9376239,0,0,0,0,0,1,0,0,0,0
4588,5000,6.0,4,72,42,47.62191259999999,-122.3516787,1,0,0,0,0,0,0,0,0,0
1778,1500,1.0,18,54,12,12.589336,-12.856031,0,0,0,0,0,0,0,1,0,0
842,100,0.133499995,13,62,50,13.7725888,-13.6710059,0,0,0,0,0,0,0,0,0,1
715,350,0.400000006,9,51,30,12.7781159,-15.4697841,1,0,0,0,0,0,0,0,0,0
1681,1500,5.0,5,35,48,40.6851273,-73.9734987,1,0,0,0,0,0,0,0,0,0
1021,150,1.5,6,76,35,13.5791132,-16.1750027,0,0,0,0,1,0,0,0,0,0
4904,150,1.0,9,45,49,13.5238459,-13.511882,0,0,0,0,1,0,0,0,0,0
537,350,2.0,11,61,60,40.7794366,-73.963244,0,0,0,0,0,1,0,0,0,0
4005,150,2.0,16,40,48,14.229619,-15.16475,0,0,1,0,0,0,0,0,0,0
978,1200,1.0,10,68,42,12.5604607,-12.1747077,0,0,1,0,0,0,0,0,0,0
4702,250,2.0,6,38,54,15.408636,-16.493486,0,0,0,0,1,0,0,0,0,0
2864,800,1.0,14,61,48,15.82137,-16.181021,0,0,0,0,0,1,0,0,0,0
5216,40,0.5,11,45,35,14.4630791,-16.2904635,0,0,1,0,0,0,0,0,0,0
1000,1000,2.0,5,56,48,14.066667,-15.1,0,0,0,0,0,0,0,0,0,1
4864,50,1.0,5,78,49,14.433333,-15.816667,0,0,0,0,0,1,0,0,0,0
4703,300,4.0,6,38,54,15.408636,-16.493486,0,0,0,0,0,1,0,0,0,0
3473,600,0.899999976,9,62,49,14.5373151,-17.0639247,0,0,0,0,1,0,0,0,0,0
5082,1000,3.0,8,45,49,14.7443828,-16.6143944,1,0,0,0,0,0,0,0,0,0
5547,450,1.0,12,71,25,13.075033,-15.61002,0,0,0,0,1,0,0,0,0,0
7518,600,3.0,35,82,48,15.048035,-16.44187,1,0,0,0,0,0,0,0,0,0
7287,200,1.0,6,37,60,0.0265717,18.2970692,1,0,0,0,0,0,0,0,0,0
1992,800,1.5,5,39,42,12.8361941,-15.5254565,0,0,0,0,1,0,0,0,0,0
3481,1450,1.5,9,58,20,13.1440754,-14.1059408,0,0,1,0,0,0,0,0,0,0
2711,120,1.0,11,77,48,13.959304,-16.348358,0,0,0,0,0,1,0,0,0,0
5122,1930,2.0,10,71,35,13.7760994,-15.6427189,0,0,0,0,1,0,0,0,0,0
4977,200,0.5,5,44,14,15.5105914,-13.2606265,0,0,0,0,0,1,0,0,0,0
7438,100,0.330000013,15,62,24,15.4184221,-16.0728356,1,0,0,0,0,0,0,0,0,0
3662,100,0.75,12,52,49,14.4460157,-16.9889902,0,0,0,0,0,0,0,0,0,1
2330,50,1.0,11,53,56,14.7802142,-17.1159605,0,0,1,0,0,0,0,0,0,0
7348,500,1.25,5,43,42,16.444578,-14.351195,1,0,0,0,0,0,0,0,0,0
2434,560,1.5,9,35,56,14.6821999,-17.450951,0,0,0,0,1,0,0,0,0,0
2397,58,0.5,10,64,36,14.8665572,-15.8994956,0,0,0,0,0,1,0,0,0,0
1297,1050,3.0,15,48,56,14.019646,-16.0640179,0,0,0,0,1,0,0,0,0,0
210,200,0.5,7,48,42,12.7,-15.25,0,0,0,0,0,0,0,1,0,0
759,250,0.75,14,71,14,13.995527,-15.719152,0,0,0,0,1,0,0,0,0,0
1774,50,0.5,9,43,78,14.908855,-15.771968,0,0,1,0,0,0,0,0,0,0
2347,4000,5.0,11,57,49,15.020096,-16.282324,1,0,0,0,0,0,0,0,0,0
2914,400,1.0,8,60,35,40.6781264,-73.9852363,0,0,0,0,1,0,0,0,0,0
1245,100,1.0,5,42,49,14.471748,-14.982339,0,0,0,0,0,1,0,0,0,0
6343,400,2.0,9,37,48,14.870318,-16.251078,1,0,0,0,0,0,0,0,0,0
6938,580,2.5,7,47,6,47.816147,1.473408,0,0,0,0,1,0,0,0,0,0
3324,20,0.200000003,8,46,56,14.497401,-14.452362,0,0,1,0,0,0,0,0,0,0
4590,1200,2.0,4,72,42,47.62191259999999,-122.3516787,0,0,0,0,1,0,0,0,0,0
5799,600,1.0,7,72,46,14.7902349,-17.2429976,0,0,0,0,1,0,0,0,0,0
8134,2880,0.5,5,48,54,16.578735,-15.450624,0,0,0,0,0,0,0,1,0,0
300,110,0.730000019,6,32,54,13.995527,-15.719152,0,0,0,0,1,0,0,0,0,0
4230,750,2.0,9,26,10,40.7794366,-73.963244,1,0,0,0,0,0,0,0,0,0
5837,2400,1.0,5,39,77,14.8665572,-15.8994956,0,0,0,0,1,0,0,0,0,0
522,1600,2.0,8,34,7,24.7135517,46.6752957,1,0,0,0,0,0,0,0,0,0
6890,15000,7.840000153,10,66,40,14.497401,-14.452362,1,0,0,0,0,0,0,0,0,0
4499,500,0.879999995,4,40,49,15.178288,-15.559558,0,0,0,0,0,0,0,0,0,1
6212,200,0.75,15,60,9,15.269889,-13.000917,0,0,0,0,0,0,0,0,0,1
3613,1000,1.0,13,45,56,14.908855,-15.771968,1,0,0,0,0,0,0,0,0,0
67,600,1.5,9,37,56,15.474907,-16.232817,1,0,0,0,0,0,0,0,0,0
4771,800,2.0,5,49,40,12.762421,-15.562685,1,0,0,0,0,0,0,0,0,0
881,1000,2.0,7,39,75,13.8487435,-16.0552006,0,0,0,0,1,0,0,0,0,0
2778,200,0.300000012,13,56,56,14.497401,-14.452362,0,0,0,0,0,0,0,1,0,0
7321,450,1.088799953,18,49,60,15.3688083,-13.1365521,0,0,0,0,1,0,0,0,0,0
5211,120,0.5,18,40,21,14.122354,-13.82566,0,0,0,0,0,0,0,0,0,1
4573,450,0.444599986,22,55,50,13.526976,-15.162059,0,0,1,0,0,0,0,0,0,0
7965,300,0.5,10,66,42,12.9316814,-14.0827096,0,0,1,0,0,0,0,0,0,0
2023,600,6.0,8,75,48,14.47376,-16.620935,0,0,0,0,1,0,0,0,0,0
862,2000,1.0,11,70,7,12.6052118,-15.6573821,1,0,0,0,0,0,0,0,0,0
855,1000,3.0,6,32,46,14.3467,-16.1555,1,0,0,0,0,0,0,0,0,0
403,300,2.0,3,32,42,15.685801,-16.053413,0,0,0,0,0,1,0,0,0,0
1479,150,1.5,19,58,56,15.4789999,-15.8671954,0,0,0,0,1,0,0,0,0,0
3545,700,3.0,14,40,63,14.908855,-15.771968,0,0,0,0,1,0,0,0,0,0
308,1500,3.0,6,65,49,14.7498382,-17.4714214,1,0,0,0,0,0,0,0,0,0
2709,800,2.0,11,77,48,13.959304,-16.348358,1,0,0,0,0,0,0,0,0,0
4159,500,2.0,11,38,50,16.202299,-15.69064,0,0,0,0,1,0,0,0,0,0
3972,800,1.600000024,8,56,72,14.4842035,-16.9412098,0,0,0,0,1,0,0,0,0,0
5758,1000,4.0,10,52,54,37.3496418,-121.9389875,0,0,0,0,1,0,0,0,0,0
4713,600,1.5,6,35,48,14.7113167,-17.4687636,0,0,0,0,1,0,0,0,0,0
8286,300,1.0,8,63,70,14.1323579,-16.0708414,0,0,0,0,0,0,0,1,0,0
5995,400,0.5,15,50,49,16.029159,-16.5038288,0,0,1,0,0,0,0,0,0,0
8292,2000,4.0,9,60,43,14.7701521,-17.3606593,1,0,0,0,0,0,0,0,0,0
2310,2000,3.0,18,52,36,41.8884176,-87.80226809999999,0,0,0,0,1,0,0,0,0,0
4470,2300,10.0,27,51,49,14.908855,-15.771968,0,0,0,0,1,0,0,0,0,0
136,250,0.400000006,8,44,54,12.567655,-16.225212,0,0,0,0,0,0,0,1,0,0
5071,250,1.0,8,44,40,14.85,-16.0,1,0,0,0,0,0,0,0,0,0
1589,400,0.25,22,40,56,12.571675,-16.104181,0,0,0,0,0,0,0,1,0,0
7967,1000,2.0,8,40,32,13.5958515,-15.6046002,1,0,0,0,0,0,0,0,0,0
4138,900,1.5,6,60,42,13.753866,-16.32563,1,0,0,0,0,0,0,0,0,0
1483,150,1.0,1,58,6,14.08844,-15.29466,1,0,0,0,0,0,0,0,0,0
2379,700,2.0,4,38,50,14.7497406,-17.5100452,1,0,0,0,0,0,0,0,0,0
7244,30000,1.0,21,70,70,14.133333,-15.816667,0,0,0,0,0,0,1,0,0,0
8149,1800,2.0,7,50,7,12.9843119,-15.6163281,1,0,0,0,0,0,0,0,0,0
1540,100,2.0,14,60,30,15.5105914,-13.2606265,0,0,0,0,0,0,0,0,0,1
7932,700,3.0,10,57,30,47.9048323,-2.1224238,1,0,0,0,0,0,0,0,0,0
7251,375,0.5,8,33,35,15.6126361,-13.2300874,1,0,0,0,0,0,0,0,0,0
5068,1200,2.5,15,65,4,14.7283024,-17.4373409,0,0,1,0,0,0,0,0,0,0
1133,500,2.0,6,50,48,14.063682,-15.50701,0,0,0,0,1,0,0,0,0,0
6910,50,1.0,8,55,36,14.970118,-16.897433,0,0,0,0,1,0,0,0,0,0
1876,200,1.0,11,42,48,14.063682,-15.50701,0,0,0,0,1,0,0,0,0,0
5322,734,2.0,10,47,56,40.7982133,-77.8599084,0,0,0,0,1,0,0,0,0,0
7047,100,0.5,5,30,32,14.7064836,-17.4599877,1,0,0,0,0,0,0,0,0,0
4869,350,1.0,15,40,97,14.1864516,-16.6586052,0,0,1,0,0,0,0,0,0,0
7248,75,0.379999995,13,52,48,13.995527,-15.719152,0,0,0,0,0,0,0,0,0,1
5805,800,3.0,10,80,48,13.7725888,-13.6710059,1,0,0,0,0,0,0,0,0,0
4913,1000,2.0,10,60,52,14.697239,-15.646563,0,0,0,0,1,0,0,0,0,0
4543,500,15.0,4,65,49,15.270038,-14.05063,0,0,0,0,1,0,0,0,0,0
3229,1000,1.0,10,47,63,14.10683,-15.767146,1,0,0,0,0,0,0,0,0,0
7270,500,0.25,10,36,25,14.497401,-14.452362,1,0,0,0,0,0,0,0,0,0
8111,200,1.60860002,8,65,70,14.832474,-17.051067,0,0,0,0,0,0,0,1,0,0
4915,1200,2.0,10,60,52,14.697239,-15.646563,0,0,0,0,0,0,0,0,0,1
6458,250,1.0,3,65,40,14.693436,-17.459282,0,0,0,0,0,0,0,1,0,0
3139,300,2.0,8,55,40,38.8037704,-77.06238069999999,0,0,0,0,1,0,0,0,0,0
2429,1600,4.0,5,60,20,13.961851,-15.83788,0,0,0,0,1,0,0,0,0,0
408,350,1.0,7,33,48,13.8487435,-16.0552006,1,0,0,0,0,0,0,0,0,0
7805,750,1.0,7,40,56,14.192155,-12.228227,0,0,1,0,0,0,0,0,0,0
4883,600,1.0,6,60,48,38.6127672,-90.2593798,1,0,0,0,0,0,0,0,0,0
4679,450,2.799999952,7,45,48,15.012194,-16.592772,1,0,0,0,0,0,0,0,0,0
7592,2000,1.0,10,60,20,14.722741,-17.258266,0,0,0,0,0,0,1,0,0,0
6079,50,0.25,6,35,9,14.1631187,-16.7691712,0,0,0,0,1,0,0,0,0,0
6139,500,2.0,6,57,48,15.278264,-16.451439,1,0,0,0,0,0,0,0,0,0
5822,500,1.5,7,57,35,14.908855,-15.771968,0,0,0,0,0,1,0,0,0,0
2647,600,2.0,14,36,60,13.943329,-16.014255,0,0,0,0,1,0,0,0,0,0
669,480,2.0,8,60,35,15.922639,-16.3964218,1,0,0,0,0,0,0,0,0,0
4084,500,2.0,10,35,56,40.6781264,-73.9852363,0,0,1,0,0,0,0,0,0,0
5495,500,1.0,6,35,43,32.7845366,-96.80043,0,0,0,0,1,0,0,0,0,0
5008,400,1.299999952,4,85,48,12.471481,-16.522962,0,0,0,0,0,0,0,1,0,0
2496,200,1.0,15,46,16,29.9086885,-90.0685934,0,0,0,0,1,0,0,0,0,0
7113,1000,8.0,12,45,48,14.722741,-17.258266,1,0,0,0,0,0,0,0,0,0
2066,650,0.600000024,8,58,15,13.2616023,-12.1089679,0,0,1,0,0,0,0,0,0,0
4260,120,0.74000001,19,36,30,-0.049577,-78.7742537,1,0,0,0,0,0,0,0,0,0
21,8000,6.0,10,45,42,14.093,-15.417,0,0,0,0,1,0,0,0,0,0
6120,100,0.382400006,20,60,48,15.5833,-13.1333,0,0,0,0,0,0,0,0,0,1
756,450,0.395920008,5,48,28,42.701848,-84.4821719,0,0,1,0,0,0,0,0,0,0
258,100,1.0,2,79,70,14.019646,-16.0640179,1,0,0,0,0,0,0,0,0,0
3808,150,0.5,9,66,48,13.68042,-16.50128,0,0,1,0,0,0,0,0,0,0
5711,6000,0.899999976,8,71,25,16.0326307,-16.4818167,0,0,0,0,0,0,0,1,0,0
2673,100,2.0,10,40,74,38.943046,-77.0291751,0,0,0,0,1,0,0,0,0,0
6505,250,0.200000003,11,70,48,12.8373481,-16.362568,0,0,0,0,0,0,0,1,0,0
3302,556,3.5,5,40,35,14.7747141,-17.267343,0,0,0,0,0,1,0,0,0,0
8138,40,0.5,15,40,48,15.4103452,-16.0860628,0,0,0,0,0,1,0,0,0,0
4511,900,1.293900013,12,50,70,14.444989,-17.015675,0,0,0,0,1,0,0,0,0,0
7848,6500,10.0,14,52,48,14.497401,-14.452362,1,0,0,0,0,0,0,0,0,0
4688,100,0.400000006,13,56,35,15.447002,-16.734308,0,0,0,0,0,1,0,0,0,0
3710,200,1.0,20,70,48,14.7448212,-17.5125165,0,0,0,0,1,0,0,0,0,0
6989,1200,1.0,5,42,63,13.8522276,-15.876004,1,0,0,0,0,0,0,0,0,0
3796,300,2.0,14,54,49,15.020096,-16.282324,0,0,0,0,1,0,0,0,0,0
6681,600,1.0,10,30,48,14.664357,-17.4371223,1,0,0,0,0,0,0,0,0,0
5316,50,1.0,6,62,7,14.8206267,-15.2926308,0,0,0,0,0,1,0,0,0,0
585,200,0.857200027,14,35,70,41.1334882,-81.7887765,0,0,1,0,0,0,0,0,0,0
1351,600,1.5,20,50,21,14.6965115,-16.458256,1,0,0,0,0,0,0,0,0,0
4020,100,1.0,5,62,49,15.270038,-14.05063,0,0,0,0,1,0,0,0,0,0
2891,600,2.0,10,67,48,14.7499663,-17.461208,0,0,0,0,1,0,0,0,0,0
8068,1008,2.0,9,65,35,14.7184079,-17.4719161,1,0,0,0,0,0,0,0,0,0
1820,250,1.0,20,52,8,16.029159,-16.5038288,0,0,0,0,0,1,0,0,0,0
7757,1300,2.0,8,35,56,14.8665572,-15.8994956,0,0,0,0,1,0,0,0,0,0
3996,560,0.75,6,59,97,14.6821999,-17.450951,1,0,0,0,0,0,0,0,0,0
3338,300,5.37319994,8,81,48,14.675627,-16.888346,1,0,0,0,0,0,0,0,0,0
5934,1800,5.0,9,58,48,40.80368379999999,-73.953276,1,0,0,0,0,0,0,0,0,0
6102,100,2.0,11,38,70,13.919217,-15.9259271,0,0,0,0,0,1,0,0,0,0
1296,1500,3.0,15,48,56,14.019646,-16.0640179,1,0,0,0,0,0,0,0,0,0
4205,2300,5.0,5,72,48,13.2756591,-14.2933813,0,0,0,0,1,0,0,0,0,0
3160,250,2.0,9,50,60,42.3770029,-71.11666009999999,1,0,0,0,0,0,0,0,0,0
2133,2000,5.0,26,42,80,14.176162,-15.35799,1,0,0,0,0,0,0,0,0,0
4788,400,2.0,10,55,54,14.4415617,-15.8290298,0,0,0,0,1,0,0,0,0,0
4749,900,1.0,11,28,48,14.908855,-15.771968,0,0,1,0,0,0,0,0,0,0
7262,500,0.5,5,43,25,16.0884876,-16.3684552,0,0,1,0,0,0,0,0,0,0
1676,500,2.0,12,52,35,15.51037,-13.263462,0,0,0,0,1,0,0,0,0,0
3214,50,0.5,5,69,28,15.0635034,-16.8710173,1,0,0,0,0,0,0,0,0,0
4816,200,1.0,5,32,52,15.0,-16.416667,1,0,0,0,0,0,0,0,0,0
737,1755,4.0,9,45,50,14.6734519,-17.4632496,1,0,0,0,0,0,0,0,0,0
8154,2700,2.0,8,57,45,13.43873,-15.8073816,1,0,0,0,0,0,0,0,0,0
998,500,2.0,5,56,48,14.066667,-15.1,0,0,1,0,0,0,0,0,0,0
8096,900,3.0,16,52,36,14.7119858,-15.9039005,1,0,0,0,0,0,0,0,0,0
4954,2000,4.0,10,40,56,14.270251,-15.9406128,0,0,0,0,1,0,0,0,0,0
4376,270,0.5,14,74,56,13.7712615,-15.5870096,0,0,1,0,0,0,0,0,0,0
1948,600,1.0,10,45,60,13.680992,-15.878883,0,0,0,0,1,0,0,0,0,0
8222,300,1.0,8,60,21,15.1696104,-13.7289167,0,0,0,0,0,0,0,0,0,1
4101,2000,2.0,20,35,63,13.959304,-16.348358,0,0,0,0,1,0,0,0,0,0
570,200,0.5,10,54,40,40.7379656,-73.9760519,0,0,0,0,1,0,0,0,0,0
1595,3240,4.0,17,62,50,13.68042,-16.50128,0,0,1,0,0,0,0,0,0,0
541,400,1.0,21,75,48,40.7982133,-77.8599084,1,0,0,0,0,0,0,0,0,0
7157,100,1.0,5,47,56,40.7982133,-77.8599084,0,0,0,0,0,1,0,0,0,0
5073,70,0.560000002,8,44,40,14.85,-16.0,0,0,0,0,0,1,0,0,0,0
2846,3000,6.0,26,47,63,14.128458,-15.7439194,0,0,0,0,1,0,0,0,0,0
6660,800,2.0,7,43,40,14.499522,-16.625093,1,0,0,0,0,0,0,0,0,0
7291,100,1.0,8,54,49,16.0084589,-16.165018,0,0,1,0,0,0,0,0,0,0
1882,950,0.600000024,6,51,37,16.2774911,-16.1389579,0,0,0,0,0,1,0,0,0,0
828,420,1.0,15,53,49,16.593767,-14.99098,0,0,1,0,0,0,0,0,0,0
6492,150,1.0,13,35,42,14.128458,-15.7439194,0,0,0,0,1,0,0,0,0,0
1803,175,0.25,17,57,48,12.8481657,-12.3549785,0,0,1,0,0,0,0,0,0,0
5173,100,1.5,6,53,42,15.0123286,-16.7323097,1,0,0,0,0,0,0,0,0,0
1313,350,2.0,7,67,48,15.703671,-15.841482,0,0,0,0,1,0,0,0,0,0
2448,700,2.0,10,58,43,15.020773,-15.902403,0,0,0,0,1,0,0,0,0,0
5456,1100,1.0,7,54,28,13.1336925,-11.967619,1,0,0,0,0,0,0,0,0,0
5931,50,0.25,8,68,42,12.8967418,-16.3478507,0,0,0,0,1,0,0,0,0,0
6886,2500,1.5,4,61,70,12.8373481,-16.362568,0,0,0,0,0,0,0,1,0,0
2742,350,2.0,8,60,8,41.6991133,-86.2387627,0,0,1,0,0,0,0,0,0,0
5649,120,1.0,6,45,63,16.0084589,-16.165018,0,0,0,0,1,0,0,0,0,0
4924,7500,3.0,14,67,49,15.4603765,-15.0579333,0,0,0,0,0,0,1,0,0,0
7642,300,2.0,11,60,14,15.4002994,-15.1536731,1,0,0,0,0,0,0,0,0,0
2944,2000,3.0,11,50,49,14.7443828,-16.6143944,1,0,0,0,0,0,0,0,0,0
3657,40,0.280000001,18,54,30,14.47593,-16.403219,0,0,0,0,0,1,0,0,0,0
3735,650,0.5,5,56,30,14.693436,-17.459282,0,0,0,0,0,0,0,1,0,0
2585,1200,0.5,6,46,50,13.075033,-15.61002,1,0,0,0,0,0,0,0,0,0
5954,250,1.0,4,65,42,15.574553,-14.804016,0,0,0,0,0,1,0,0,0,0
3495,250,1.0,7,56,4,39.612361,-104.893276,0,0,1,0,0,0,0,0,0,0
3262,4500,2.5,12,39,60,13.765256,-15.906284,0,0,1,0,0,0,0,0,0,0
4058,100,2.755700111,15,70,2,45.5056156,-73.61375919999999,1,0,0,0,0,0,0,0,0,0
7434,300,2.0,5,42,63,14.128483,-15.707421,0,0,0,0,1,0,0,0,0,0
1027,650,2.0,8,35,12,40.6413111,-73.77813909999999,1,0,0,0,0,0,0,0,0,0
3272,200,1.0,12,41,28,15.933752,-16.395218,0,0,0,0,0,1,0,0,0,0
7077,200,1.0,1,56,30,14.7578805,-17.4388037,0,0,0,0,1,0,0,0,0,0
2067,100,0.5,5,62,18,15.5261,-13.3977,0,0,0,0,1,0,0,0,0,0
2476,600,1.0,7,66,48,14.666424,-16.332558,0,0,0,0,1,0,0,0,0,0
7132,270,0.5,5,60,14,14.760996,-17.393216,0,0,0,0,0,0,0,0,0,1
7275,900,2.0,9,40,42,14.229619,-15.16475,1,0,0,0,0,0,0,0,0,0
700,1900,0.5,11,67,30,15.5105914,-13.2606265,0,0,0,0,0,0,0,0,0,1
5157,1500,0.5,7,45,30,39.193142,-106.82142,0,0,0,0,0,0,0,1,0,0
3617,280,0.349999994,7,40,42,12.471154,-16.372509,0,0,0,0,0,0,0,1,0,0
7888,800,3.0,10,47,49,14.6821999,-17.450951,0,0,0,0,1,0,0,0,0,0
4469,800,1.0,27,51,49,14.908855,-15.771968,0,0,1,0,0,0,0,0,0,0
3884,70,1.0,6,55,60,41.5661821,-87.5363015,1,0,0,0,0,0,0,0,0,0
2965,240,2.0,6,39,45,42.701848,-84.4821719,1,0,0,0,0,0,0,0,0,0
6795,11000,5.5,23,59,49,14.908855,-15.771968,1,0,0,0,0,0,0,0,0,0
6293,2000,3.0,10,57,48,13.680992,-15.878883,1,0,0,0,0,0,0,0,0,0
4914,200,1.5,10,60,52,14.697239,-15.646563,0,0,0,0,0,1,0,0,0,0
1368,1,0.0018,5,42,8,12.571675,-16.104181,0,0,0,0,1,0,0,0,0,0
5170,610,1.0,16,69,30,14.6821999,-17.450951,1,0,0,0,0,0,0,0,0,0
5894,1000,7.0,7,65,48,15.0337476,-16.4277792,0,0,0,0,1,0,0,0,0,0
46,600,0.737410009,10,65,28,13.849943,-13.742584,0,0,1,0,0,0,0,0,0,0
3621,1200,5.36300993,5,45,56,14.691,-17.4543767,0,0,0,0,1,0,0,0,0,0
1710,200,3.0,11,69,57,13.8522276,-15.876004,0,0,0,0,0,0,0,0,0,1
387,300,1.0,10,50,56,14.699949,-17.453964,0,0,0,0,0,1,0,0,0,0
7407,8000,8.0,19,38,50,14.8316297,-17.2449741,1,0,0,0,0,0,0,0,0,0
1039,50,1.0,10,74,48,14.714411,-17.153614,0,0,1,0,0,0,0,0,0,0
466,2300,2.5,9,55,7,24.7135517,46.6752957,1,0,0,0,0,0,0,0,0,0
7333,50,1.0,8,50,54,14.7860646,-16.9357918,0,0,0,0,0,1,0,0,0,0
3004,1000,15.0,10,63,36,14.128458,-15.7439194,0,0,0,0,1,0,0,0,0,0
4207,140,3.0,7,93,48,15.0123286,-16.7323097,1,0,0,0,0,0,0,0,0,0
6747,500,0.300000012,7,53,25,14.497401,-14.452362,1,0,0,0,0,0,0,0,0,0
4721,50,0.5,11,52,40,14.093,-15.417,0,0,0,0,0,1,0,0,0,0
1872,350,2.0,5,38,35,14.874167,-16.303368,1,0,0,0,0,0,0,0,0,0
6509,1000,1.0,8,42,40,13.995527,-15.719152,1,0,0,0,0,0,0,0,0,0
2280,200,0.262600005,9,28,42,13.7725888,-13.6710059,0,0,1,0,0,0,0,0,0,0
7685,5000,3.0,6,59,49,12.7924409,-15.9685189,1,0,0,0,0,0,0,0,0,0
4365,1000,1.5,5,20,49,13.8522276,-15.876004,0,0,0,0,1,0,0,0,0,0
7029,25,1.0,7,45,6,45.5154553,-73.5623129,0,0,0,0,1,0,0,0,0,0
848,250,1.0,14,58,28,14.7107147,-17.4584434,1,0,0,0,0,0,0,0,0,0
2857,250,1.0,36,37,56,12.571675,-16.104181,0,0,1,0,0,0,0,0,0,0
4953,1000,3.0,10,40,56,14.270251,-15.9406128,0,0,1,0,0,0,0,0,0,0
130,800,1.0,14,47,42,15.892493,-15.901859,0,0,1,0,0,0,0,0,0,0
693,500,0.109800003,8,37,48,15.0285048,-16.9011849,1,0,0,0,0,0,0,0,0,0
1383,200,1.0,4,42,56,14.908855,-15.771968,0,0,0,0,1,0,0,0,0,0
4462,300,2.0,10,37,5,14.9026699,-12.4638538,0,0,0,0,1,0,0,0,0,0
5867,50,0.200000003,10,55,16,14.23725,-16.521246,0,0,0,0,0,1,0,0,0,0
3942,200,1.0,15,40,49,14.497401,-14.452362,0,0,0,0,0,0,0,0,0,1
4459,340,2.0,7,62,6,13.075033,-15.61002,0,0,0,0,0,1,0,0,0,0
5287,150,1.0,11,37,56,14.3467,-16.1555,0,0,0,0,1,0,0,0,0,0
4175,50,1.0,8,50,49,14.8416177,-15.8742244,0,0,1,0,0,0,0,0,0,0
4257,300,2.79550004,15,41,70,14.7654117,-17.3923153,0,0,0,0,1,0,0,0,0,0
7542,200,0.5,5,55,36,15.17734,-16.304724,0,0,0,0,1,0,0,0,0,0
502,2000,3.0,9,50,46,14.8349101,-15.9007005,1,0,0,0,0,0,0,0,0,0
6903,700,1.5,16,53,45,13.6928389,-15.5341249,0,0,1,0,0,0,0,0,0,0
8124,300,2.0,11,63,48,14.0237471,-15.1873049,0,0,0,0,1,0,0,0,0,0
3126,50,2.0,25,45,30,14.128458,-15.7439194,0,0,0,0,0,0,0,0,0,1
6383,100,0.349999994,9,43,35,14.5714767,-17.0559502,0,0,0,0,0,0,0,0,0,1
2839,4500,10.0,8,32,48,14.6821999,-17.450951,0,0,1,0,0,0,0,0,0,0
2953,570,2.0,7,32,49,14.2,-16.083333,0,0,0,0,0,0,0,0,0,1
5879,1500,2.0,10,42,56,40.7982133,-77.8599084,0,0,0,0,1,0,0,0,0,0
6999,275,0.25,13,35,42,14.0237471,-15.1873049,0,0,0,0,0,0,0,0,0,1
1390,845,1.5,8,40,35,12.912297,-13.96574,0,0,1,0,0,0,0,0,0,0
3716,200,1.0,7,35,60,13.765256,-15.906284,1,0,0,0,0,0,0,0,0,0
3285,100,0.5,4,70,35,14.7396137,-17.4727184,1,0,0,0,0,0,0,0,0,0
5997,80,0.5,15,50,49,16.029159,-16.5038288,0,0,0,0,0,1,0,0,0,0
3415,40,0.280000001,26,52,26,14.227195,-16.577591,0,0,0,0,0,1,0,0,0,0
1752,800,2.0,13,79,48,15.0482502,-16.8178377,0,0,0,0,1,0,0,0,0,0
8224,750,7.0,10,45,8,12.5683796,-16.1219048,0,0,0,0,0,0,0,1,0,0
8156,1000,1.0,8,57,45,13.43873,-15.8073816,0,0,0,0,0,0,0,1,0,0
7866,1100,2.0,9,35,49,46.78174629999999,-71.2747424,0,0,0,0,1,0,0,0,0,0
3504,800,2.0,6,66,6,14.7145281,-17.2723371,0,0,0,0,0,0,0,1,0,0
5651,500,1.0,9,65,48,45.5125995,-73.56059549999999,1,0,0,0,0,0,0,0,0,0
719,16,0.100000001,7,31,40,38.8037704,-77.06238069999999,0,0,0,0,0,1,0,0,0,0
185,900,2.0,4,42,48,14.6821999,-17.450951,0,0,0,0,0,0,0,1,0,0
5329,300,1.0,5,58,48,14.7701521,-17.3606593,0,0,1,0,0,0,0,0,0,0
5388,400,1.0,12,43,48,14.2573123,-15.3505611,0,0,1,0,0,0,0,0,0,0
3799,150,0.400000006,4,72,42,12.927011,-16.226143,0,0,0,0,1,0,0,0,0,0
3108,1500,2.0,8,30,63,15.077949,-16.3483069,0,0,0,0,1,0,0,0,0,0
8018,1300,1.25,16,43,14,14.6821999,-17.450951,0,0,1,0,0,0,0,0,0,0
4956,500,2.0,14,52,56,14.7252639,-16.5672462,0,0,0,0,1,0,0,0,0,0
6438,700,6.0,14,52,56,13.995527,-15.719152,0,0,0,0,1,0,0,0,0,0
5004,1000,1.5,10,50,75,14.483333,-15.5,0,0,0,0,1,0,0,0,0,0
1690,700,2.0,4,70,48,15.278264,-16.451439,0,0,0,0,1,0,0,0,0,0
6889,900,1.427099943,12,26,50,12.9311243,-14.2014466,0,0,1,0,0,0,0,0,0,0
3989,9000,1.5,14,66,49,14.6964336,-16.4768577,0,0,0,0,0,0,1,0,0,0
4873,3500,2.0,12,77,48,15.82137,-16.181021,0,0,0,0,1,0,0,0,0,0
