,id_men,culture_label,production_kg,superficie,villages,taille_menage,age,nbre_heure_travail,lat,lng
0,1,Arachide,1500,3.0,Ngouye,15,50,28.0,14.36715,-16.441645
1,1,Mais,500,1.0,Ngouye,15,50,28.0,14.36715,-16.441645
2,1,Mil,1100,2.0,Ngouye,15,50,28.0,14.36715,-16.441645
3,2,Arachide,750,1.0,Tuabou,3,73,43.69523604688676,14.8665572,-15.8994956
4,2,Mais,1000,1.0,Tuabou,3,73,43.69523604688676,14.8665572,-15.8994956
5,2,Mil,700,1.0,Tuabou,3,73,43.69523604688676,14.8665572,-15.8994956
6,3,Arachide,7000,11.0,Loumene   Momath,27,40,56.0,15.48839,-15.944754
7,3,Mais,400,2.0,Loumene   Momath,27,40,56.0,15.48839,-15.944754
8,3,Mil,2000,5.0,Loumene   Momath,27,40,56.0,15.48839,-15.944754
9,4,Arachide,150,0.25,Goundafa,9,52,2.0,13.839155,-12.309654
10,4,Mais,250,1.0,Goundafa,9,52,2.0,13.839155,-12.309654
11,5,Arachide,312,2.0,Thieye Thieye,6,44,35.0,14.7384546,-17.4677088
12,5,Mil,300,1.0,Thieye Thieye,6,44,35.0,14.7384546,-17.4677088
13,5,Niebe,150,1.0,Thieye Thieye,6,44,35.0,14.7384546,-17.4677088
14,6,Arachide,200,1.0,MBELOGNE,6,65,43.69523604688676,15.612929,-14.387781
15,6,Mil,300,1.0,MBELOGNE,6,65,43.69523604688676,15.612929,-14.387781
16,7,Bissap,200,1.0,Thor,5,73,43.69523604688676,41.5256358,-86.0134341
17,8,Arachide,1100,2.599999905,Fadial serrere,7,75,35.0,14.1631187,-16.7691712
18,8,Mil,935,2.0,Fadial serrere,7,75,35.0,14.1631187,-16.7691712
19,9,Arachide,7000,6.0,Darou Minam,10,45,42.0,14.093,-15.417
20,9,Mais,4000,2.0,Darou Minam,10,45,42.0,14.093,-15.417
21,9,Mil,8000,6.0,Darou Minam,10,45,42.0,14.093,-15.417
22,10,Arachide,100,0.5,Tirnguel,9,68,56.0,15.0711111,-15.4861111
23,10,Mil,100,0.5,Tirnguel,9,68,56.0,15.0711111,-15.4861111
24,10,Niebe,50,0.5,Tirnguel,9,68,56.0,15.0711111,-15.4861111
25,11,Mil,1100,1.5,Touba,14,70,43.69523604688676,14.8665572,-15.8994956
26,12,Arachide,2200,3.5,Mampatim,13,65,45.0,12.8924707,-14.3355527
27,12,Mais,0,1.0,Mampatim,13,65,45.0,12.8924707,-14.3355527
28,12,Riz,50,0.119999997,Mampatim,13,65,45.0,12.8924707,-14.3355527
29,12,Sorgho,1200,2.5,Mampatim,13,65,45.0,12.8924707,-14.3355527
33,14,Menthe,500,0.25,Bambilor,10,38,56.0,14.79959,-17.183611
34,15,Arachide,500,4.0,Keur  goumb,10,62,92.0,14.908855,-15.771968
35,15,Mil,2500,4.0,Keur  goumb,10,62,92.0,14.908855,-15.771968
39,17,Arachide,1440,2.0,Bantagnima,21,65,49.0,12.75,-15.166667
40,18,Mais,100,0.25,Ebarack,5,48,6.0,40.7794366,-73.963244
41,19,Arachide,3250,3.5,Kankėlėfa,12,66,42.0,14.8474389,-12.989615
42,19,Mais,2275,3.0,Kankėlėfa,12,66,42.0,14.8474389,-12.989615
43,19,Sorgho,850,1.5,Kankėlėfa,12,66,42.0,14.8474389,-12.989615
44,20,Mil,100,0.159999996,Gethie,4,36,87.0,45.5154553,-73.5623129
45,21,Arachide,16,0.037999999,Sinthiang Diouma,10,49,55.0,14.774882,-16.949684
46,21,Mais,1950,1.551800013,Sinthiang Diouma,10,49,55.0,14.774882,-16.949684
47,22,Arachide,750,2.0,Maka fall,28,85,10.0,41.2666662,-96.1301714
48,22,Manioc,8000,2.0,Maka fall,28,85,10.0,41.2666662,-96.1301714
49,22,Mil,800,2.0,Maka fall,28,85,10.0,41.2666662,-96.1301714
50,22,Niebe,150,1.0,Maka fall,28,85,10.0,41.2666662,-96.1301714
51,23,Sorgho,50,0.308800012,Horndolde,33,35,5.0,15.4820724,-12.969461
52,24,Arachide,1600,3.072520018,Sare moussa loum,10,65,28.0,13.849943,-13.742584
53,24,Mais,600,0.737410009,Sare moussa loum,10,65,28.0,13.849943,-13.742584
54,24,Mil,750,0.890630007,Sare moussa loum,10,65,28.0,13.849943,-13.742584
55,25,Arachide,200,3.0,Medoune  ndiaye  b,6,72,43.69523604688676,40.72951339999999,-73.9964609
56,26,Arachide,600,1.0,Soboulde,7,56,2.0,13.1685154,-15.0937378
57,26,Riz,150,1.0,Soboulde,7,56,2.0,13.1685154,-15.0937378
58,27,Arachide,400,3.0,Dendeye,4,40,36.0,14.7158,-16.0364
59,27,Mil,280,2.0,Dendeye,4,40,36.0,14.7158,-16.0364
60,28,Arachide,500,1.0,Somb,8,60,9.0,14.423295,-16.2136689
61,28,Mil,700,1.0,Somb,8,60,9.0,14.423295,-16.2136689
62,28,Niebe,80,1.0,Somb,8,60,9.0,14.423295,-16.2136689
66,30,Arachide,2250,1.0,Deleko pathe,4,35,49.0,40.1019523,-88.2271615
67,30,Mil,350,0.5,Deleko pathe,4,35,49.0,40.1019523,-88.2271615
68,30,Riz,140,0.5,Deleko pathe,4,35,49.0,40.1019523,-88.2271615
69,31,Arachide,4600,1.5,Médina gounass,35,57,18.0,13.146617,-13.752088
70,31,Mais,4600,3.0,Médina gounass,35,57,18.0,13.146617,-13.752088
71,31,Riz,400,0.5,Médina gounass,35,57,18.0,13.146617,-13.752088
72,32,Mil,150,0.449999988,Adeane,10,42,35.0,12.6267874,-16.0140586
73,32,Riz,441,0.550000012,Adeane,10,42,35.0,12.6267874,-16.0140586
78,34,Arachide,900,3.0,Darou  ndiawene,12,35,49.0,16.0282465,-16.4832893
79,34,Mais,50,1.0,Darou  ndiawene,12,35,49.0,16.0282465,-16.4832893
80,34,Mil,200,2.0,Darou  ndiawene,12,35,49.0,16.0282465,-16.4832893
81,35,Arachide,600,1.5,Ndiarno ricadji 1,9,37,56.0,15.474907,-16.232817
82,35,Mil,400,2.0,Ndiarno ricadji 1,9,37,56.0,15.474907,-16.232817
83,36,Riz,300,0.349999994,Baila,6,47,42.0,12.8967418,-16.3478507
88,38,Mil,600,2.0,Médina torobe,10,30,9.0,15.401699,-13.2055019
89,39,Mil,600,1.0,Karthiack,12,55,72.0,12.85892,-16.501341
90,39,Riz,2500,1.0,Karthiack,12,55,72.0,12.85892,-16.501341
91,40,Arachide,100,1.0,Dira pont,4,33,10.0,12.5892062,-16.2627264
92,40,Mais,200,0.75,Dira pont,4,33,10.0,12.5892062,-16.2627264
93,41,Sorgho,720,1.0,Tuabou,12,50,89.0,14.8665572,-15.8994956
94,42,Niebe,100,1.0,Thiarene,7,84,43.69523604688676,15.7670613,-13.4771899
95,43,Arachide,200,0.5,Koar,9,42,8.0,13.7725888,-13.6710059
96,43,Mais,50,0.25,Koar,9,42,8.0,13.7725888,-13.6710059
97,43,Mil,500,1.0,Koar,9,42,8.0,13.7725888,-13.6710059
98,43,Sorgho,250,2.0,Koar,9,42,8.0,13.7725888,-13.6710059
99,44,Arachide,800,1.0,Ngalagne,6,70,48.0,14.572845,-16.437431
100,44,Mil,1000,2.0,Ngalagne,6,70,48.0,14.572845,-16.437431
101,45,Arachide,500,0.713800013,Nguarigne,8,48,70.0,14.4774056,-17.035489
102,45,Mil,250,0.547599971,Nguarigne,8,48,70.0,14.4774056,-17.035489
103,46,Arachide,6000,6.0,Keur guéladio,6,37,56.0,14.908855,-15.771968
104,46,Mais,1500,3.0,Keur guéladio,6,37,56.0,14.908855,-15.771968
105,46,Mil,2000,5.0,Keur guéladio,6,37,56.0,14.908855,-15.771968
106,47,Arachide,1800,1.992200017,Sithiou dimbou mina,9,35,70.0,14.850942,-16.291102
107,47,Mil,2500,1.564800024,Sithiou dimbou mina,9,35,70.0,14.850942,-16.291102
108,48,Arachide,300,1.0,Mbodiène,7,49,6.0,14.2304389,-16.8679899
109,48,Mil,200,1.0,Mbodiène,7,49,6.0,14.2304389,-16.8679899
110,49,Arachide,1250,3.0,Sare boyly,10,20,48.0,37.22551,-80.4231382
111,49,Mais,600,2.0,Sare boyly,10,20,48.0,37.22551,-80.4231382
112,49,Mil,1000,2.0,Sare boyly,10,20,48.0,37.22551,-80.4231382
113,50,Bissap,105,1.0,Keur mousseu,6,55,54.0,14.7802142,-17.1159605
114,51,Riz,2800,0.5,Pendao,13,36,80.0,16.620322,-15.089071
115,52,Arachide,1450,10.0,Ndiossy,19,77,14.0,14.6373423,-17.0879032
116,52,Mil,500,10.0,Ndiossy,19,77,14.0,14.6373423,-17.0879032
117,52,Niebe,1500,10.0,Ndiossy,19,77,14.0,14.6373423,-17.0879032
118,53,Mil,400,2.0,Ouro Sidy,12,56,9.0,15.416667,-13.183333
119,53,Sorgho,200,0.5,Ouro Sidy,12,56,9.0,15.416667,-13.183333
120,54,Arachide,500,3.0,Nghaye,14,71,43.69523604688676,14.819,-16.0468
121,54,Mil,2400,5.0,Nghaye,14,71,43.69523604688676,14.819,-16.0468
122,55,Arachide,1500,2.0,Diout nguel,5,65,10.0,33.6404952,-117.8442962
123,55,Mil,1000,2.0,Diout nguel,5,65,10.0,33.6404952,-117.8442962
127,57,Mais,1350,1.0,Missirah,12,32,56.0,13.68042,-16.50128
128,57,Mil,850,1.0,Missirah,12,32,56.0,13.68042,-16.50128
129,57,Sorgho,900,1.0,Missirah,12,32,56.0,13.68042,-16.50128
130,58,Mil,350,1.0,Mbatar diop,12,50,40.0,14.499522,-16.625093
131,59,Mil,2000,5.0,Missirah mouride,4,50,48.0,13.68042,-16.50128
132,60,Arachide,70,0.5,Mboul,9,61,25.0,14.4228422,-16.9653756
137,62,Arachide,5500,4.974400043,Medina alpha,9,67,35.0,29.3499956,-98.69243120000002
138,62,Mil,150,0.250400007,Medina alpha,9,67,35.0,29.3499956,-98.69243120000002
139,62,Sorgho,160,0.441399992,Medina alpha,9,67,35.0,29.3499956,-98.69243120000002
140,63,Arachide,500,1.0,Botaw,6,65,6.0,41.1056159,-85.1862888
141,63,Sorgho,100,1.0,Botaw,6,65,6.0,41.1056159,-85.1862888
142,64,Arachide,1600,1.0,Bambato,5,60,6.0,12.6052118,-15.6573821
143,64,Riz,2500,1.0,Bambato,5,60,6.0,12.6052118,-15.6573821
144,65,Arachide,560,2.0,Ndiama,5,60,6.0,12.9356273,-15.5899413
145,65,Mil,600,2.0,Ndiama,5,60,6.0,12.9356273,-15.5899413
146,65,Riz,840,3.0,Ndiama,5,60,6.0,12.9356273,-15.5899413
150,67,Mil,300,0.600000024,Bindago,8,55,25.0,14.497401,-14.452362
151,67,Riz,200,0.200000003,Bindago,8,55,25.0,14.497401,-14.452362
152,68,Sorgho,4500,1.0,Yafera,4,69,80.0,14.774572,-12.2939589
153,69,Arachide,900,1.0,Keur Aly Samba,7,69,42.0,13.680992,-15.878883
154,69,Mais,1100,1.0,Keur Aly Samba,7,69,42.0,13.680992,-15.878883
155,70,Riz,950,0.899999976,Madina El hadji souane,12,47,35.0,12.6982299,-15.8453924
156,70,Sesame,50,0.5,Madina El hadji souane,12,47,35.0,12.6982299,-15.8453924
157,71,Arachide,500,1.0,Ndame Lo,14,47,42.0,15.892493,-15.901859
158,71,Mais,800,1.0,Ndame Lo,14,47,42.0,15.892493,-15.901859
159,71,Mil,600,1.0,Ndame Lo,14,47,42.0,15.892493,-15.901859
160,72,Arachide,8000,15.0,Syll thiakhene,20,48,48.0,13.9779361,-14.562614
161,72,Mais,6000,10.0,Syll thiakhene,20,48,48.0,13.9779361,-14.562614
162,72,Mil,4500,10.0,Syll thiakhene,20,48,48.0,13.9779361,-14.562614
166,74,Mil,147,0.400000006,Djifanghor,8,44,54.0,12.567655,-16.225212
167,74,Riz,250,0.400000006,Djifanghor,8,44,54.0,12.567655,-16.225212
168,75,Arachide,800,2.0,Keur makandji,14,50,63.0,15.643805,-15.928737
169,75,Mais,1000,2.0,Keur makandji,14,50,63.0,15.643805,-15.928737
170,75,Mil,2000,2.0,Keur makandji,14,50,63.0,15.643805,-15.928737
174,77,Riz,450,0.5,Niaguis,17,60,35.0,12.568263,-16.172958
175,78,Arachide,450,2.0,Beude forage,9,55,54.0,15.181099,-16.5716
176,78,Mil,400,1.0,Beude forage,9,55,54.0,15.181099,-16.5716
177,78,Niebe,100,2.0,Beude forage,9,55,54.0,15.181099,-16.5716
178,79,Mil,0,3.0,Bantagnima,9,40,35.0,12.75,-15.166667
179,79,Sesame,90,1.0,Bantagnima,9,40,35.0,12.75,-15.166667
180,80,Riz,1850,1.5,Tambacounba,21,55,35.0,13.7725888,-13.6710059
181,80,Sesame,200,1.0,Tambacounba,21,55,35.0,13.7725888,-13.6710059
182,81,Arachide,400,1.5,Balmadou,10,45,60.0,12.6243991,-15.8591213
183,81,Mais,50,0.5,Balmadou,10,45,60.0,12.6243991,-15.8591213
184,81,Riz,960,1.0,Balmadou,10,45,60.0,12.6243991,-15.8591213
189,83,Arachide,1000,2.0,Ndiarno ricadji 1,7,31,56.0,15.474907,-16.232817
190,83,Mil,400,1.0,Ndiarno ricadji 1,7,31,56.0,15.474907,-16.232817
191,84,Mais,550,1.0,BARKATOU,12,65,5.0,15.6600225,-13.2576906
192,84,Sorgho,50,1.183300018,BARKATOU,12,65,5.0,15.6600225,-13.2576906
193,85,Arachide,900,2.0,Thioyene,10,66,42.0,14.303292,-14.898275
194,85,Mil,900,2.0,Thioyene,10,66,42.0,14.303292,-14.898275
196,87,Arachide,450,1.0,NDOFFENE,7,59,48.0,13.919217,-15.9259271
197,87,Mil,500,1.5,NDOFFENE,7,59,48.0,13.919217,-15.9259271
198,87,Niebe,80,0.5,NDOFFENE,7,59,48.0,13.919217,-15.9259271
199,88,Arachide,150,2.5,Keur Souka,10,54,49.0,14.908855,-15.771968
200,88,Mil,1000,2.0,Keur Souka,10,54,49.0,14.908855,-15.771968
201,89,Mais,1300,2.0,Branssan,8,50,56.0,48.4231485,-123.366676
202,89,Riz,800,1.0,Branssan,8,50,56.0,48.4231485,-123.366676
203,89,Sorgho,900,1.0,Branssan,8,50,56.0,48.4231485,-123.366676
204,90,Arachide,1500,2.0,BADIARY,4,38,42.0,14.497401,-14.452362
205,90,Mil,850,1.5,BADIARY,4,38,42.0,14.497401,-14.452362
206,91,Arachide,500,4.5,Touba  Samaly,4,45,49.0,14.8665572,-15.8994956
207,91,Mais,60,0.5,Touba  Samaly,4,45,49.0,14.8665572,-15.8994956
208,91,Mil,200,1.5,Touba  Samaly,4,45,49.0,14.8665572,-15.8994956
209,91,Niebe,150,0.5,Touba  Samaly,4,45,49.0,14.8665572,-15.8994956
210,92,Riz,150,0.300000012,Badiana,5,69,49.0,12.9161429,-16.4361702
211,93,Arachide,700,1.0,Maka kahone,7,45,4.0,14.155166,-16.037436
212,93,Mil,800,2.0,Maka kahone,7,45,4.0,14.155166,-16.037436
213,94,Arachide,250,1.0,Mboul,13,67,49.0,14.4228422,-16.9653756
219,97,Arachide,1120,0.300000012,Bokhol,6,56,35.0,16.516667,-15.4
220,97,Riz,3500,0.5,Bokhol,6,56,35.0,16.516667,-15.4
226,100,Mais,850,1.25,Pelele Kindessa,9,31,42.0,12.3735906,-12.3836197
227,101,Sorgho,400,1.0,Houdallaye,3,65,49.0,14.192155,-12.228227
228,102,Mil,400,1.0,Tomba bantan gnima,10,55,70.0,38.8985658,-77.04428419999999
229,102,Riz,150,0.5,Tomba bantan gnima,10,55,70.0,38.8985658,-77.04428419999999
230,103,Arachide,2000,4.0,Medinandrame,4,42,43.69523604688676,14.6821999,-17.450951
231,103,Mais,600,2.0,Medinandrame,4,42,43.69523604688676,14.6821999,-17.450951
232,103,Mil,800,2.0,Medinandrame,4,42,43.69523604688676,14.6821999,-17.450951
233,103,Riz,900,2.0,Medinandrame,4,42,43.69523604688676,14.6821999,-17.450951
234,103,Sorgho,900,3.0,Medinandrame,4,42,43.69523604688676,14.6821999,-17.450951
235,104,Arachide,1000,2.0,Diopcounda,15,60,42.0,15.6126361,-13.2300874
236,104,Mais,200,1.0,Diopcounda,15,60,42.0,15.6126361,-13.2300874
237,104,Mil,500,2.0,Diopcounda,15,60,42.0,15.6126361,-13.2300874
238,104,Riz,1000,3.0,Diopcounda,15,60,42.0,15.6126361,-13.2300874
239,105,Arachide,2100,2.0,Idamouride,17,66,56.0,13.9876,-14.6644
240,105,Mais,450,1.0,Idamouride,17,66,56.0,13.9876,-14.6644
241,105,Mil,700,1.0,Idamouride,17,66,56.0,13.9876,-14.6644
242,106,Gombo,450,0.5,Fouloum,5,65,43.69523604688676,14.497401,-14.452362
243,107,Riz,450,0.150000006,Kahinda,6,46,40.0,12.488625,-16.529349
244,108,Mais,150,0.286000013,Cap skirring,3,38,45.0,12.3614049,-16.7146184
245,109,Arachide,1700,5.0,Nguidile,10,70,38.0,15.4370399,-15.2194808
246,109,Mil,482,3.0,Nguidile,10,70,38.0,15.4370399,-15.2194808
247,109,Niebe,350,3.0,Nguidile,10,70,38.0,15.4370399,-15.2194808
248,110,Arachide,200,0.5,Ede,3,25,50.0,14.7497406,-17.5100452
249,110,Mil,650,2.0,Ede,3,25,50.0,14.7497406,-17.5100452
250,111,Arachide,0,1.0,Nguith,20,60,42.0,15.4002994,-15.1536731
251,111,Mil,0,0.5,Nguith,20,60,42.0,15.4002994,-15.1536731
252,111,Niebe,300,1.0,Nguith,20,60,42.0,15.4002994,-15.1536731
254,113,Arachide,3000,5.0,Médina kanene,16,55,49.0,14.6821999,-17.450951
255,113,Mais,2000,2.0,Médina kanene,16,55,49.0,14.6821999,-17.450951
256,113,Mil,600,2.0,Médina kanene,16,55,49.0,14.6821999,-17.450951
257,113,Sorgho,300,1.0,Médina kanene,16,55,49.0,14.6821999,-17.450951
258,114,Arachide,575,0.75,Saré Diaé,7,48,42.0,12.7,-15.25
259,114,Mais,547,0.75,Saré Diaé,7,48,42.0,12.7,-15.25
260,114,Riz,200,0.5,Saré Diaé,7,48,42.0,12.7,-15.25
261,114,Sorgho,750,1.0,Saré Diaé,7,48,42.0,12.7,-15.25
262,115,Arachide,1600,4.0,Kahi,16,43,46.0,14.1321,-15.5533
263,115,Mil,1000,4.0,Kahi,16,43,46.0,14.1321,-15.5533
266,117,Riz,800,1.0,Diagnon,15,48,36.0,12.583333,-15.966667
267,118,Mais,3300,3.0,Brandoufary,9,45,42.0,12.7033366,-12.2547919
268,119,Arachide,80,2.0,Londior ,9,57,32.0,14.270251,-15.9406128
269,119,Mil,1600,3.0,Londior ,9,57,32.0,14.270251,-15.9406128
270,119,Niebe,80,1.0,Londior ,9,57,32.0,14.270251,-15.9406128
271,120,Arachide,900,3.0,Gagnick khodjil,6,30,43.69523604688676,14.270251,-15.9406128
272,120,Mil,800,2.0,Gagnick khodjil,6,30,43.69523604688676,14.270251,-15.9406128
273,120,Niebe,300,2.0,Gagnick khodjil,6,30,43.69523604688676,14.270251,-15.9406128
274,121,Riz,700,0.899999976,Singhere mandingue,8,75,20.0,12.672876,-15.909299
275,121,Sesame,85,1.0,Singhere mandingue,8,75,20.0,12.672876,-15.909299
276,122,Arachide,462,0.25,Hafia Mbemba,17,76,42.0,32.7940463,34.989571
277,122,Mais,773,0.5,Hafia Mbemba,17,76,42.0,32.7940463,34.989571
278,122,Niebe,43,0.25,Hafia Mbemba,17,76,42.0,32.7940463,34.989571
279,122,Sorgho,2600,2.5,Hafia Mbemba,17,76,42.0,32.7940463,34.989571
280,123,Arachide,500,0.5,Mbary,9,68,56.0,45.4847268,-73.627969
281,123,Mil,1000,1.0,Mbary,9,68,56.0,45.4847268,-73.627969
282,123,Niebe,250,0.400000006,Mbary,9,68,56.0,45.4847268,-73.627969
283,124,Niebe,360,2.5,Golonde,5,56,42.0,14.4370653,-17.0016412
284,125,Mil,100,2.0,Patouky,3,50,49.0,14.7498382,-17.4714214
285,126,Arachide,350,1.799999952,Sakh,6,50,35.0,36.0686895,-94.1748471
286,126,Mil,500,2.0,Sakh,6,50,35.0,36.0686895,-94.1748471
287,127,Arachide,600,2.0,Karcia,5,50,70.0,12.8997479,-14.9359544
288,127,Mais,300,1.0,Karcia,5,50,70.0,12.8997479,-14.9359544
289,127,Mil,150,1.0,Karcia,5,50,70.0,12.8997479,-14.9359544
290,128,Mil,50,1.0,Keurserignediebel,9,45,56.0,14.908855,-15.771968
291,128,Sesame,200,1.0,Keurserignediebel,9,45,56.0,14.908855,-15.771968
292,129,Arachide,4000,7.0,Fass gounass,6,30,54.0,14.691,-17.4543767
293,129,Mais,4800,7.0,Fass gounass,6,30,54.0,14.691,-17.4543767
294,130,Arachide,350,0.5,Koulandiang,16,58,20.0,14.497401,-14.452362
295,130,Mil,45,0.5,Koulandiang,16,58,20.0,14.497401,-14.452362
296,130,Riz,2500,0.5,Koulandiang,16,58,20.0,14.497401,-14.452362
300,132,Arachide,300,3.0,Ngoundiane  samel,23,76,43.69523604688676,14.718494,-16.737057
301,132,Mil,200,2.5,Ngoundiane  samel,23,76,43.69523604688676,14.718494,-16.737057
302,133,Arachide,500,0.5,Niankitte,12,45,49.0,12.972688,-16.229309
303,133,Mil,100,0.400000006,Niankitte,12,45,49.0,12.972688,-16.229309
304,134,Pasteque,3500,1.0,Golonde,6,60,35.0,14.4370653,-17.0016412
305,135,Mil,650,1.5,NDINDY,10,49,20.0,14.8943707,-16.2036778
306,135,Niebe,25,0.5,NDINDY,10,49,20.0,14.8943707,-16.2036778
307,136,Arachide,1500,2.0,Maka kahone,8,53,4.0,14.155166,-16.037436
308,136,Mil,900,1.0,Maka kahone,8,53,4.0,14.155166,-16.037436
309,137,Niebe,30,1.0,Gantour,10,56,56.0,15.890622,-16.425352
310,138,Mais,50,1.0,Khourou ndiobene,8,65,43.69523604688676,14.2573123,-15.3505611
311,139,Arachide,800,1.0,Diegoune,12,61,71.0,12.8373481,-16.362568
312,139,Riz,900,0.5,Diegoune,12,61,71.0,12.8373481,-16.362568
313,140,Arachide,100,1.0,Ndiedieng,2,79,70.0,14.019646,-16.0640179
314,140,Mil,500,1.0,Ndiedieng,2,79,70.0,14.019646,-16.0640179
315,140,Niebe,50,0.5,Ndiedieng,2,79,70.0,14.019646,-16.0640179
318,142,Arachide,500,7.0,Wardiakhal,9,45,63.0,14.128458,-15.7439194
319,142,Mil,300,3.0,Wardiakhal,9,45,63.0,14.128458,-15.7439194
320,143,Arachide,2000,5.0,Darou  ndawene,12,70,26.0,16.0282465,-16.4832893
321,143,Mais,300,2.0,Darou  ndawene,12,70,26.0,16.0282465,-16.4832893
322,143,Mil,500,3.0,Darou  ndawene,12,70,26.0,16.0282465,-16.4832893
323,143,Sorgho,0,2.0,Darou  ndawene,12,70,26.0,16.0282465,-16.4832893
324,144,Mil,600,1.0,Thiafaly,7,48,49.0,14.8120373,-16.9373361
326,146,Arachide,0,3.0,Gorom 3,10,52,70.0,14.7894438,-17.1791366
327,146,Mais,250,1.5,Gorom 3,10,52,70.0,14.7894438,-17.1791366
328,147,Arachide,3000,5.0,Taofekh,12,60,36.0,14.6565611,-16.2315917
329,147,Mais,600,2.0,Taofekh,12,60,36.0,14.6565611,-16.2315917
330,147,Mil,800,3.0,Taofekh,12,60,36.0,14.6565611,-16.2315917
331,147,Sesame,100,1.0,Taofekh,12,60,36.0,14.6565611,-16.2315917
332,148,Arachide,600,4.0,Bounfassow,11,84,43.69523604688676,14.722741,-17.258266
333,148,Mil,800,3.0,Bounfassow,11,84,43.69523604688676,14.722741,-17.258266
334,148,Niebe,75,1.0,Bounfassow,11,84,43.69523604688676,14.722741,-17.258266
335,148,Pasteque,700,1.0,Bounfassow,11,84,43.69523604688676,14.722741,-17.258266
336,149,Arachide,350,1.0,Ndendory,5,28,5.0,15.3409,-13.0468
337,149,Sorgho,400,2.5,Ndendory,5,28,5.0,15.3409,-13.0468
338,150,Mil,600,1.0,Houdallaye,2,56,49.0,14.192155,-12.228227
339,150,Sorgho,300,0.75,Houdallaye,2,56,49.0,14.192155,-12.228227
340,151,Arachide,900,2.0,Djilor,9,78,43.69523604688676,14.0566349,-16.3353419
341,151,Mil,1000,2.0,Djilor,9,78,43.69523604688676,14.0566349,-16.3353419
346,153,Arachide,1600,3.0,Sagatta gueth,12,51,90.0,15.2820089,-16.1713267
347,153,Mil,1000,2.0,Sagatta gueth,12,51,90.0,15.2820089,-16.1713267
348,153,Niebe,600,2.0,Sagatta gueth,12,51,90.0,15.2820089,-16.1713267
349,154,Arachide,150,1.0,Mbowene,10,67,56.0,13.8986,-16.2833
350,154,Mais,327,1.0,Mbowene,10,67,56.0,13.8986,-16.2833
351,154,Mil,130,2.0,Mbowene,10,67,56.0,13.8986,-16.2833
354,156,Arachide,500,2.0,Dimboli,10,65,5.0,12.4715398,-11.9982004
355,156,Mais,700,2.0,Dimboli,10,65,5.0,12.4715398,-11.9982004
356,156,Riz,350,1.0,Dimboli,10,65,5.0,12.4715398,-11.9982004
363,160,Mil,1100,2.0,NDIETTE,8,69,48.0,14.6286613,-16.2945562
364,160,Niebe,85,1.0,NDIETTE,8,69,48.0,14.6286613,-16.2945562
365,161,Arachide,120,3.0,Khatete,14,66,60.0,15.6126361,-13.2300874
366,161,Niebe,140,4.0,Khatete,14,66,60.0,15.6126361,-13.2300874
367,162,Arachide,50,0.529999971,Bantankiling Soucouta,6,32,54.0,13.995527,-15.719152
368,162,Mil,110,0.730000019,Bantankiling Soucouta,6,32,54.0,13.995527,-15.719152
369,163,Riz,1764,0.5,Diagnoum,5,55,63.0,16.5165,-15.1425
372,165,Arachide,75,0.5,Pambal,6,53,35.0,14.968629,-16.89579
373,165,Mil,100,1.0,Pambal,6,53,35.0,14.968629,-16.89579
374,166,Arachide,300,1.25,Thiathiaw kaba keur ndiawrigne,12,64,56.0,14.908855,-15.771968
375,166,Mil,500,1.25,Thiathiaw kaba keur ndiawrigne,12,64,56.0,14.908855,-15.771968
376,166,Niebe,40,0.25,Thiathiaw kaba keur ndiawrigne,12,64,56.0,14.908855,-15.771968
377,167,Arachide,2500,1.0,Ndiol Maure,5,43,60.0,14.284784,-16.696894
378,168,Arachide,1500,3.0,Béléle,6,65,49.0,14.7498382,-17.4714214
379,168,Mil,700,2.0,Béléle,6,65,49.0,14.7498382,-17.4714214
380,168,Sorgho,150,1.0,Béléle,6,65,49.0,14.7498382,-17.4714214
381,169,Arachide,750,2.5,Mbeye,7,48,54.0,14.8264176,-17.2110507
382,169,Mil,0,1.0,Mbeye,7,48,54.0,14.8264176,-17.2110507
383,170,Arachide,1500,2.0,Nguetou malick,6,57,70.0,14.128458,-15.7439194
384,170,Mais,450,1.0,Nguetou malick,6,57,70.0,14.128458,-15.7439194
385,170,Mil,600,1.0,Nguetou malick,6,57,70.0,14.128458,-15.7439194
388,172,Arachide,3600,3.0,Mayor,7,58,6.0,14.7145281,-17.2723371
389,172,Riz,860,1.911111116,Mayor,7,58,6.0,14.7145281,-17.2723371
390,173,Arachide,2000,4.0,Mboudaye,20,35,7.0,14.47376,-16.620935
391,173,Mil,1000,6.0,Mboudaye,20,35,7.0,14.47376,-16.620935
392,173,Niebe,0,1.0,Mboudaye,20,35,7.0,14.47376,-16.620935
393,174,Riz,1500,1.0,Djibelor,7,43,77.0,12.552757,-16.322291
394,175,Arachide,550,2.0,SAME goumak,9,42,60.0,13.8909974,-16.0202031
395,175,Mais,300,1.0,SAME goumak,9,42,60.0,13.8909974,-16.0202031
396,175,Mil,600,2.0,SAME goumak,9,42,60.0,13.8909974,-16.0202031
397,175,Sorgho,75,1.0,SAME goumak,9,42,60.0,13.8909974,-16.0202031
398,176,Arachide,1300,4.0,Daga balla,15,63,63.0,13.948051,-15.607976
399,176,Mais,400,1.0,Daga balla,15,63,63.0,13.948051,-15.607976
400,176,Mil,1600,3.0,Daga balla,15,63,63.0,13.948051,-15.607976
