,id_men,culture_label,production_kg,superficie,villages,taille_menage,age,nbre_heure_travail,lat,lng
1581,678,Arachide,800,2.0,Lagarde boulou mag,6,55,30.0,42.5309387,2.8400874
1582,678,Mil,1200,2.0,Lagarde boulou mag,6,55,30.0,42.5309387,2.8400874
1583,678,Niebe,45,1.0,Lagarde boulou mag,6,55,30.0,42.5309387,2.8400874
1584,679,Mais,850,1.0,Sare boure  ramatoulaye,15,60,35.0,43.312739,-1.580979
1585,679,Sorgho,1900,2.0,Sare boure  ramatoulaye,15,60,35.0,43.312739,-1.580979
1586,680,Arachide,500,1.0,Nguick fall,4,45,56.0,15.82137,-16.181021
1587,680,Niebe,90,1.0,Nguick fall,4,45,56.0,15.82137,-16.181021
1588,681,Arachide,1100,10.0,Kelle gueye travaux,9,50,48.0,14.7343475,-17.4175733
1589,682,Arachide,300,1.0,Boudy sakho,4,50,64.0,15.7944,-15.9384
1590,682,Niebe,200,1.0,Boudy sakho,4,50,64.0,15.7944,-15.9384
1591,683,Sorgho,800,0.75,Barafoute,13,75,42.0,12.664984,-12.302877
1594,685,Arachide,200,0.75999999,Ngap,10,55,36.0,15.330343,-15.515643
1595,685,Mil,600,2.5,Ngap,10,55,36.0,15.330343,-15.515643
1596,685,Niebe,80,0.949999988,Ngap,10,55,36.0,15.330343,-15.515643
1597,686,Arachide,300,0.150000006,Golmy,5,79,48.0,14.8229403,-12.3503648
1598,686,Sorgho,2000,0.800000012,Golmy,5,79,48.0,14.8229403,-12.3503648
1599,687,Mais,900,1.0,Ibel,16,55,42.0,12.5128679,-12.381681
1600,687,Sorgho,850,1.0,Ibel,16,55,42.0,12.5128679,-12.381681
1601,688,Arachide,20,0.5,Lesfalo,7,69,43.69523604688676,15.6126361,-13.2300874
1602,688,Fonio,490,0.75,Lesfalo,7,69,43.69523604688676,15.6126361,-13.2300874
1603,689,Mais,950,1.0,Ting ting kom,7,54,50.0,33.4662902,-88.80783520000001
1604,689,Riz,500,0.5,Ting ting kom,7,54,50.0,33.4662902,-88.80783520000001
1605,690,Arachide,3000,8.0,Arafa,9,39,43.69523604688676,14.066667,-15.1
1606,690,Mais,1200,5.0,Arafa,9,39,43.69523604688676,14.066667,-15.1
1607,690,Mil,1000,5.0,Arafa,9,39,43.69523604688676,14.066667,-15.1
1608,690,Riz,1200,1.0,Arafa,9,39,43.69523604688676,14.066667,-15.1
1609,690,Sorgho,1000,5.0,Arafa,9,39,43.69523604688676,14.066667,-15.1
1610,691,Gombo,9000,0.230000004,Petel Dieguess,21,62,72.0,41.703883,-93.5850412
1611,691,Niebe,364,0.790000021,Petel Dieguess,21,62,72.0,41.703883,-93.5850412
1612,691,Riz,1920,0.560000002,Petel Dieguess,21,62,72.0,41.703883,-93.5850412
1613,692,Arachide,600,6.0,ngaba,7,41,40.0,32.902459,101.706655
1614,692,Mil,500,3.0,ngaba,7,41,40.0,32.902459,101.706655
1615,692,Sorgho,250,1.0,ngaba,7,41,40.0,32.902459,101.706655
1616,693,Arachide,1900,2.5,THIENDIENG,8,40,32.0,14.664357,-17.4371223
1617,693,Bissap,38,0.5,THIENDIENG,8,40,32.0,14.664357,-17.4371223
1618,693,Mil,1900,3.5,THIENDIENG,8,40,32.0,14.664357,-17.4371223
1619,693,Niebe,45,0.5,THIENDIENG,8,40,32.0,14.664357,-17.4371223
1620,694,Arachide,1500,3.0,Ndiedieng,15,48,56.0,14.019646,-16.0640179
1621,694,Mil,1050,3.0,Ndiedieng,15,48,56.0,14.019646,-16.0640179
1622,695,Arachide,800,1.0,Ndiorene,12,33,49.0,14.222893,-16.8182009
1623,695,Mil,2200,2.0,Ndiorene,12,33,49.0,14.222893,-16.8182009
1624,696,Arachide,4500,6.0,Ndiaye Counda,24,61,36.0,13.924327,-15.448592
1625,696,Mais,1000,2.0,Ndiaye Counda,24,61,36.0,13.924327,-15.448592
1626,696,Mil,3000,5.0,Ndiaye Counda,24,61,36.0,13.924327,-15.448592
1628,698,Arachide,250,1.5,Bokh,6,63,48.0,14.7567,-16.6107
1629,698,Mil,2000,3.0,Bokh,6,63,48.0,14.7567,-16.6107
1630,699,Arachide,300,1.0,Darou Ndiaye,6,70,43.69523604688676,15.0,-16.416667
1631,699,Mil,700,2.0,Darou Ndiaye,6,70,43.69523604688676,15.0,-16.416667
1632,700,Mais,700,2.0,Diyabougou,14,50,60.0,14.543105,-12.2186229
1633,700,Sorgho,600,2.0,Diyabougou,14,50,60.0,14.543105,-12.2186229
1639,703,Arachide,0,1.399999976,Mbambilor,10,62,40.0,14.79959,-17.183611
1640,704,Arachide,890,4.0,Labgar,22,50,42.0,45.5056156,-73.61375919999999
1641,704,Niebe,2650,4.0,Labgar,22,50,42.0,45.5056156,-73.61375919999999
1642,704,Pasteque,4200,1.0,Labgar,22,50,42.0,45.5056156,-73.61375919999999
1643,705,Arachide,300,4.0,Thiekene,7,67,48.0,15.703671,-15.841482
1644,705,Mil,350,2.0,Thiekene,7,67,48.0,15.703671,-15.841482
1645,707,Arachide,1100,1.0,Balakonko,8,46,56.0,12.8352322,-11.7562668
1646,707,Sorgho,1800,2.0,Balakonko,8,46,56.0,12.8352322,-11.7562668
1647,708,Tomate,500,0.25,Gorom2,10,64,43.69523604688676,14.822827,-17.153837
1648,709,Riz,200,0.25,Nyassia,11,73,43.69523604688676,12.471154,-16.372509
1649,710,Arachide,700,1.0,Médina  El Hadji  Cherif,22,65,13.0,14.681098,-17.4515666
1650,710,Mais,570,0.75,Médina  El Hadji  Cherif,22,65,13.0,14.681098,-17.4515666
1651,710,Sorgho,860,1.0,Médina  El Hadji  Cherif,22,65,13.0,14.681098,-17.4515666
1652,711,Arachide,1700,10.0,Sare Mbana,9,43,62.0,13.8522276,-15.876004
1653,711,Mil,1600,10.0,Sare Mbana,9,43,62.0,13.8522276,-15.876004
1654,712,Riz,200,0.850000024,Djivente,6,72,35.0,14.6735588,-17.4430618
1655,713,Arachide,375,0.5,Diagnri,7,38,35.0,14.6708543,-17.0673475
1656,713,Mais,2000,0.5,Diagnri,7,38,35.0,14.6708543,-17.0673475
1657,713,Riz,350,0.5,Diagnri,7,38,35.0,14.6708543,-17.0673475
1658,714,Arachide,1800,2.0,Sibidianto,6,75,35.0,12.699425,-15.304121
1659,714,Riz,750,1.0,Sibidianto,6,75,35.0,12.699425,-15.304121
1660,715,Arachide,450,1.0,Ndimb Birane,6,37,48.0,14.870318,-16.251078
1661,715,Mais,100,0.25,Ndimb Birane,6,37,48.0,14.870318,-16.251078
1662,715,Mil,140,1.0,Ndimb Birane,6,37,48.0,14.870318,-16.251078
1665,717,Arachide,1500,4.0,Inna,17,69,43.69523604688676,47.85058919999999,-122.2865561
1666,717,Mil,1500,4.0,Inna,17,69,43.69523604688676,47.85058919999999,-122.2865561
1667,718,Arachide,500,1.0,Médina sy,9,65,42.0,14.6784589,-17.444419
1668,719,Mil,2,0.0035,Bourofaye bainouck,5,72,43.69523604688676,12.510241,-16.27865
1671,721,Riz,150,0.25,Djibelor,7,45,35.0,12.552757,-16.322291
1672,721,Taro,500,0.150000006,Djibelor,7,45,35.0,12.552757,-16.322291
1677,723,Arachide,2400,3.0,Missirah,7,51,54.0,13.68042,-16.50128
1678,723,Mais,1500,2.0,Missirah,7,51,54.0,13.68042,-16.50128
1679,724,Arachide,500,1.0,Ndiette,6,65,48.0,14.6286613,-16.2945562
1680,724,Mil,400,1.0,Ndiette,6,65,48.0,14.6286613,-16.2945562
1681,724,Niebe,100,1.0,Ndiette,6,65,48.0,14.6286613,-16.2945562
1682,725,Arachide,2500,7.0,Wardiakhal,7,42,25.0,14.128458,-15.7439194
1683,725,Mil,1000,2.0,Wardiakhal,7,42,25.0,14.128458,-15.7439194
1684,725,Niebe,475,5.0,Wardiakhal,7,42,25.0,14.128458,-15.7439194
1685,726,Arachide,850,1.0,Samba ndiaye,7,31,30.0,14.7829385,-17.3860621
1686,726,Mais,900,1.5,Samba ndiaye,7,31,30.0,14.7829385,-17.3860621
1687,726,Riz,640,0.5,Samba ndiaye,7,31,30.0,14.7829385,-17.3860621
1688,727,Arachide,600,1.5,Mbambey,20,50,21.0,14.6965115,-16.458256
1689,727,Mil,1500,2.400000095,Mbambey,20,50,21.0,14.6965115,-16.458256
1690,727,Niebe,150,0.600000024,Mbambey,20,50,21.0,14.6965115,-16.458256
1691,728,Arachide,270,1.0,Mabo,14,37,56.0,13.9137639,-15.6676471
1692,728,Mil,700,2.0,Mabo,14,37,56.0,13.9137639,-15.6676471
1693,729,Arachide,200,1.0,SAME goumak,7,42,70.0,13.8909974,-16.0202031
1694,729,Mais,200,1.0,SAME goumak,7,42,70.0,13.8909974,-16.0202031
1695,729,Mil,400,2.0,SAME goumak,7,42,70.0,13.8909974,-16.0202031
1696,730,Arachide,700,2.0,Ndame,22,60,84.0,14.7731363,-15.8976012
1697,730,Mais,1900,2.0,Ndame,22,60,84.0,14.7731363,-15.8976012
1698,730,Mil,1900,3.0,Ndame,22,60,84.0,14.7731363,-15.8976012
1699,731,Mil,450,1.0,Thioffior,8,44,49.0,14.0015581,-16.1851486
1700,731,Sorgho,50,1.0,Thioffior,8,44,49.0,14.0015581,-16.1851486
1701,732,Arachide,2000,4.0,Baïla ndour,12,38,49.0,12.896587,-16.3531645
1702,732,Mais,700,2.0,Baïla ndour,12,38,49.0,12.896587,-16.3531645
1703,732,Manioc,3000,2.0,Baïla ndour,12,38,49.0,12.896587,-16.3531645
1704,732,Mil,900,4.0,Baïla ndour,12,38,49.0,12.896587,-16.3531645
1705,733,Mil,1,0.0018,Agnack grand,5,42,8.0,12.571675,-16.104181
1706,733,Riz,600,10.0,Agnack grand,5,42,8.0,12.571675,-16.104181
1707,734,Arachide,1870,2.5,Doubirou,20,51,14.0,13.183333,-14.233333
1708,734,Mais,1750,3.0,Doubirou,20,51,14.0,13.183333,-14.233333
1709,734,Sorgho,1200,2.0,Doubirou,20,51,14.0,13.183333,-14.233333
1710,735,Mil,350,1.0,Mbissis dia seck,6,50,54.0,14.7389806,-17.4610313
1711,735,Niebe,40,1.0,Mbissis dia seck,6,50,54.0,14.7389806,-17.4610313
1712,736,Arachide,800,5.0,Sare sidi,20,34,84.0,45.1914227,5.7672721
1713,736,Mais,1000,2.0,Sare sidi,20,34,84.0,45.1914227,5.7672721
1714,736,Mil,2000,3.0,Sare sidi,20,34,84.0,45.1914227,5.7672721
1715,736,Pasteque,30000,2.0,Sare sidi,20,34,84.0,45.1914227,5.7672721
1716,737,Arachide,5050,10.5,Missirah mouride,13,65,48.0,13.68042,-16.50128
1717,737,Mil,2800,7.0,Missirah mouride,13,65,48.0,13.68042,-16.50128
1720,739,Arachide,900,1.0,Keurserignediebel,4,42,56.0,14.908855,-15.771968
1721,739,Mais,250,1.0,Keurserignediebel,4,42,56.0,14.908855,-15.771968
1722,739,Mil,200,1.0,Keurserignediebel,4,42,56.0,14.908855,-15.771968
1723,740,Arachide,700,2.0,Khaye barka,8,38,12.0,14.128458,-15.7439194
1724,740,Mais,200,1.0,Khaye barka,8,38,12.0,14.128458,-15.7439194
1725,740,Mil,1000,2.0,Khaye barka,8,38,12.0,14.128458,-15.7439194
1729,742,Mil,200,1.0,Sandiniery,9,32,30.0,14.6704706,-17.4353571
1730,742,Riz,170,0.400000006,Sandiniery,9,32,30.0,14.6704706,-17.4353571
1736,745,Arachide,520,1.0,Nétéré Pakane,8,40,35.0,12.912297,-13.96574
1737,745,Mais,845,1.5,Nétéré Pakane,8,40,35.0,12.912297,-13.96574
1738,745,Sorgho,230,0.5,Nétéré Pakane,8,40,35.0,12.912297,-13.96574
1739,746,Arachide,500,1.0,THIOLOME  NDIANDE,5,56,48.0,14.5916821,-16.2520438
1740,746,Mil,400,1.0,THIOLOME  NDIANDE,5,56,48.0,14.5916821,-16.2520438
1741,746,Niebe,700,1.0,THIOLOME  NDIANDE,5,56,48.0,14.5916821,-16.2520438
1744,749,Riz,300,2.0,Agnack petit,15,58,8.0,12.5683796,-16.1219048
1745,750,Gombo,110,0.5,Fouloum,10,48,56.0,14.497401,-14.452362
1746,750,Mais,0,0.5,Fouloum,10,48,56.0,14.497401,-14.452362
1747,750,Mil,100,0.5,Fouloum,10,48,56.0,14.497401,-14.452362
1748,750,Pasteque,4000,1.0,Fouloum,10,48,56.0,14.497401,-14.452362
1749,750,Tomate,720,0.5,Fouloum,10,48,56.0,14.497401,-14.452362
1750,751,Arachide,1800,2.0,Kheinde,10,65,14.0,34.034044,-118.371455
1751,751,Mil,678,1.0,Kheinde,10,65,14.0,34.034044,-118.371455
1752,752,Arachide,1500,2.5,SARE BITEYE,7,38,50.0,12.9178856,-15.0082584
1753,752,Mil,1100,3.0,SARE BITEYE,7,38,50.0,12.9178856,-15.0082584
1757,754,Mil,0,0.200000003,Nabadji civol,5,50,30.0,15.7380034,-13.3905003
1758,754,Sorgho,100,0.800000012,Nabadji civol,5,50,30.0,15.7380034,-13.3905003
1759,755,Arachide,300,3.0,BAL  DIOP,5,68,32.0,37.22838429999999,-80.42341669999999
1760,756,Arachide,716,1.0,Médina gounass,8,64,30.0,13.146617,-13.752088
1761,756,Mais,200,0.25,Médina gounass,8,64,30.0,13.146617,-13.752088
1762,757,Arachide,500,1.0,Niahene,13,39,43.69523604688676,14.0237471,-15.1873049
1763,757,Mais,500,2.0,Niahene,13,39,43.69523604688676,14.0237471,-15.1873049
1764,757,Mil,500,1.0,Niahene,13,39,43.69523604688676,14.0237471,-15.1873049
1765,757,Sorgho,50,1.0,Niahene,13,39,43.69523604688676,14.0237471,-15.1873049
1766,758,Arachide,1500,3.5,Sinthiou  boubou,5,55,42.0,14.275801,-12.806194
1767,758,Mil,2500,5.25,Sinthiou  boubou,5,55,42.0,14.275801,-12.806194
1769,760,Riz,400,0.5,Kameubeul,6,62,36.0,12.3688439,-16.7263872
1770,761,Arachide,1800,2.0,Médina degouye,5,25,56.0,14.6821999,-17.450951
1771,762,Arachide,4480,4.5,Ghamoune,18,48,49.0,14.497401,-14.452362
1772,762,Mais,0,1.75,Ghamoune,18,48,49.0,14.497401,-14.452362
1773,762,Riz,320,1.0,Ghamoune,18,48,49.0,14.497401,-14.452362
1774,763,Arachide,1500,4.0,Daga Saer,12,45,49.0,14.633333,-17.133333
1775,763,Mais,500,1.0,Daga Saer,12,45,49.0,14.633333,-17.133333
1776,763,Mil,900,3.0,Daga Saer,12,45,49.0,14.633333,-17.133333
1777,763,Sorgho,150,1.0,Daga Saer,12,45,49.0,14.633333,-17.133333
1779,765,Arachide,5500,10.0,Touba ndiene,12,40,35.0,14.916795,-15.9448019
1780,766,Arachide,3000,7.0,Belele,17,64,49.0,30.2416954,-92.0247553
1781,766,Mais,600,1.0,Belele,17,64,49.0,30.2416954,-92.0247553
1782,766,Mil,1200,3.0,Belele,17,64,49.0,30.2416954,-92.0247553
1786,768,Arachide,0,1.0,Diamagueune,8,40,54.0,14.7856199,-16.9137265
1787,768,Niebe,0,1.0,Diamagueune,8,40,54.0,14.7856199,-16.9137265
1788,769,Arachide,800,3.0,Barkael,14,47,6.0,14.9026699,-12.4638538
1789,769,Mil,2000,4.0,Barkael,14,47,6.0,14.9026699,-12.4638538
1790,770,Mais,500,0.5,Dira pont,7,55,8.0,12.5892062,-16.2627264
1791,770,Riz,600,1.0,Dira pont,7,55,8.0,12.5892062,-16.2627264
1793,772,Mil,300,1.622799993,Thiarene,8,60,21.0,15.7670613,-13.4771899
1794,773,Arachide,1300,3.0,Mbene Diouma,10,38,46.0,14.8349101,-15.9007005
1795,773,Mais,180,1.0,Mbene Diouma,10,38,46.0,14.8349101,-15.9007005
1796,773,Mil,600,3.0,Mbene Diouma,10,38,46.0,14.8349101,-15.9007005
1797,774,Niebe,100,0.189999998,Ouro sidy,9,53,6.0,15.416667,-13.183333
1801,776,Arachide,2000,1.0,Xyz,5,63,45.0,41.8258538,-71.4077368
1802,776,Mil,1000,1.0,Xyz,5,63,45.0,41.8258538,-71.4077368
1805,778,Arachide,980,3.0,Kamadou,26,84,43.69523604688676,14.561622,-15.892213
1806,778,Mil,900,4.0,Kamadou,26,84,43.69523604688676,14.561622,-15.892213
1807,778,Niebe,500,1.0,Kamadou,26,84,43.69523604688676,14.561622,-15.892213
1808,779,Mais,126,0.395799994,Velingara woulou,8,23,40.0,13.1440754,-14.1059408
1809,779,Sorgho,24,0.56279999,Velingara woulou,8,23,40.0,13.1440754,-14.1059408
1810,780,Arachide,350,0.5,Bode,6,50,42.0,16.444578,-14.351195
1811,780,Mil,350,1.0,Bode,6,50,42.0,16.444578,-14.351195
1812,780,Sorgho,1300,2.5,Bode,6,50,42.0,16.444578,-14.351195
1819,784,Mil,1,0.0025,Bourofaye bainouck,13,60,43.69523604688676,12.510241,-16.27865
1823,786,Mais,70,0.5,Ede,5,50,52.0,14.7497406,-17.5100452
1824,786,Mil,1000,2.0,Ede,5,50,52.0,14.7497406,-17.5100452
1825,786,Niebe,100,0.5,Ede,5,50,52.0,14.7497406,-17.5100452
1826,787,Arachide,2100,3.0,Dator,7,58,42.0,13.313899,-15.685545
1827,787,Mil,1500,3.0,Dator,7,58,42.0,13.313899,-15.685545
1828,788,Mais,0,2.0,Gueli,4,48,56.0,15.460934,-15.836341
1829,789,Arachide,308,1.0,Faoye,13,54,30.0,14.227195,-16.577591
1830,789,Mil,257,1.0,Faoye,13,54,30.0,14.227195,-16.577591
1831,789,Niebe,5,0.035,Faoye,13,54,30.0,14.227195,-16.577591
1832,790,Arachide,400,0.5,Dimboli,3,65,25.0,12.4715398,-11.9982004
1833,790,Mais,800,1.0,Dimboli,3,65,25.0,12.4715398,-11.9982004
1834,791,Arachide,2500,6.0,Thisse kayemor,15,61,56.0,13.7712901,-15.5868611
1835,791,Mais,4000,4.0,Thisse kayemor,15,61,56.0,13.7712901,-15.5868611
1836,791,Mil,7000,6.0,Thisse kayemor,15,61,56.0,13.7712901,-15.5868611
1837,792,Arachide,210,0.75,Djibelor,12,52,49.0,12.552757,-16.322291
1838,792,Riz,100,0.25,Djibelor,12,52,49.0,12.552757,-16.322291
1839,793,Arachide,0,4.0,Thiamene walo,19,65,50.0,13.765256,-15.906284
1840,793,Mais,0,3.0,Thiamene walo,19,65,50.0,13.765256,-15.906284
1841,793,Mil,0,4.0,Thiamene walo,19,65,50.0,13.765256,-15.906284
1843,795,Niebe,60,0.730000019,Khodaba,12,81,43.69523604688676,14.7685721,-17.0930714
1844,796,Arachide,250,2.0,Bakou,7,41,50.0,40.40926169999999,49.8670924
1845,796,Mil,350,2.0,Bakou,7,41,50.0,40.40926169999999,49.8670924
1846,797,Niebe,600,4.0,Boudy sakho,6,72,49.0,15.7944,-15.9384
1847,798,Arachide,300,2.0,Dioly mbandakhe,9,45,43.69523604688676,0.0265717,18.2970692
1848,798,Mais,250,1.0,Dioly mbandakhe,9,45,43.69523604688676,0.0265717,18.2970692
1849,798,Mil,450,2.0,Dioly mbandakhe,9,45,43.69523604688676,0.0265717,18.2970692
1850,799,Arachide,2800,1.5,Ting ting kom,10,51,50.0,33.4662902,-88.80783520000001
1851,799,Niebe,50,0.5,Ting ting kom,10,51,50.0,33.4662902,-88.80783520000001
1852,799,Riz,1000,1.0,Ting ting kom,10,51,50.0,33.4662902,-88.80783520000001
1853,800,Arachide,900,1.0,Badioula,6,60,5.0,12.8997479,-14.9359544
1854,800,Mais,1100,1.0,Badioula,6,60,5.0,12.8997479,-14.9359544
1855,801,Arachide,1500,3.0,Keur Modou ndiamatou,13,49,49.0,15.661027,-16.036133
1856,801,Mil,96,2.0,Keur Modou ndiamatou,13,49,49.0,15.661027,-16.036133
1857,802,Arachide,600,2.0,Colobane,9,45,8.0,14.6734519,-17.4632496
1858,802,Mil,700,2.0,Colobane,9,45,8.0,14.6734519,-17.4632496
1859,803,Arachide,1600,2.0,Thiaméne Walo,19,58,56.0,15.4789999,-15.8671954
1860,803,Mais,500,1.5,Thiaméne Walo,19,58,56.0,15.4789999,-15.8671954
1861,803,Mil,150,1.5,Thiaméne Walo,19,58,56.0,15.4789999,-15.8671954
1865,805,Arachide,500,1.0,Sare Sama,7,60,60.0,13.282822,-15.303216
1866,805,Mais,250,1.0,Sare Sama,7,60,60.0,13.282822,-15.303216
1867,805,Mil,500,1.0,Sare Sama,7,60,60.0,13.282822,-15.303216
1868,806,Arachide,150,1.0,Medina sy,1,58,6.0,14.08844,-15.29466
1869,806,Mil,1000,2.0,Medina sy,1,58,6.0,14.08844,-15.29466
1870,806,Sorgho,500,1.0,Medina sy,1,58,6.0,14.08844,-15.29466
1871,807,Mais,750,0.75,2,9,54,30.0,14.7309898,-17.4682077
1872,807,Riz,980,1.0,2,9,54,30.0,14.7309898,-17.4682077
1873,808,Arachide,150,1.100000024,Sorokhassap,13,47,70.0,14.5373151,-17.0639247
1874,808,Mil,630,1.200000048,Sorokhassap,13,47,70.0,14.5373151,-17.0639247
1875,809,Arachide,400,2.0,Soumboundou,15,44,42.0,12.823187,-15.387097
1876,809,Mil,200,2.0,Soumboundou,15,44,42.0,12.823187,-15.387097
1877,810,Mais,1800,2.0,Diaguiry,15,58,42.0,14.664357,-17.4371223
1882,812,Arachide,780,1.0,Belle,14,47,35.0,14.7184079,-17.4719161
1883,812,Mil,1000,7.0,Belle,14,47,35.0,14.7184079,-17.4719161
1884,813,Mil,250,0.75,Médina torobe,7,46,8.0,15.401699,-13.2055019
1885,814,Arachide,400,0.5,Diagongue,3,62,56.0,14.497401,-14.452362
1886,814,Mil,100,0.400000006,Diagongue,3,62,56.0,14.497401,-14.452362
1887,814,Riz,150,0.300000012,Diagongue,3,62,56.0,14.497401,-14.452362
1888,815,Arachide,100,0.200000003,Thiaothiao,9,41,42.0,15.447002,-16.734308
1889,815,Mil,1000,1.5,Thiaothiao,9,41,42.0,15.447002,-16.734308
1890,815,Niebe,100,0.200000003,Thiaothiao,9,41,42.0,15.447002,-16.734308
1892,817,Arachide,2300,1.0,Kéracounda,6,65,6.0,12.834798,-15.349888
1893,817,Mil,900,1.0,Kéracounda,6,65,6.0,12.834798,-15.349888
1894,817,Riz,1200,1.0,Kéracounda,6,65,6.0,12.834798,-15.349888
1895,818,Arachide,100,0.25,Goundiourou,5,45,6.0,11.648761,-11.826706
1896,818,Mais,275,1.0,Goundiourou,5,45,6.0,11.648761,-11.826706
1897,818,Mil,350,1.200000048,Goundiourou,5,45,6.0,11.648761,-11.826706
1898,819,Arachide,1000,3.0,Baïty,11,51,43.69523604688676,14.4228422,-16.9653756
1899,819,Mais,750,2.0,Baïty,11,51,43.69523604688676,14.4228422,-16.9653756
1900,819,Mil,600,3.0,Baïty,11,51,43.69523604688676,14.4228422,-16.9653756
1901,820,Riz,200,0.300000012,Darsalam,6,71,48.0,12.496346,-16.340719
1902,821,Arachide,120,2.25,St Double Sylla,11,60,28.0,48.8434039,2.3228976
1903,821,Mais,500,0.75,St Double Sylla,11,60,28.0,48.8434039,2.3228976
1904,821,Mil,459,1.25,St Double Sylla,11,60,28.0,48.8434039,2.3228976
1905,822,Arachide,0,1.0,Diamagueune,7,49,54.0,14.7856199,-16.9137265
1906,823,Arachide,500,0.649299979,Sinthiou Wouro,9,45,42.0,15.3688083,-13.1365521
1907,823,Mais,150,0.259900004,Sinthiou Wouro,9,45,42.0,15.3688083,-13.1365521
1908,823,Mil,600,0.325800002,Sinthiou Wouro,9,45,42.0,15.3688083,-13.1365521
1909,823,Niebe,50,0.094700001,Sinthiou Wouro,9,45,42.0,15.3688083,-13.1365521
1910,823,Sorgho,200,0.242599994,Sinthiou Wouro,9,45,42.0,15.3688083,-13.1365521
1911,823,Sesame,20,0.050799999,Sinthiou Wouro,9,45,42.0,15.3688083,-13.1365521
1912,824,Arachide,2500,3.0,Kathiote,4,58,8.0,13.9333,-15.4
1913,825,Arachide,2000,3.0,Ndemenene,12,42,75.0,14.546931,-16.020405
1914,825,Mil,800,2.5,Ndemenene,12,42,75.0,14.546931,-16.020405
1915,826,Mais,200,1.0,Veligara ourouby,7,77,49.0,13.1440754,-14.1059408
1916,826,Mil,800,2.0,Veligara ourouby,7,77,49.0,13.1440754,-14.1059408
1918,828,Arachide,4000,1.0,Thionokh sangue,5,58,49.0,14.699306,-16.959566
1919,828,Bissap,200,1.0,Thionokh sangue,5,58,49.0,14.699306,-16.959566
1920,828,Mais,2000,1.0,Thionokh sangue,5,58,49.0,14.699306,-16.959566
1921,828,Mil,3000,1.0,Thionokh sangue,5,58,49.0,14.699306,-16.959566
1922,828,Niebe,2000,1.0,Thionokh sangue,5,58,49.0,14.699306,-16.959566
1923,829,Arachide,150,0.5,Thiathiaw kaba keur ndiawrigne,11,61,56.0,14.908855,-15.771968
1924,829,Mil,200,1.5,Thiathiaw kaba keur ndiawrigne,11,61,56.0,14.908855,-15.771968
1925,829,Sorgho,400,0.5,Thiathiaw kaba keur ndiawrigne,11,61,56.0,14.908855,-15.771968
1929,831,Riz,340,1.5,Kandialon,6,34,6.0,47.85058919999999,-122.2865561
1933,833,Mil,1400,1.5,TAMBANABA,5,45,42.0,13.7725888,-13.6710059
1934,833,Niebe,400,0.75,TAMBANABA,5,45,42.0,13.7725888,-13.6710059
1935,833,Riz,1100,1.0,TAMBANABA,5,45,42.0,13.7725888,-13.6710059
1936,834,Arachide,300,2.5,Nayobe gaye,9,67,42.0,15.651014,-16.050118
1937,834,Niebe,300,1.5,Nayobe gaye,9,67,42.0,15.651014,-16.050118
1938,835,Sorgho,100,2.0,Sinthiou garba,14,60,30.0,15.5105914,-13.2606265
1939,836,Arachide,50,0.119999997,Gallade,7,75,43.69523604688676,15.084,-12.63
1940,836,Mais,650,0.159999996,Gallade,7,75,43.69523604688676,15.084,-12.63
1941,836,Sorgho,1000,1.179999948,Gallade,7,75,43.69523604688676,15.084,-12.63
1942,837,Mil,300,1.0,Sine,5,36,12.0,15.1802873,-16.744842
1943,838,Arachide,2000,4.0,Fass ndiayene,12,60,38.0,15.5425829,-16.1320522
1944,838,Mais,300,1.0,Fass ndiayene,12,60,38.0,15.5425829,-16.1320522
1945,838,Mil,500,2.0,Fass ndiayene,12,60,38.0,15.5425829,-16.1320522
1946,838,Sorgho,100,2.0,Fass ndiayene,12,60,38.0,15.5425829,-16.1320522
1947,839,Arachide,3000,5.0,Gouye,10,55,63.0,14.993048,-17.005227
1948,839,Mais,720,3.0,Gouye,10,55,63.0,14.993048,-17.005227
1949,839,Mil,3000,5.0,Gouye,10,55,63.0,14.993048,-17.005227
1950,840,Arachide,550,0.870000005,Diankancounda,9,37,45.0,33.6748012,-117.8752922
1951,840,Mais,150,0.5,Diankancounda,9,37,45.0,33.6748012,-117.8752922
1952,840,Mil,459,1.25,Diankancounda,9,37,45.0,33.6748012,-117.8752922
1953,841,Sorgho,350,0.579999983,Padalal,11,46,5.0,15.343811,-12.936265
1954,842,Arachide,2000,10.0,Thiakho Madiale,15,75,35.0,14.0242311,-15.8391108
1955,842,Mil,1500,10.0,Thiakho Madiale,15,75,35.0,14.0242311,-15.8391108
1958,844,Riz,250,1.0,Niassya,2,53,49.0,12.471154,-16.372509
1959,845,Riz,2960,0.5,Demizine,5,55,56.0,15.6126361,-13.2300874
1960,846,Arachide,2200,3.0,Saremamadou,24,70,42.0,12.995899,-15.161333
1961,846,Coton,3000,0.5,Saremamadou,24,70,42.0,12.995899,-15.161333
1962,846,Mais,1380,2.75,Saremamadou,24,70,42.0,12.995899,-15.161333
1963,846,Sorgho,660,1.5,Saremamadou,24,70,42.0,12.995899,-15.161333
1964,847,Arachide,400,1.0,Gaina Mbar,8,62,43.69523604688676,14.697239,-15.646563
1965,847,Mais,100,0.5,Gaina Mbar,8,62,43.69523604688676,14.697239,-15.646563
1966,847,Mil,800,2.0,Gaina Mbar,8,62,43.69523604688676,14.697239,-15.646563
