production_kg,superficie,taille_menage,age,nbre_heure_travail,lat,lng,culture_label_Arachide,culture_label_Bissap,culture_label_Mais,culture_label_Manioc,culture_label_Mil,culture_label_Niebe,culture_label_Pasteque,culture_label_Riz,culture_label_Sesame,culture_label_Sorgho
200,0.5,4,62,35,14.7860646,-16.9357918,0,0,0,0,1,0,0,0,0,0
200,1.0,9,60,48,14.6734519,-17.4632496,0,0,0,0,1,0,0,0,0,0
400,2.0,9,34,32,32.902459,101.706655,0,0,0,0,1,0,0,0,0,0
2320,0.400000006,5,57,54,16.578735,-15.450624,0,0,0,0,0,0,0,1,0,0
1200,5.0,9,39,48,14.066667,-15.1,0,0,1,0,0,0,0,0,0,0
917,2.5,10,73,56,13.68042,-16.50128,0,0,0,0,1,0,0,0,0,0
1500,2.0,6,64,35,12.832511,-15.063529,0,0,0,0,1,0,0,0,0,0
100,0.5,6,32,77,14.746548,-17.5131103,1,0,0,0,0,0,0,0,0,0
150,1.0,5,50,70,26.659447,-78.52065,0,0,0,0,1,0,0,0,0,0
950,1.0,13,60,55,13.68042,-16.50128,0,0,1,0,0,0,0,0,0,0
294,0.200000003,5,47,56,12.496346,-16.340719,0,0,0,0,0,0,0,1,0,0
100,0.172700003,18,62,8,15.343811,-12.936265,0,0,0,0,0,0,0,0,0,1
150,2.0,10,45,56,12.7618773,-15.1009142,1,0,0,0,0,0,0,0,0,0
600,1.0,11,55,30,12.5376359,-16.251493,0,0,0,0,0,0,0,1,0,0
9000,4.0,24,72,35,14.819376,-16.445772,0,0,0,0,0,1,0,0,0,0
920,1.200000048,6,40,14,13.183333,-14.233333,1,0,0,0,0,0,0,0,0,0
150,0.2245,3,49,60,13.7725888,-13.6710059,0,0,1,0,0,0,0,0,0,0
850,0.5,13,62,49,12.972688,-16.229309,1,0,0,0,0,0,0,0,0,0
2000,1.0,6,45,8,12.4997568,-15.557696,1,0,0,0,0,0,0,0,0,0
2000,1.0,6,56,43,14.7701521,-17.3606593,0,0,0,0,0,0,1,0,0,0
100,2.5,26,69,48,15.17734,-16.304724,1,0,0,0,0,0,0,0,0,0
1200,1.621899962,25,63,48,14.6981132,-17.4605864,0,0,0,0,1,0,0,0,0,0
350,1.0,9,70,15,15.247223,-16.616926,0,0,0,0,0,1,0,0,0,0
4600,3.0,35,57,18,13.146617,-13.752088,0,0,1,0,0,0,0,0,0,0
1800,2.0,4,55,14,15.020773,-15.902403,1,0,0,0,0,0,0,0,0,0
500,9.0,15,40,56,14.6417724,-16.4346979,1,0,0,0,0,0,0,0,0,0
200,2.0,23,59,63,45.5154553,-73.5623129,0,0,1,0,0,0,0,0,0,0
550,1.0,10,24,52,14.664357,-17.4371223,0,0,1,0,0,0,0,0,0,0
900,1.0,8,50,32,14.6286613,-16.2945562,0,0,0,0,1,0,0,0,0,0
300,0.212799996,9,51,42,42.3770029,-71.11666009999999,1,0,0,0,0,0,0,0,0,0
400,1.0,6,80,48,40.7982133,-77.8599084,0,0,0,0,1,0,0,0,0,0
475,10.0,5,70,30,15.6141768,-16.22868,1,0,0,0,0,0,0,0,0,0
5000,1.0,6,53,42,12.5446763,-15.8084823,0,0,1,0,0,0,0,0,0,0
200,1.0,10,72,49,13.9137639,-15.6676471,0,0,0,0,0,0,0,1,0,0
900,3.0,7,42,56,14.3337037,-15.3306814,1,0,0,0,0,0,0,0,0,0
100,1.0,7,30,52,14.7497406,-17.5100452,0,0,0,0,0,0,0,0,0,1
900,2.0,4,42,48,14.6821999,-17.450951,0,0,0,0,0,0,0,1,0,0
2000,3.0,3,50,35,15.9230977,-15.9626436,1,0,0,0,0,0,0,0,0,0
50,1.0,5,76,48,33.4551742,-88.79437659999999,0,0,0,0,0,1,0,0,0,0
550,1.0,7,37,70,14.7902349,-17.2429976,0,0,1,0,0,0,0,0,0,0
160,1.399999976,16,71,70,15.4103452,-16.0860628,1,0,0,0,0,0,0,0,0,0
150,0.5,8,35,40,14.5243797,-17.0938097,0,0,0,0,1,0,0,0,0,0
500,1.0,15,61,42,15.4789999,-15.8671954,0,0,1,0,0,0,0,0,0,0
200,1.0,10,46,48,14.7309898,-17.4682077,0,0,1,0,0,0,0,0,0,0
1600,3.0,8,41,3,13.075033,-15.61002,0,0,0,0,0,0,0,1,0,0
600,2.0,10,80,2,35.6810625,-105.9469694,0,0,0,0,1,0,0,0,0,0
750,0.5,12,51,49,12.9161429,-16.4361702,0,0,0,0,0,0,0,1,0,0
600,2.0,9,65,48,37.22551,-80.4231382,0,0,0,0,0,0,0,0,0,1
9000,1.0,6,59,42,47.62191259999999,-122.3516787,0,0,0,0,0,0,1,0,0,0
200,1.0,23,56,77,13.7584764,-16.0610787,0,0,1,0,0,0,0,0,0,0
6000,10.0,20,48,48,13.9779361,-14.562614,0,0,1,0,0,0,0,0,0,0
300,2.0,5,36,49,14.433333,-15.816667,0,0,1,0,0,0,0,0,0,0
1600,3.0,6,41,49,13.313899,-15.685545,0,0,0,0,1,0,0,0,0,0
1300,4.0,15,63,63,13.948051,-15.607976,1,0,0,0,0,0,0,0,0,0
400,2.0,15,44,42,12.823187,-15.387097,1,0,0,0,0,0,0,0,0,0
600,1.0,14,70,35,14.7252639,-16.5672462,1,0,0,0,0,0,0,0,0,0
100,1.0,18,60,48,13.6928389,-15.5341249,1,0,0,0,0,0,0,0,0,0
500,0.5,22,63,72,12.583333,-15.966667,0,0,0,0,0,0,0,1,0,0
1000,4.0,6,76,28,12.571675,-16.104181,0,0,0,0,0,0,0,1,0,0
150,2.0,12,39,49,12.7618773,-15.1009142,0,0,0,0,1,0,0,0,0,0
450,1.0,7,59,48,13.919217,-15.9259271,1,0,0,0,0,0,0,0,0,0
158,0.699999988,5,56,48,49.2858125,-123.122266,0,1,0,0,0,0,0,0,0,0
400,3.0,13,30,49,14.6821999,-17.450951,0,0,0,0,0,0,0,0,0,1
3000,3.0,9,70,48,14.908855,-15.771968,1,0,0,0,0,0,0,0,0,0
250,0.5,8,56,30,13.1437357,-16.577559,0,0,1,0,0,0,0,0,0,0
690,1.5,14,50,30,14.85,-16.3667,0,0,0,0,1,0,0,0,0,0
200,1.0,9,45,56,14.908855,-15.771968,0,0,0,0,0,0,0,0,1,0
300,2.0,3,32,42,15.685801,-16.053413,0,0,0,0,0,1,0,0,0,0
50,1.0,6,30,49,14.7443828,-16.6143944,0,0,0,0,0,0,0,0,0,1
9000,1.454599977,12,47,50,12.9311243,-14.2014466,0,0,1,0,0,0,0,0,0,0
200,0.600000024,8,50,50,14.5243797,-17.0938097,0,0,0,0,1,0,0,0,0,0
200,1.5,13,64,45,13.075033,-15.61002,0,0,1,0,0,0,0,0,0,0
2000,2.0,16,53,48,14.8844908,-15.8824773,0,0,0,0,1,0,0,0,0,0
2250,1.0,4,35,49,40.1019523,-88.2271615,1,0,0,0,0,0,0,0,0,0
1000,2.0,6,32,52,15.0,-16.416667,0,0,0,0,1,0,0,0,0,0
125,0.5,6,38,60,29.4259304,-98.495764,0,0,0,0,0,1,0,0,0,0
200,0.899999976,5,30,32,14.7064836,-17.4599877,0,0,0,0,1,0,0,0,0,0
80,0.5,8,36,84,13.919217,-15.9259271,0,0,0,0,0,0,0,0,0,1
150,0.425000012,10,62,56,14.4228422,-16.9653756,0,0,0,0,0,1,0,0,0,0
450,1.105800033,20,38,56,13.1440754,-14.1059408,0,0,1,0,0,0,0,0,0,0
800,1.5,18,60,72,16.0282465,-16.4832893,1,0,0,0,0,0,0,0,0,0
100,3.0,15,34,56,14.6821999,-17.450951,0,0,0,0,1,0,0,0,0,0
50,0.600000024,14,86,48,14.9493018,-16.8077852,1,0,0,0,0,0,0,0,0,0
50,1.0,7,57,70,14.517302,-16.887051,1,0,0,0,0,0,0,0,0,0
300,1.0,6,60,91,13.879725,-16.121769,1,0,0,0,0,0,0,0,0,0
100,1.0,7,28,52,15.0,-16.416667,0,0,0,0,0,1,0,0,0,0
1000,1.0,13,50,42,14.1864516,-16.6586052,0,0,0,0,1,0,0,0,0,0
350,3.0,11,49,23,42.3770029,-71.11666009999999,1,0,0,0,0,0,0,0,0,0
80,1.0,9,45,35,42.9391436,-89.3907939,0,0,0,0,0,1,0,0,0,0
75,0.5,3,45,45,12.6187,-15.7714,0,0,0,0,0,0,0,1,0,0
1600,1.0,6,68,18,13.146617,-13.752088,0,0,1,0,0,0,0,0,0,0
800,2.0,10,64,36,14.8665572,-15.8994956,0,0,0,0,1,0,0,0,0,0
500,1.0,17,40,48,14.8349101,-15.9007005,0,0,0,0,1,0,0,0,0,0
100,1.0,8,36,84,13.919217,-15.9259271,0,0,0,0,1,0,0,0,0,0
200,1.0,6,33,52,14.7497406,-17.5100452,0,0,0,0,0,1,0,0,0,0
500,0.75,6,50,42,14.316667,-13.033333,1,0,0,0,0,0,0,0,0,0
750,6.0,8,40,9,45.0953319,-93.3747819,1,0,0,0,0,0,0,0,0,0
600,2.0,15,40,70,13.887958,-15.67593,0,0,0,0,1,0,0,0,0,0
150,0.5,8,55,72,14.8665572,-15.8994956,0,0,0,0,1,0,0,0,0,0
1500,3.0,12,56,48,14.015789,-15.760206,0,0,0,0,1,0,0,0,0,0
850,1.5,12,43,56,14.7107147,-17.4584434,1,0,0,0,0,0,0,0,0,0
100,1.0,15,67,42,14.822827,-17.153837,1,0,0,0,0,0,0,0,0,0
2000,3.0,5,45,8,47.85058919999999,-122.2865561,1,0,0,0,0,0,0,0,0,0
400,1.0,15,71,1,15.7670613,-13.4771899,0,0,0,0,1,0,0,0,0,0
700,1.0,10,65,42,14.8475114,-15.8702692,1,0,0,0,0,0,0,0,0,0
420,1.0,15,53,49,16.593767,-14.99098,0,0,1,0,0,0,0,0,0,0
50,0.200000003,5,52,21,15.1696104,-13.7289167,0,0,0,0,0,0,0,0,0,1
5000,6.0,4,72,42,47.62191259999999,-122.3516787,1,0,0,0,0,0,0,0,0,0
367,1.0,13,50,45,14.7354543,-17.4248027,0,0,0,0,1,0,0,0,0,0
60,1.0,7,88,48,33.9937575,-81.0299186,0,0,0,0,0,1,0,0,0,0
3000,4.0,5,30,42,14.7386755,-17.5138456,0,0,0,0,1,0,0,0,0,0
200,2.0,6,75,21,14.968629,-16.89579,1,0,0,0,0,0,0,0,0,0
300,1.0,5,42,49,14.471748,-14.982339,0,0,1,0,0,0,0,0,0,0
58,0.5,10,64,36,14.8665572,-15.8994956,0,0,0,0,0,1,0,0,0,0
2300,5.0,9,52,48,14.066667,-15.1,0,0,1,0,0,0,0,0,0,0
658,4.0,5,56,65,15.3688083,-13.1365521,0,0,0,0,1,0,0,0,0,0
4200,3.0,11,77,48,13.959304,-16.348358,0,0,0,0,1,0,0,0,0,0
2300,3.0,9,54,56,14.7498382,-17.4714214,0,0,0,0,1,0,0,0,0,0
950,2.0,10,72,30,15.2768199,-16.5260001,1,0,0,0,0,0,0,0,0,0
4500,3.871099949,10,43,43,14.497401,-14.452362,1,0,0,0,0,0,0,0,0,0
1150,2.0,16,65,21,45.0953319,-93.3747819,1,0,0,0,0,0,0,0,0,0
2200,2.0,12,33,49,14.222893,-16.8182009,0,0,0,0,1,0,0,0,0,0
750,0.150000006,12,49,56,16.639572,-14.801177,0,0,0,0,0,0,0,1,0,0
150,1.5,8,65,48,15.0123286,-16.7323097,0,0,0,0,0,1,0,0,0,0
300,1.0,10,36,84,47.65401360000001,-122.311748,0,0,1,0,0,0,0,0,0,0
250,2.0,7,57,35,14.908855,-15.771968,0,0,0,0,1,0,0,0,0,0
50,1.0,16,53,56,14.7361419,-16.4435885,0,0,0,0,0,1,0,0,0,0
700,3.0,14,50,49,15.020096,-16.282324,0,0,0,0,1,0,0,0,0,0
100,1.0,26,60,63,14.4583336,-16.8650395,0,0,0,0,0,1,0,0,0,0
200,1.0,7,28,52,15.0,-16.416667,1,0,0,0,0,0,0,0,0,0
2800,3.126699924,9,60,42,14.497401,-14.452362,1,0,0,0,0,0,0,0,0,0
1100,1.113999963,11,35,70,15.020096,-16.282324,0,0,0,0,1,0,0,0,0,0
100,1.0,2,79,70,14.019646,-16.0640179,1,0,0,0,0,0,0,0,0,0
700,2.0,25,73,48,13.937936,-14.027045,0,0,0,0,1,0,0,0,0,0
65,0.136700004,8,80,48,15.077949,-16.3483069,0,0,0,0,0,0,0,1,0,0
400,2.0,7,48,56,14.6373423,-17.0879032,0,0,0,0,1,0,0,0,0,0
2500,3.0,11,43,48,14.497401,-14.452362,1,0,0,0,0,0,0,0,0,0
8000,6.0,22,61,56,13.7614,-15.9083,1,0,0,0,0,0,0,0,0,0
350,2.0,9,46,70,40.40926169999999,49.8670924,0,0,0,0,1,0,0,0,0,0
450,1.0,4,43,40,14.7902349,-17.2429976,1,0,0,0,0,0,0,0,0,0
1000,2.0,4,76,10,13.886193,-16.231048,0,0,0,0,0,1,0,0,0,0
350,0.75,17,66,14,13.183333,-14.233333,0,0,0,0,0,0,0,0,0,1
200,3.0,5,70,30,14.604585,-16.715111,1,0,0,0,0,0,0,0,0,0
600,2.0,20,46,80,14.497401,-14.452362,0,0,1,0,0,0,0,0,0,0
1200,2.0,12,40,56,14.8013753,-16.9016156,1,0,0,0,0,0,0,0,0,0
1500,2.0,10,42,56,40.7982133,-77.8599084,0,0,0,0,1,0,0,0,0,0
1200,4.0,12,95,48,40.7563454,-73.9239496,1,0,0,0,0,0,0,0,0,0
300,0.5,14,35,56,15.0285048,-16.9011849,0,0,0,0,0,0,0,0,0,1
2000,2.0,9,45,42,42.718982,-87.903021,1,0,0,0,0,0,0,0,0,0
1600,1.5,15,38,63,13.734559,-16.022245,0,0,0,0,1,0,0,0,0,0
60,0.023700001,25,51,60,14.6964336,-16.4768577,0,0,0,0,0,0,0,1,0,0
180,0.25,10,52,4,14.67231,-17.20784,1,0,0,0,0,0,0,0,0,0
300,1.0,19,76,28,14.122354,-13.82566,0,0,1,0,0,0,0,0,0,0
2000,1.0,14,61,48,15.82137,-16.181021,1,0,0,0,0,0,0,0,0,0
1920,3.0,1,46,7,12.9356273,-15.5899413,0,0,0,0,1,0,0,0,0,0
300,0.5,4,60,28,48.4231485,-123.366676,0,0,0,0,0,0,0,0,0,1
1000,1.0,8,26,49,14.1652083,-16.0757749,0,0,1,0,0,0,0,0,0,0
480,1.0,8,49,50,14.6821999,-17.450951,1,0,0,0,0,0,0,0,0,0
600,6.0,7,41,40,32.902459,101.706655,1,0,0,0,0,0,0,0,0,0
600,1.0,9,43,63,15.447002,-16.734308,0,0,0,0,1,0,0,0,0,0
500,0.5,8,36,12,12.5593109,-12.870689,1,0,0,0,0,0,0,0,0,0
189,0.25,13,50,35,14.760996,-17.393216,0,0,0,0,1,0,0,0,0,0
100,1.0,12,70,48,14.6734519,-17.4632496,0,0,0,0,0,1,0,0,0,0
250,2.5,8,82,42,15.651014,-16.050118,0,0,0,0,0,1,0,0,0,0
300,1.0,5,58,48,14.7701521,-17.3606593,0,0,1,0,0,0,0,0,0,0
70,0.200599998,5,56,48,14.7912692,-17.1141145,0,1,0,0,0,0,0,0,0,0
2100,3.0,7,58,42,13.313899,-15.685545,1,0,0,0,0,0,0,0,0,0
1000,0.699999988,6,46,30,16.2700829,-13.9854708,0,0,0,0,0,0,0,1,0,0
900,1.5,5,40,49,14.497401,-14.452362,1,0,0,0,0,0,0,0,0,0
120,4.0,18,25,42,12.995899,-15.161333,0,0,0,0,1,0,0,0,0,0
400,1.0,17,48,56,14.105202,-15.5415755,0,0,0,0,1,0,0,0,0,0
1000,4.0,10,85,48,14.832029,-15.885219,0,0,0,0,1,0,0,0,0,0
200,0.75,6,60,3,14.7283024,-17.4373409,1,0,0,0,0,0,0,0,0,0
700,1.5,16,43,14,14.6821999,-17.450951,0,0,0,0,0,0,0,0,0,1
200,1.0,11,54,48,14.497401,-14.452362,1,0,0,0,0,0,0,0,0,0
300,2.0,11,62,48,13.765256,-15.906284,0,0,1,0,0,0,0,0,0,0
300,0.5,10,59,30,14.6704706,-17.4353571,1,0,0,0,0,0,0,0,0,0
1900,2.0,2,70,7,13.0396236,-15.6940454,1,0,0,0,0,0,0,0,0,0
3200,4.0,9,43,56,14.6821999,-17.450951,1,0,0,0,0,0,0,0,0,0
500,1.5,19,48,40,32.902459,101.706655,1,0,0,0,0,0,0,0,0,0
150,0.5,6,56,60,15.890622,-16.425352,1,0,0,0,0,0,0,0,0,0
2000,5.0,5,66,48,13.5238459,-13.511882,1,0,0,0,0,0,0,0,0,0
1000,4.0,22,63,48,14.908855,-15.771968,1,0,0,0,0,0,0,0,0,0
900,1.0,6,46,50,13.075033,-15.61002,0,0,0,0,1,0,0,0,0,0
100,1.0,31,73,3,12.466667,-12.65,0,0,1,0,0,0,0,0,0,0
39,0.5,13,31,56,13.1440754,-14.1059408,0,0,1,0,0,0,0,0,0,0
400,1.0,15,30,56,14.47376,-16.620935,0,0,1,0,0,0,0,0,0,0
200,0.050000001,20,41,6,14.8665572,-15.8994956,0,0,0,0,0,0,0,0,1,0
700,2.0,5,50,48,14.066667,-15.1,0,0,0,0,1,0,0,0,0,0
500,1.0,4,80,48,12.8997479,-14.9359544,1,0,0,0,0,0,0,0,0,0
600,2.0,5,60,6,12.9356273,-15.5899413,0,0,0,0,1,0,0,0,0,0
200,2.5,13,50,28,15.7380034,-13.3905003,0,0,0,0,1,0,0,0,0,0
350,1.0,5,42,35,12.993248,-15.710105,0,0,0,0,0,0,0,0,1,0
200,2.0,14,55,49,14.7443828,-16.6143944,0,0,0,0,0,0,0,0,0,1
364,0.790000021,21,62,72,16.2211253,-14.4723301,0,0,0,0,0,1,0,0,0,0
2000,1.0,20,38,56,13.1440754,-14.1059408,0,0,0,0,0,0,1,0,0,0
765,0.5,14,33,35,32.7940463,34.989571,0,0,1,0,0,0,0,0,0,0
2200,9.0,4,67,63,14.270251,-15.9406128,1,0,0,0,0,0,0,0,0,0
400,2.0,4,72,42,47.62191259999999,-122.3516787,0,0,1,0,0,0,0,0,0,0
3200,4.0,16,45,63,14.10683,-15.767146,0,0,0,0,1,0,0,0,0,0
1000,1.0,8,40,42,14.0237471,-15.1873049,1,0,0,0,0,0,0,0,0,0
3000,4.0,17,28,49,14.908855,-15.771968,1,0,0,0,0,0,0,0,0,0
50,1.0,12,35,49,16.0282465,-16.4832893,0,0,1,0,0,0,0,0,0,0
500,0.412699997,6,59,45,12.3505299,-16.716631,0,0,0,0,0,0,0,1,0,0
200,1.0,6,54,48,14.0731738,-16.6934134,1,0,0,0,0,0,0,0,0,0
2000,1.0,18,54,12,12.589336,-12.856031,0,0,0,0,0,0,0,0,0,1
1000,2.0,16,40,48,14.1652083,-16.0757749,1,0,0,0,0,0,0,0,0,0
220,2.0,15,60,25,14.6821999,-17.450951,1,0,0,0,0,0,0,0,0,0
600,3.0,7,35,48,40.8075355,-73.9625727,0,0,0,0,1,0,0,0,0,0
250,0.400000006,11,62,42,12.9161429,-16.4361702,0,0,0,0,0,0,0,1,0,0
200,1.0,16,51,35,15.17734,-16.304724,0,0,0,0,1,0,0,0,0,0
750,0.890630007,10,65,28,13.849943,-13.742584,0,0,0,0,1,0,0,0,0,0
10,0.07,8,26,54,15.4184221,-16.0728356,0,0,0,0,0,1,0,0,0,0
4500,9.0,16,62,48,13.8,-14.6167,0,0,1,0,0,0,0,0,0,0
600,1.0,12,59,36,14.85,-16.3667,0,0,0,0,1,0,0,0,0,0
2500,1.564800024,9,35,70,14.850942,-16.291102,0,0,0,0,1,0,0,0,0,0
4500,7.0,13,60,48,14.691,-17.4543767,0,0,0,0,1,0,0,0,0,0
150,6.0,15,45,8,14.08844,-15.29466,0,0,0,0,1,0,0,0,0,0
250,1.0,5,55,15,14.416667,-15.583333,0,0,0,0,1,0,0,0,0,0
350,1.200000048,5,45,6,11.648761,-11.826706,0,0,0,0,1,0,0,0,0,0
600,2.0,10,67,48,14.7499663,-17.461208,1,0,0,0,0,0,0,0,0,0
5000,2.0,8,36,12,12.5593109,-12.870689,0,0,0,0,0,0,0,0,0,1
400,1.299999952,10,51,26,14.47593,-16.403219,1,0,0,0,0,0,0,0,0,0
1800,3.5,9,30,48,37.22551,-80.4231382,1,0,0,0,0,0,0,0,0,0
150,0.449999988,10,42,35,12.6267874,-16.0140586,0,0,0,0,1,0,0,0,0,0
900,1.5,6,60,42,13.753866,-16.32563,0,0,0,0,1,0,0,0,0,0
500,1.0,17,55,64,14.7498382,-17.4714214,0,0,1,0,0,0,0,0,0,0
15,0.150000006,9,56,48,14.6373423,-17.0879032,0,0,0,0,0,1,0,0,0,0
700,1.0,12,58,30,15.980688,-16.463694,0,0,0,0,1,0,0,0,0,0
150,1.5,25,70,49,14.266667,-15.75,0,0,0,0,0,1,0,0,0,0
300,1.0,5,41,7,14.7437839,-17.509338,0,0,0,0,0,0,0,0,1,0
40,0.5,8,45,54,14.6685893,-17.4329045,1,0,0,0,0,0,0,0,0,0
30,0.5,8,32,52,14.7497406,-17.5100452,0,0,0,0,0,1,0,0,0,0
1200,3.0,10,65,54,15.408636,-16.493486,0,0,0,0,1,0,0,0,0,0
50,2.0,4,75,28,13.9333,-15.4,0,0,1,0,0,0,0,0,0,0
2000,2.0,7,70,7,14.283333,-16.133333,1,0,0,0,0,0,0,0,0,0
1500,3.0,12,70,48,14.6734519,-17.4632496,0,0,0,0,1,0,0,0,0,0
800,1.0,7,59,48,14.6395948,-16.2255098,0,0,0,0,1,0,0,0,0,0
350,0.600000024,10,36,30,41.3163244,-72.92234309999999,0,0,0,0,0,0,0,1,0,0
6000,0.800000012,5,59,56,16.1079573,-16.3471149,0,0,0,0,0,0,0,1,0,0
100,1.0,7,50,56,13.948051,-15.607976,0,0,1,0,0,0,0,0,0,0
1000,1.0,31,73,3,12.466667,-12.65,0,0,0,0,0,0,0,1,0,0
340,2.0,13,64,48,14.595098,-16.33359,0,0,0,0,0,1,0,0,0,0
900,3.0,8,35,48,14.497401,-14.452362,0,0,0,0,1,0,0,0,0,0
3500,10.0,27,42,49,14.3467,-16.1555,0,0,0,0,1,0,0,0,0,0
2000,4.0,8,64,50,46.78174629999999,-71.2747424,1,0,0,0,0,0,0,0,0,0
550,1.348700047,7,40,50,13.7870492,-16.4779739,1,0,0,0,0,0,0,0,0,0
600,4.0,47,63,42,14.774572,-12.2939589,0,0,1,0,0,0,0,0,0,0
900,3.0,21,35,80,14.8023331,-16.5363109,1,0,0,0,0,0,0,0,0,0
1600,2.0,18,45,35,13.1440754,-14.1059408,0,0,0,0,0,0,0,0,0,1
1300,1.0,8,44,56,12.51317,-11.57785,0,0,1,0,0,0,0,0,0,0
500,1.0,5,49,40,12.762421,-15.562685,0,0,0,0,0,0,0,1,0,0
200,1.0,14,40,63,14.908855,-15.771968,0,0,1,0,0,0,0,0,0,0
1200,1.5,5,37,42,13.7725888,-13.6710059,0,0,0,0,0,0,0,1,0,0
175,0.25,4,62,56,14.7107147,-17.4584434,1,0,0,0,0,0,0,0,0,0
2500,2.0,14,53,70,14.832474,-17.051067,1,0,0,0,0,0,0,0,0,0
1200,6.0,12,39,42,39.9566127,-75.18994409999999,0,0,0,0,1,0,0,0,0,0
180,1.0,10,38,46,14.8349101,-15.9007005,0,0,1,0,0,0,0,0,0,0
900,4.0,10,61,63,15.724629,-16.394213,1,0,0,0,0,0,0,0,0,0
900,3.0,14,45,63,14.908855,-15.771968,0,0,0,0,1,0,0,0,0,0
910,2.0,1,56,8,12.9356273,-15.5899413,0,0,0,0,0,0,0,1,0,0
150,1.0,11,37,56,14.3467,-16.1555,0,0,0,0,1,0,0,0,0,0
970,1.0,6,66,8,12.584183,-15.424447,0,0,1,0,0,0,0,0,0,0
100,1.0,11,37,56,14.3467,-16.1555,1,0,0,0,0,0,0,0,0,0
6500,10.0,14,52,48,14.497401,-14.452362,1,0,0,0,0,0,0,0,0,0
1200,3.0,16,58,49,14.7238506,-16.943389,0,0,0,0,1,0,0,0,0,0
100,0.166999996,3,49,60,13.7725888,-13.6710059,0,0,0,0,0,0,0,0,0,1
300,1.5,18,55,56,13.65,-15.983333,0,0,1,0,0,0,0,0,0,0
1800,7.0,4,67,63,14.270251,-15.9406128,0,0,0,0,1,0,0,0,0,0
950,1.0,6,54,7,12.485307,-15.621866,0,0,1,0,0,0,0,0,0,0
400,2.5,9,45,46,14.7802142,-17.1159605,0,0,0,0,1,0,0,0,0,0
4000,5.0,18,57,48,14.497401,-14.452362,1,0,0,0,0,0,0,0,0,0
670,1.0,18,47,30,13.146617,-13.752088,1,0,0,0,0,0,0,0,0,0
1120,0.300000012,6,56,35,16.516667,-15.4,1,0,0,0,0,0,0,0,0,0
500,10.0,19,77,14,14.6373423,-17.0879032,0,0,0,0,1,0,0,0,0,0
100,2.0,9,67,70,15.0379112,-16.2536853,0,0,0,0,1,0,0,0,0,0
350,0.25,10,71,21,12.568263,-16.172958,0,0,0,0,0,0,0,1,0,0
200,1.0,15,34,35,14.7561322,-17.4567048,0,0,0,0,1,0,0,0,0,0
910,2.0,10,37,5,14.9026699,-12.4638538,1,0,0,0,0,0,0,0,0,0
1500,3.0,11,58,43,15.020773,-15.902403,0,0,0,0,1,0,0,0,0,0
250,1.0,7,36,25,14.2069519,-16.0214048,1,0,0,0,0,0,0,0,0,0
800,1.0,8,45,45,14.7701521,-17.3606593,0,0,1,0,0,0,0,0,0,0
500,1.0,20,70,48,14.7448212,-17.5125165,1,0,0,0,0,0,0,0,0,0
200,2.0,18,60,70,14.7252639,-16.5672462,0,0,0,0,1,0,0,0,0,0
750,0.5,9,50,28,45.5125995,-73.56059549999999,0,0,0,0,1,0,0,0,0,0
1200,2.0,9,39,70,15.2820089,-16.1713267,0,0,0,0,1,0,0,0,0,0
50,0.5,5,69,28,15.0635034,-16.8710173,1,0,0,0,0,0,0,0,0,0
1000,5.0,9,39,48,14.066667,-15.1,0,0,0,0,1,0,0,0,0,0
400,0.600000024,8,66,30,14.497401,-14.452362,1,0,0,0,0,0,0,0,0,0
800,2.0,5,49,40,12.762421,-15.562685,1,0,0,0,0,0,0,0,0,0
800,1.5,5,39,42,12.8361941,-15.5254565,0,0,0,0,1,0,0,0,0,0
600,0.899999976,9,62,49,14.5373151,-17.0639247,0,0,0,0,1,0,0,0,0,0
2400,4.0,20,67,36,14.6054707,-17.1510315,0,0,0,0,1,0,0,0,0,0
1650,4.0,9,30,48,37.22551,-80.4231382,0,0,0,0,1,0,0,0,0,0
1800,9.0,11,67,48,14.8349101,-15.9007005,1,0,0,0,0,0,0,0,0,0
1000,2.0,8,38,12,15.161233,-16.356844,0,0,0,0,1,0,0,0,0,0
1500,2.0,6,58,48,15.6016569,-13.3176868,0,0,0,0,1,0,0,0,0,0
600,1.0,6,55,48,14.5111561,-15.9259271,0,0,0,0,1,0,0,0,0,0
1200,4.5,9,57,35,14.832029,-15.885219,1,0,0,0,0,0,0,0,0,0
500,8.0,12,70,9,42.3398067,-71.0891717,1,0,0,0,0,0,0,0,0,0
220,4.0,13,35,49,40.7794366,-73.963244,0,0,0,0,1,0,0,0,0,0
1800,2.0,10,71,35,13.7760994,-15.6427189,0,0,1,0,0,0,0,0,0,0
1100,2.0,12,52,49,14.4460157,-16.9889902,0,0,0,0,1,0,0,0,0,0
450,3.0,7,25,50,14.212756,-15.111585,0,0,0,0,1,0,0,0,0,0
750,0.400000006,4,39,48,15.6126361,-13.2300874,0,0,0,0,0,0,0,1,0,0
500,1.0,9,55,49,12.75,-15.166667,1,0,0,0,0,0,0,0,0,0
400,2.0,9,37,56,15.474907,-16.232817,0,0,0,0,1,0,0,0,0,0
875,1.0,19,62,42,12.7033366,-12.2547919,0,0,1,0,0,0,0,0,0,0
400,2.0,8,36,48,14.7152558,-17.4666971,0,0,0,0,1,0,0,0,0,0
500,1.25,12,64,56,14.908855,-15.771968,0,0,0,0,1,0,0,0,0,0
