id_men,culture_label,production_kg,superficie
2298,Arachide,2500,5
2298,Mais,2000,6
2298,Mil,2000,4
2298,Sorgho,3000,5
2299,Arachide,200,0.238900006
2300,Arachide,39,1.256899953
2300,Mais,150,0.064199999
2300,Riz,25,0.1919
2300,Sorgho,0,1.055799961
2301,Arachide,1800,5
2301,Mil,1300,3
2301,Niebe,120,1
2302,Arachide,4000,13
2302,Mais,600,0.5
2303,Arachide,1000,2
2303,Mais,100,1
2303,Mil,100,3
2304,Mais,200,1.762599945
2304,Mil,300,2.79550004
2305,Arachide,1400,2
2305,Mil,1800,3
2306,Arachide,2700,6
2306,Mil,5000,8
2306,Niebe,880,10
2307,Arachide,120,0.74000001
2307,Mais,110,0.460000008
2307,Mil,140,0.059999999
2307,Sorgho,160,0.289999992
2308,Riz,550,1
2309,Arachide,1375,1.150099993
2309,Mais,1200,1.557700038
2310,Arachide,0,0.25
2311,Arachide,2730,3
2311,Mais,1425,1.885339975
2311,Sorgho,1100,1.75
2312,Arachide,500,0.5
2312,Riz,350,0.400000006
2313,Arachide,800,1
2313,Mil,600,1
2314,Arachide,1500,4
2314,Mil,600,3
2314,Sorgho,150,1
2315,Arachide,630,2
2315,Mil,390,2
2315,Niebe,150,1
2316,Arachide,1100,0.5
2316,Mais,1400,2
2316,Riz,350,1
2317,Arachide,2000,7.272399902
2317,Mil,1000,1.191100001
2317,Sorgho,700,4.139699936
2318,Arachide,4000,15
2318,Mil,2400,8
2318,Niebe,200,2
2319,Arachide,770,1.5
2319,Mil,1750,1
2320,Arachide,400,1
2320,Mil,1000,2
2320,Niebe,20,0.5
2321,Riz,620,0.54381001
2322,Arachide,5000,2
2322,Mais,480,1
2322,Mil,1600,2
2323,Arachide,100,3
2323,Mais,0,2
2323,Mil,0,1
2323,Riz,50,1
2324,Arachide,1500,1
2324,Mil,1000,1
2325,Arachide,300,1
2325,Niebe,0,1
2326,Arachide,400,0.5
2326,Mil,600,1.5
2327,Mais,200,0.5
2327,Mil,100,0.5
2327,Sorgho,300,1
2328,Mais,200,1
2328,Mil,200,1
2329,Arachide,120,0.5
2329,Mil,500,1
2329,Sorgho,50,0.5
2330,Arachide,2500,6
2330,Mais,2000,5
2330,Mil,700,3
2330,Sorgho,900,4
2331,Arachide,2160,6
2331,Mais,100,4
2331,Mil,1500,5
2331,Niebe,100,1
2332,Arachide,800,2
2332,Mil,1300,2.5
2334,Mil,1600,2.5
2335,Arachide,800,2
2335,Mil,1300,2
2336,Arachide,450,2
2336,Mil,450,2
2336,Sorgho,75,1
2337,Arachide,18000,5
2337,Mais,500,2
2337,Mil,250,1
2337,Niebe,250,1
2338,Arachide,600,1.600000024
2338,Mil,3000,4.800000191
2338,Niebe,300,0.699999988
2339,Mil,200,1
2339,Sesame,50,1
2340,Arachide,800,0.997099996
2340,Mais,150,0.2245
2340,Sorgho,100,0.166999996
2341,Arachide,250,1.799999952
2341,Mil,400,3
2341,Niebe,80,0.400000006
2342,Mais,100,1
2342,Mil,200,1
2342,Niebe,30,1
2343,Arachide,450,1
2343,Mil,500,1
2343,Niebe,80,1
2344,Arachide,650,1.049999952
2344,Mil,600,1
2344,Niebe,70,1
2345,Arachide,1500,3
2345,Mil,2000,5
2345,Sorgho,300,2
2346,Arachide,450,0.800000012
2347,Mil,300,1
2348,Arachide,2000,5
2348,Mais,100,0.5
2348,Mil,600,4
2348,Sorgho,150,1.5
2349,Arachide,1700,1
2349,Mais,650,1
2349,Riz,400,1
2350,Riz,1600,2
2351,Arachide,150,1
2351,Mil,1000,1
2352,Riz,100000,16
2353,Arachide,3000,2
2353,Mais,1500,1.5
2353,Mil,1200,2
2354,Arachide,300,1
2354,Mil,400,1
2355,Arachide,900,2
2355,Mais,400,1.5
2355,Mil,870,2.5
2356,Arachide,4500,4
2356,Mais,200,3
2357,Mil,150,0.5
2358,Riz,25000,5
2359,Mais,150,0.5
2360,Arachide,600,1
2360,Mais,1500,1.5
2360,Mil,1000,1.5
2361,Arachide,1000,1.5
2361,Riz,4500,2
2362,Arachide,200,5
2362,Mil,800,3
2362,Niebe,100,4
2363,Arachide,200,3
2363,Mil,600,2
2363,Niebe,70,1.5
2364,Riz,210,0.200000003
2365,Arachide,3600,4
2365,Mais,270,0.5
2365,Mil,420,1
2366,Arachide,500,0.800000012
2366,Mais,400,0.400000006
2367,Arachide,250,4
2367,Mil,200,5
2368,Mais,300,2
2368,Mil,600,2
2369,Arachide,0,0.5
2370,Mil,200,3
2370,Niebe,100,1
2371,Arachide,100,0.159999996
2371,Mais,450,0.209999993
2371,Sorgho,1000,1.840000033
2372,Arachide,1300,2
2372,Mais,200,2
2372,Mil,300,2
2372,Sorgho,250,1
2373,Arachide,3050,3.899100065
2373,Sorgho,300,0.562099993
2374,Arachide,4200,6.5
2374,Mais,3000,4
2374,Mil,3100,5.5
2374,Sorgho,2150,4
2375,Arachide,850,1
2375,Mais,950,1
2375,Sorgho,1550,2
2376,Riz,500,0.5
2377,Arachide,950,1.121999979
2377,Mais,2500,3.084199905
2377,Sorgho,300,1.062700033
2378,Arachide,3000,5
2378,Mais,500,2
2378,Mil,1000,3
2379,Arachide,500,1
2379,Mil,700,2
2379,Niebe,300,0.5
2380,Arachide,200,1
2380,Mil,200,1.5
2381,Arachide,3500,2
2381,Riz,600,1
2382,Arachide,18000,5
2382,Mais,400,3
2382,Mil,15000,5
2382,Sorgho,200,2
2383,Riz,375,0.75
2384,Riz,1750,1
2385,Arachide,470,2
2385,Mais,250,1
2385,Mil,450,2
2386,Arachide,200,1.980000019
2386,Mais,3200,0.980000019
2386,Sorgho,36,0.430000007
2387,Arachide,50,1
2387,Mil,300,2
2387,Niebe,50,1
2388,Arachide,600,2
2389,Arachide,1300,1
2389,Mais,446,1
2389,Riz,500,0.5
2390,Arachide,1900,6
2390,Fonio,200,3
2390,Mais,800,3
2390,Mil,1500,4
2390,Sorgho,7500,4
2391,Arachide,18000,6
2391,Mais,500,2
2391,Mil,11000,4
2391,Sorgho,150,1
2392,Mais,840,2
2392,Mil,500,2
2393,Arachide,500,0.75
2393,Fonio,285,0.5
2394,Arachide,400,1
2394,Mais,206,0.5
2395,Arachide,50,0.5
2395,Bissap,250,0.5
2395,Mil,200,0.5
2395,Niebe,40,0.5
2396,Arachide,6000,4
2396,Mais,1500,3
2396,Mil,4000,2
2397,Arachide,515,1.75
2397,Mais,270,0.5
2397,Mil,200,0.5
2397,Sorgho,600,1.25
2398,Arachide,3440,5.563799858
2398,Mais,1500,1.717499971
2398,Riz,100,0.241400003
2398,Sorgho,60,2.069000006
2399,Arachide,700,3
2399,Niebe,2000,5.599999905
2400,Mais,700,2.5
2400,Mil,1500,2.5
2400,Niebe,340,2
2400,Riz,1900,3
2401,Arachide,910,2
2401,Mil,300,2
2402,Arachide,150,5
2402,Mil,200,1
2403,Fonio,150,1
2403,Mais,200,3
2403,Mil,250,1
2403,Riz,500,2
2404,Arachide,0,1
2404,Mil,300,1
2405,Riz,1800,0.300000012
2406,Riz,750,0.778400004
2407,Mais,900,1
2408,Arachide,25000,8
2408,Mais,800,1
2408,Mil,2300,10
2408,Pasteque,30000,2
2409,Arachide,350,1
2409,Mil,1000,2
2410,Mil,216,1
2411,Arachide,600,2
2411,Mil,500,1
2412,Mil,500,2
2412,Niebe,100,1
2413,Arachide,3000,3
2413,Mais,1500,2
2414,Arachide,200,1
2415,Arachide,250,2
2415,Mais,150,1
2415,Riz,355,1
2415,Sorgho,480,1
2416,Mais,600,1.415899992
2416,Sorgho,850,2.003499985
2417,Arachide,5768,0.860000014
2417,Sorgho,2700,0.74000001
2418,Arachide,3500,4
2418,Mais,200,1
2418,Mil,1000,3
2419,Arachide,2700,1.535400033
2420,Chou,24750,0.400000006
2421,Arachide,500,2
2421,Mil,10000,3
2422,Sorgho,80,0.25
2423,Mil,1500,3
2425,Riz,2,0.0025
2426,Arachide,500,1.5
2426,Mil,400,1
2427,Riz,5500,1
2428,Arachide,250,0.050000001
2428,Mais,400,0.5
2428,Mil,300,1.279999971
2428,Sorgho,500,0.879999995
2429,Arachide,1800,3
2429,Mil,100,3
2429,Sorgho,800,2
2430,Riz,450,0.305500001
2431,Arachide,450,1
2431,Mil,1200,2
2431,Niebe,125,1
2431,Sesame,300,1
2432,Arachide,600,1.148100019
2432,Mil,100,0.906799972
2432,Sorgho,50,0.498600006
2433,Arachide,600,1.016800046
2433,Diakhatou,400,0.349099994
2433,Mais,300,0.544799984
2433,Mil,900,1.293900013
2434,Arachide,3000,2
2434,Mil,1500,2
2435,Arachide,2900,3
2436,Arachide,400,2
2436,Mais,1000,2
2436,Mil,300,3
2436,Sorgho,40,1
2437,Arachide,325,0.5
2437,Mil,525,1.5
2437,Niebe,280,0.5
2438,Arachide,250,1
2439,Arachide,200,0.5
2439,Mil,700,1.299999952
2439,Niebe,40,0.300000012
2440,Arachide,300,0.75
2440,Mais,0,0.25
2440,Mil,500,2
2440,Sorgho,100,1
2441,Sorgho,1500,5
2442,Arachide,2300,2
2442,Mais,500,1
2442,Mil,2000,4.5
2442,Sesame,150,3
2443,Mil,1000,0.392100006
2444,Arachide,80,3
2444,Mais,1100,2
2444,Mil,50,2
2445,Arachide,300,2
2446,Pasteque,300,0.100000001
2446,Riz,114,0.100000001
2447,Arachide,1000,2
2447,Mil,1000,2
2447,Niebe,800,1
2448,Niebe,180,1.5
2449,Arachide,0,1
2449,Niebe,0,0.5
2450,Arachide,1500,3
2450,Mil,200,2
2450,Sorgho,150,1
2451,Arachide,700,3
2451,Niebe,700,2.5
2452,Mil,250,0.400000006
2453,Sorgho,80,0.25
2454,Mais,400,15
2454,Mil,500,15
2455,Arachide,500,3
2455,Mil,600,1.5
2455,Niebe,50,1
2456,Mil,200,2
2456,Niebe,0,1
2457,Arachide,900,0.965300024
2457,Mais,2000,0.766099989
2457,Mil,78,0.210800007
2457,Sorgho,210,0.218199998
2458,Arachide,1000,4
2458,Mil,1500,3
2458,Niebe,200,1
2459,Arachide,1800,9
2459,Mais,100,1
2459,Mil,800,4
2460,Arachide,4000,4.188799858
2460,Mil,1100,1.113999963
2461,Arachide,300,3
2461,Mil,80,1
2461,Niebe,0,3
2462,Arachide,300,1.190000057
2462,Mais,250,0.25999999
2462,Sorgho,1500,0.430000007
2463,Arachide,1000,2
2463,Mil,1000,2
2464,Bissap,19,0.083999999
2464,Tomate,963,1.335199952
2465,Riz,600,0.5
2466,Sorgho,350,0.597199976
2467,Riz,450,0.25
2468,Arachide,1300,2.154599905
2468,Mais,450,0.444599986
2468,Sorgho,800,1.657999992
2469,Arachide,800,1
2469,Mil,700,1
2469,Riz,700,1
2470,Arachide,900,3
2470,Mil,250,2.5
2470,Niebe,225,1.5
2471,Arachide,700,2
2471,Mil,1100,2
2472,Arachide,150,1.5
2472,Mil,50,2
2473,Arachide,2800,7
2473,Mil,1800,7
2473,Niebe,350,4
2474,Arachide,5000,6
2474,Mais,400,2
2474,Mil,1200,2
2475,Mais,300,2
2475,Mil,900,2
2476,Arachide,1500,3
2476,Mil,500,2
2476,Sorgho,200,1
2477,Arachide,400,3
2477,Mil,300,4
2477,Sorgho,250,1
2478,Mais,200,0.5
2478,Mil,600,2
2478,Sorgho,150,0.5
2479,Arachide,4000,7
2479,Mil,250,2
2479,Niebe,200,2
2480,Arachide,150,2.369100094
2480,Mais,1100,3.559000015
2481,Sorgho,400,0.5
2482,Mais,1450,2
2483,Niebe,100,1.5
2484,Riz,1250,0.430000007
2485,Riz,1788,0.213479996
2486,Arachide,700,0.615400016
2486,Mil,1200,1.100399971
2487,Arachide,1000,2
2487,Mais,400,1
2487,Mil,1000,2
2487,Sorgho,200,1
2488,Mais,600,0.5
2488,Riz,1200,0.5
2489,Riz,1200,0.300000012
2490,Mil,0,0.5
2490,Pasteque,150,0.119999997
2490,Riz,33,0.300000012
2491,Arachide,300,2
2492,Bissap,70,0.200599998
2492,Poivron,300,0.0546
2493,Arachide,370,0.538181841
2493,Mil,650,1.21875
2494,Mais,450,0.5
2495,Arachide,9000,1
2495,Niebe,250,0.5
2495,Pasteque,1500,0.5
2496,Arachide,1500,2
2496,Mil,2500,2
2497,Arachide,1000,3
2497,Mil,500,3
2498,Mais,350,0.5
2498,Sorgho,250,0.300000012
2499,Arachide,1200,2.5
2499,Mais,600,1.5
2499,Mil,400,0.5
2499,Sorgho,1000,1.5
2500,Arachide,1327,4
2500,Mil,400,2
2501,Mais,1800,4
2501,Mil,1200,3
2502,Arachide,240,2.400000095
2502,Mais,100,0.209999993
2502,Sorgho,101,0.209999993
2503,Mil,300,0.874100029
2504,Arachide,500,1.100000024
2504,Mil,500,1.899999976
2505,Arachide,2000,5
2505,Mil,400,2
2505,Sorgho,200,2
2505,Sesame,90,1
2506,Arachide,50,0.300000012
2506,Mil,150,0.5
2507,Arachide,3100,5.75
2507,Mais,3900,4.5
2508,Arachide,2500,3
2508,Mil,1200,3
2509,Pasteque,3566,1.258350015
2510,Arachide,2000,2
2510,Mais,1000,2
2510,Mil,3000,3
2510,Riz,2000,2
2511,Mil,50,0.100000001
2512,Arachide,120,1
2512,Niebe,17,0.5
2513,Arachide,500,1
2513,Bissap,50,0.5
2513,Mil,350,1
2513,Niebe,75,0.5
2514,Arachide,7000,4
2514,Mil,3500,3
2515,Arachide,450,0.5
2515,Mil,100,0.300000012
2516,Arachide,2000,6
2516,Mais,2000,3
2517,Riz,2500,1.25
2518,Arachide,750,1.75
2518,Mais,600,1.25
2518,Mil,1200,1.75
2519,Riz,225,0.25
2520,Arachide,2000,2
2520,Mil,1000,2
2521,Arachide,300,0.212799996
2521,Mais,500,1.089100003
2521,Sorgho,300,0.592800021
2522,Arachide,300,1
2522,Mil,20,0.5
2522,Niebe,225,1.5
2523,Arachide,350,4
2523,Mais,1200,3
2523,Mil,250,3
2523,Sorgho,500,3
2524,Arachide,3,0.005
2524,Mais,2,0.005
2524,Riz,500,1
2525,Arachide,700,2
2525,Mil,350,1.5
2526,Arachide,450,2.799999952
2526,Mil,60,1
2527,Mil,500,2
2528,Arachide,25,0.5
2528,Mil,150,1
2529,Arachide,100,0.5
2529,Mil,500,1
2529,Niebe,20,0.5
2530,Arachide,300,0.300000012
2530,Mil,600,0.600000024
2530,Niebe,100,0.400000006
2531,Niebe,1,0.005
2532,Mais,134,0.300000012
2532,Riz,2000,2.5
2533,Arachide,500,2
2533,Mil,400,2
2534,Arachide,600,1
2534,Mil,900,5
2534,Niebe,800,5
2535,Arachide,250,1.5
2535,Mil,500,2
2535,Niebe,170,0.5
2537,Mais,100,0.291399986
2538,Arachide,400,3
2538,Mil,600,2
2538,Niebe,95,1
2538,Pasteque,200,1
2539,Arachide,200,3
2539,Mil,250,2
2539,Niebe,300,4
2540,Niebe,5,0.0625
2541,Arachide,350,1
2541,Mil,700,2
2541,Niebe,20,0.5
2541,Sorgho,300,1.5
2542,Riz,3000,0.5
2543,Arachide,300,3
2543,Mais,200,2
2544,Mil,1000,5
2545,Sorgho,605,1.25
2546,Riz,2500,0.400000006
2547,Arachide,750,2
2547,Mil,400,1
2548,Arachide,500,1.5
2548,Mil,600,1.5
2548,Niebe,400,1
2549,Mais,450,1.5
2549,Sorgho,400,1.5
2550,Arachide,350,3
2550,Mil,300,3
2550,Niebe,200,2
2551,Arachide,3000,6
2551,Mais,50,1
2551,Mil,1200,6
2551,Niebe,50,0.5
2551,Sorgho,500,1
2553,Mais,600,0.400000006
2553,Riz,350,0.600000024
2554,Arachide,1500,5
2554,Mil,1300,3
2554,Niebe,150,1
2555,Arachide,1440,3
2555,Mil,150,1
2556,Mais,550,4
2556,Mil,600,2
2557,Arachide,1000,4
2557,Mil,100,4
2557,Niebe,30,1
2558,Arachide,400,0.5
2558,Sorgho,800,1
2559,Niebe,159,1
2560,Arachide,4500,3.871099949
2560,Mais,0,1.418200016
2560,Sorgho,200,1.584599972
2561,Arachide,1500,1
2561,Mais,158,1
2561,Mil,1200,1
2561,Sorgho,200,1
2562,Mais,200,0.150000006
2563,Manioc,5000,1.5
2563,Niebe,200,0.5
2564,Arachide,1400,2
2564,Mil,1500,2
2565,Arachide,800,1
2565,Mil,800,1
2565,Niebe,120,1
2566,Arachide,50,1
2566,Niebe,150,1
2567,Arachide,5200,1
2568,Arachide,1200,4
2568,Bissap,1,0.006
2568,Mil,800,7
2568,Niebe,400,7
2569,Arachide,500,2
2569,Mais,900,1
2569,Mil,300,1.5
2570,Arachide,0,2.5
2570,Mil,100,2.5
2570,Niebe,60,0.5
2571,Mais,300,2
2571,Mil,700,2
2572,Arachide,1200,4
2572,Mil,600,3
2573,Arachide,650,3
2573,Mais,100,1
2573,Mil,500,2
2574,Arachide,300,1
2574,Mil,600,1
2574,Niebe,400,1
2575,Arachide,800,1
2575,Mais,720,1.5
2575,Mil,500,1.5
2576,Arachide,980,4
2576,Mil,1200,8
2576,Niebe,700,2
2577,Mais,100,1.5
2577,Mil,800,2
2577,Niebe,95,1
2577,Sorgho,200,1
2578,Arachide,1600,1.25
2578,Mais,1600,1
2578,Sorgho,650,0.75
2579,Arachide,800,2
2579,Riz,500,1
2579,Sesame,300,1
2580,Arachide,4000,5
2580,Mais,400,3
2581,Mil,100,1
2582,Arachide,90,0.090000004
2582,Riz,150,0.100000001
2583,Arachide,3550,2
2583,Mais,400,0.5
2583,Mil,850,1
2584,Riz,900,1
2585,Mil,600,2
2586,Arachide,900,3
2586,Mil,0,1
2586,Niebe,0,2
2587,Mais,250,0.5
2587,Riz,1750,0.5
2588,Arachide,500,0.899999976
2588,Mil,1080,1.5
2589,Arachide,500,3
2589,Mil,400,2
2590,Arachide,600,1
2590,Mais,500,0.5
2590,Mil,800,1
2590,Pasteque,5000,0.5
2591,Mais,975,1.25
2591,Riz,450,0.5
2592,Mais,650,0.75
2592,Riz,500,0.75
2593,Arachide,650,1.5
2593,Bissap,70,1
2593,Mais,250,1
2593,Mil,600,2
2593,Niebe,150,1.5
2593,Pasteque,2500,1
2594,Mais,360,2
2595,Mil,500,3
2596,Arachide,6100,11
2596,Mais,4500,9
2596,Mil,2800,7
2597,Riz,3680,0.5
2598,Mais,400,0.458799988
2598,Mil,600,0.828100026
2599,Mil,50,0.25
2599,Sorgho,125,0.5
2600,Arachide,4200,4.224999905
2600,Sorgho,2500,3.239500046
2601,Mil,400,2.5
2602,Mais,300,1
2602,Mil,400,1
2603,Arachide,1500,2
2603,Mil,1200,2
2603,Niebe,100,1
2604,Arachide,700,1.5
2604,Mais,500,1
2604,Mil,500,1
2604,Niebe,0,0.5
2605,Arachide,1800,2
2605,Mais,1300,2
2605,Mil,1900,2
2605,Niebe,1000,2
2605,Sorgho,1500,2
2606,Arachide,200,1
2606,Mil,400,1
2606,Niebe,100,1
2607,Arachide,2700,9
2607,Mais,2800,5
2607,Mil,1600,4
2608,Arachide,2000,1
2608,Bissap,50,1
2608,Mais,600,1
2608,Mil,800,1
2608,Sorgho,50,1
2609,Riz,3052,0.304509997
2610,Arachide,750,0.5
2610,Riz,400,0.400000006
2611,Mais,970,1
2611,Patate douce,3600,1
2611,Riz,2500,1
2612,Arachide,2000,5.192399979
2613,Arachide,600,2
2613,Mil,700,1
2613,Niebe,500,1
2614,Arachide,1250,1
2614,Mais,70,0.5
2614,Riz,120,0.25
2615,Bissap,125,0.5
2616,Riz,1300,2
2616,Sorgho,260,1.5
2617,Riz,4000,0.430000007
2618,Mil,525,1
2619,Mais,400,0.886799991
2620,Arachide,750,0.5
2620,Pasteque,7000,1
2620,Riz,450,0.5
2621,Arachide,200,1
2621,Mais,50,1
2621,Mil,200,2
2622,Mais,1000,1
2622,Sorgho,400,0.436399996
2623,Arachide,6400,9
2623,Mais,200,1
2623,Mil,2000,5
2623,Sorgho,1500,3
2624,Arachide,300,0.904522538
2624,Mil,100,0.5
2624,Sorgho,50,0.333333343
2625,Arachide,300,1.5
2625,Mil,400,2.5
2625,Niebe,20,0.5
2626,Arachide,1600,7
2626,Mais,50,1
2626,Mil,500,1
2626,Sorgho,70,1
2628,Mais,50,0.029999999
2628,Riz,600,0.409999996
2629,Mil,90,0.5
2630,Arachide,500,1
2630,Mais,200,1
2630,Mil,400,4
2630,Niebe,50,1
2631,Niebe,150,1.5
2632,Arachide,500,11
2632,Niebe,800,11
2633,Arachide,500,1
2633,Mais,350,1
2633,Mil,770,2
2634,Arachide,2500,2
2634,Mais,600,1
2634,Mil,3500,2
2634,Niebe,500,1
2635,Arachide,5000,5
2635,Mais,400,3
2635,Mil,800,3
2635,Niebe,100,2
2636,Arachide,1100,1.25
2636,Mais,1500,1
2637,Arachide,1200,3
2637,Mil,1200,3
2638,Arachide,0,2
2638,Bissap,100,0.5
2638,Niebe,300,0.5
2639,Arachide,600,1
2639,Mil,500,1
2639,Niebe,70,1
2640,Arachide,700,1
2640,Mais,400,0.5
2640,Mil,1000,1
2641,Arachide,500,0.600000024
2641,Patates,500,0.400000006
2641,Riz,850,1
2642,Arachide,100,1
2642,Mil,300,2
2643,Arachide,750,0.800000012
2643,Riz,150,0.400000006
2644,Niebe,40,0.600000024
2645,Arachide,2500,3
2645,Mil,1250,1
2645,Niebe,450,7
2646,Mais,100,0.25
2646,Mil,200,1
2647,Arachide,350,0.699999988
2647,Mil,165,1
2647,Niebe,61,0.300000012
2648,Mil,300,1
2649,Arachide,1000,1
2649,Mais,2200,2
2650,Arachide,3450,7
2650,Niebe,1500,6
2650,Pasteque,2500,3
2651,Arachide,600,1
2651,Mil,150,1
2651,Riz,100,0.5
2652,Mais,50,0.300700009
2652,Mil,250,0.619599998
2653,Arachide,600,2
2653,Mil,1000,3
2653,Niebe,75,0.5
2654,Arachide,1500,4
2654,Mil,0,4
2655,Arachide,1200,2
2655,Bissap,1000,2
2655,Mais,100,0.5
2655,Mil,1000,2
2655,Niebe,200,1.5
2655,Sorgho,1200,2
2655,Tomate,500,1
2656,Niebe,200,0.5
2657,Arachide,2000,2
2657,Mil,700,2
2658,Arachide,350,0.898100019
2658,Mais,650,0.739099979
2659,Sorgho,100,0.25
2660,Arachide,300,8
2660,Mil,600,4
2660,Niebe,50,0.75
2660,Pasteque,7500,3
2661,Arachide,0,2
2661,Mais,50,1
2661,Niebe,40,1
2662,Arachide,950,1
2662,Mais,200,1
2662,Riz,800,1
2663,Arachide,600,0.600000024
2664,Arachide,150,3
2664,Mil,1850,3
2664,Niebe,100,1
2664,Sorgho,120,1
2665,Arachide,400,2
2665,Mil,400,1
2666,Sorgho,150,0.5
2667,Arachide,200,1
2667,Mil,800,1.5
2667,Niebe,35,0.5
2668,Arachide,100,3
2668,Mil,1200,2
2669,Niebe,0,0.899999976
2670,Arachide,560,2.019999981
2670,Mais,400,0.870000005
2670,Sorgho,3200,3.519999981
2671,Arachide,600,2
2671,Mais,800,2
2671,Mil,900,3
2672,Arachide,200,0.5
2672,Mil,2000,2
2672,Niebe,90,0.5
2672,Sorgho,100,0.5
2673,Mais,2005,1.5
2673,Riz,600,0.5
2674,Arachide,980,2
2674,Mil,2500,3
2674,Piment,75,1
2674,Riz,250,1
2675,Arachide,3000,5
2675,Mais,1000,3
2675,Mil,2000,4
2675,Pasteque,10000,2
2676,Mil,500,2
2676,Niebe,150,0.5
2677,Arachide,3000,7
2677,Mil,4000,4
2677,Niebe,4000,5
2678,Arachide,1000,3
2678,Mais,300,2
2678,Riz,100,0.5
2678,Sorgho,250,1
2679,Arachide,400,2
2679,Mil,200,1
2680,Arachide,1500,2
2680,Mais,230,2
2680,Mil,890,2
2680,Riz,900,2
2680,Sesame,400,2
2681,Arachide,800,2
2681,Mil,1300,2
2682,Arachide,50,1
2682,Mil,0,1
2682,Niebe,0,1
2683,Mais,2,0.0025
2683,Mil,1,0.002
2683,Riz,2,0.0025
2684,Arachide,400,1.5
2684,Coton,150,0.5
2684,Mais,400,0.75
2684,Sorgho,435,0.75
2685,Arachide,600,1.289499998
2685,Mais,60,0.287
2685,Riz,65,0.136700004
2685,Sorgho,140,0.333299994
2686,Arachide,2000,2
2686,Mais,800,1
2686,Mil,350,2
2687,Mil,1800,2
2688,Niebe,200,0.5
2689,Arachide,450,2
2690,Riz,500,3.400000095
2691,Mil,200,1
2692,Riz,1800,1.5
2692,Sesame,120,0.5
2693,Mais,250,0.5
2694,Arachide,135,0.157399997
2694,Mais,215,0.520900011
2695,Sorgho,2000,4
2696,Arachide,1500,3
2696,Mil,500,3
2696,Niebe,150,3
2697,Arachide,1150,5
2697,Mil,600,0.987200022
2697,Sorgho,500,0.218099996
2698,Arachide,2000,2
2698,Niebe,50,1
2698,Pasteque,1000,1
2698,Riz,300,2
2699,Arachide,300,1
2699,Gombo,400,1
2699,Mais,800,2
2699,Mil,500,1.5
2699,Niebe,20,0.5
2699,Riz,200,1
2699,Sorgho,150,1
2700,Arachide,1000,2
2700,Mil,1000,1.5
2701,Arachide,400,1
2701,Mais,130,1
2701,Mil,200,1
2702,Sorgho,21,0.5
2703,Riz,400,1.299999952
2704,Mais,600,1.274299979
2704,Sorgho,650,1.274299979
2705,Arachide,950,1
2705,Mais,1500,2
2705,Mil,800,1
2706,Pasteque,1701,0.600000024
2707,Arachide,1800,2.741600037
2708,Mil,935,0.294
2709,Arachide,2200,5.5
2709,Mil,400,1
2709,Niebe,500,0.5
2710,Arachide,200,2
2710,Mil,500,2
2711,Mil,50,0.5
2712,Arachide,700,2
2713,Mais,200,0.5
2713,Sorgho,1800,2
2714,Arachide,1300,5
2714,Mil,850,3
2715,Mil,100,0.300000012
2716,Arachide,402,0.5
2716,Mais,276,0.25
2716,Sorgho,260,0.5
2717,Arachide,800,1.615499973
2717,Mil,450,0.639100015
2717,Sorgho,200,0.599900007
2718,Riz,250,0.25
2719,Arachide,200,1
2719,Mil,900,2
2719,Niebe,60,1
2719,Riz,30,0.400000006
2719,Sorgho,80,0.5
2720,Mais,1020,2.527299881
2720,Sorgho,500,2.527299881
2721,Arachide,1400,3
2721,Mil,700,1
2722,Sorgho,0,0.230000004
2723,Arachide,0,1.5
2723,Mil,690,1.5
2723,Niebe,126,0.699999988
2724,Niebe,18,0.300000012
2725,Arachide,1000,4
2725,Mil,600,2
2725,Pasteque,2834,1
2725,Sorgho,150,1
2726,Arachide,1000,2
2726,Mais,200,1
2726,Mil,800,1
2727,Arachide,600,6
2727,Mil,500,2
2728,Arachide,1500,3
2728,Mil,1500,2
2729,Arachide,1200,4
2729,Mais,50,2
2729,Mil,300,3
2730,Arachide,2090,2
2730,Coton,1400,1
2730,Mais,2100,3
2730,Sorgho,1150,2
2731,Riz,350,0.949999988
2732,Mil,600,0.73150003
2733,Arachide,1200,3
2733,Mais,400,1
2733,Mil,300,2
2734,Arachide,300,1.25
2734,Niebe,69,0.850000024
2735,Arachide,2000,2
2735,Fonio,500,0.5
2735,Mais,1200,2.5
2736,Arachide,1500,1.5
2736,Riz,900,0.5
2737,Arachide,250,1
2737,Mil,150,0.519999981
2737,Niebe,70,0.560000002
2738,Arachide,485,0.5
2738,Mais,311,0.25
2739,Riz,900,0.800000012
2740,Niebe,125,0.5
2741,Arachide,2800,12
2741,Mil,2000,8
2741,Niebe,80,0.699999988
2742,Arachide,800,2
2742,Mais,100,1
2742,Mil,250,2
2742,Riz,450,1
2743,Mil,100,0.5
2744,Arachide,1000,3
2744,Mais,150,1
2744,Mil,200,1
2745,Riz,1200,0.5
2746,Niebe,75,0.300000012
2746,Sorgho,100,0.470499992
2747,Arachide,250,2
2747,Mil,300,1
2748,Arachide,300,1
2748,Mil,250,1
2749,Riz,750,0.5
2750,Niebe,15,0.1875
2751,Coton,0,0.75
2751,Mais,150,0.75
2751,Mil,375,0.5
2751,Sorgho,870,1.5
2752,Mil,200,0.930000007
2752,Sorgho,250,0.2852
2753,Arachide,2700,3
2753,Mil,2000,3
2753,Sorgho,850,2
2754,Arachide,1000,1.5
